iteration date time machine/VNF container name MemUsage / MemTot MemPerc CPUPerc
98 2022-01-03 01:42:45 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.4MiB / 3.844GiB 8.75% 19.08%
99 2022-01-03 01:42:47 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.4MiB / 3.844GiB 8.75% 17.85%
100 2022-01-03 01:42:49 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.4MiB / 3.844GiB 8.75% 18.22%
101 2022-01-03 01:42:52 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.4MiB / 3.844GiB 8.75% 18.20%
102 2022-01-03 01:42:54 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 17.53%
103 2022-01-03 01:42:56 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 21.11%
104 2022-01-03 01:42:58 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 19.53%
105 2022-01-03 01:43:00 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 20.51%
106 2022-01-03 01:43:02 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 19.31%
107 2022-01-03 01:43:04 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 18.91%
108 2022-01-03 01:43:06 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 18.69%
109 2022-01-03 01:43:08 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 19.37%
110 2022-01-03 01:43:10 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 18.86%
111 2022-01-03 01:43:12 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 19.62%
112 2022-01-03 01:43:14 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 19.02%
113 2022-01-03 01:43:16 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.4MiB / 3.844GiB 8.75% 19.77%
114 2022-01-03 01:43:18 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 21.31%
115 2022-01-03 01:43:20 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 21.75%
116 2022-01-03 01:43:22 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 18.88%
117 2022-01-03 01:43:24 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 18.74%
118 2022-01-03 01:43:26 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 19.18%
119 2022-01-03 01:43:28 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 22.85%
120 2022-01-03 01:43:30 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 20.05%
121 2022-01-03 01:43:32 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 19.47%
122 2022-01-03 01:43:34 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 20.26%
123 2022-01-03 01:43:36 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.49%
124 2022-01-03 01:43:38 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 22.87%
125 2022-01-03 01:43:40 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 23.43%
126 2022-01-03 01:43:42 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 21.49%
127 2022-01-03 01:43:44 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.20%
128 2022-01-03 01:43:46 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 23.14%
129 2022-01-03 01:43:48 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 18.41%
130 2022-01-03 01:43:50 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.75% 19.75%
131 2022-01-03 01:43:52 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 20.39%
132 2022-01-03 01:43:54 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 22.01%
133 2022-01-03 01:43:56 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 18.52%
134 2022-01-03 01:43:58 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 22.61%
135 2022-01-03 01:44:00 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 19.09%
136 2022-01-03 01:44:02 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.18%
137 2022-01-03 01:44:04 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.87%
138 2022-01-03 01:44:06 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 21.20%
139 2022-01-03 01:44:08 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 19.17%
140 2022-01-03 01:44:10 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.5MiB / 3.844GiB 8.75% 19.12%
141 2022-01-03 01:44:12 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 20.88%
142 2022-01-03 01:44:14 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 23.24%
143 2022-01-03 01:44:16 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 18.95%
144 2022-01-03 01:44:18 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 18.51%
145 2022-01-03 01:44:20 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 18.59%
146 2022-01-03 01:44:22 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 20.88%
147 2022-01-03 01:44:24 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 19.64%
148 2022-01-03 01:44:26 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 20.82%
149 2022-01-03 01:44:29 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.12%
150 2022-01-03 01:44:31 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.43%
151 2022-01-03 01:44:33 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 19.84%
152 2022-01-03 01:44:35 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.09%
153 2022-01-03 01:44:37 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 18.51%
154 2022-01-03 01:44:39 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.00%
155 2022-01-03 01:44:41 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 20.26%
156 2022-01-03 01:44:43 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 22.13%
157 2022-01-03 01:44:45 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.94%
158 2022-01-03 01:44:47 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 20.35%
159 2022-01-03 01:44:49 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.6MiB / 3.844GiB 8.76% 19.85%
160 2022-01-03 01:44:51 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 22.15%
161 2022-01-03 01:44:53 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 23.32%
162 2022-01-03 01:44:55 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 19.39%
163 2022-01-03 01:44:57 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.07%
164 2022-01-03 01:44:59 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 19.18%
165 2022-01-03 01:45:01 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 19.52%
166 2022-01-03 01:45:03 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 23.21%
167 2022-01-03 01:45:05 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 21.17%
168 2022-01-03 01:45:07 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 21.39%
169 2022-01-03 01:45:09 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.59%
170 2022-01-03 01:45:11 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 21.76%
171 2022-01-03 01:45:13 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 19.86%
172 2022-01-03 01:45:15 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 18.43%
173 2022-01-03 01:45:17 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.46%
174 2022-01-03 01:45:19 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 21.09%
175 2022-01-03 01:45:21 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 345MiB / 3.844GiB 8.77% 24.23%
176 2022-01-03 01:45:23 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 345MiB / 3.844GiB 8.77% 25.68%
177 2022-01-03 01:45:25 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 25.77%
178 2022-01-03 01:45:27 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.7MiB / 3.844GiB 8.76% 24.64%
179 2022-01-03 01:45:29 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 23.99%
180 2022-01-03 01:45:31 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 23.96%
181 2022-01-03 01:45:33 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.05%
182 2022-01-03 01:45:35 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 21.77%
183 2022-01-03 01:45:37 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.42%
184 2022-01-03 01:45:39 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 20.81%
185 2022-01-03 01:45:41 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 20.78%
186 2022-01-03 01:45:43 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 22.69%
187 2022-01-03 01:45:45 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 22.90%
188 2022-01-03 01:45:47 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.9MiB / 3.844GiB 8.76% 21.15%
189 2022-01-03 01:45:49 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 345MiB / 3.844GiB 8.77% 23.19%
190 2022-01-03 01:45:51 ROS_VNF_interface 04a9b9fa0766 interfacemaster_robot_1 344.8MiB / 3.844GiB 8.76% 22.09%
