timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640079060965032192,"2021-12-21,09:31:00",10.1.1.12,11737,0.000,0.000,0.000,0.000,0.000,0.000
1640079063302118144,"2021-12-21,09:31:03",10.1.1.12,345,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640079063324642816,"2021-12-21,09:31:03",10.1.1.12,0.3653688430786133,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640079063671789824,"2021-12-21,09:31:03",10.1.1.12,345,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640079063693906944,"2021-12-21,09:31:03",10.1.1.12,0.3677191734313965,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640079064001308928,"2021-12-21,09:31:04",10.1.1.12,305,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640079064037915904,"2021-12-21,09:31:04",10.1.1.12,0.34240198135375977,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640079064360924928,"2021-12-21,09:31:04",10.1.1.12,321,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640079064406888960,"2021-12-21,09:31:04",10.1.1.12,0.36734485626220703,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640079064739382016,"2021-12-21,09:31:04",10.1.1.12,330,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640079064771523072,"2021-12-21,09:31:04",10.1.1.12,0.3631110191345215,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640079065079650048,"2021-12-21,09:31:05",10.1.1.12,306,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640079065105384192,"2021-12-21,09:31:05",10.1.1.12,0.33170199394226074,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640079065518420992,"2021-12-21,09:31:05",10.1.1.12,411,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640079065533438976,"2021-12-21,09:31:05",10.1.1.12,0.42666101455688477,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640079065868964864,"2021-12-21,09:31:05",10.1.1.12,333,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640079065917146880,"2021-12-21,09:31:05",10.1.1.12,0.3815619945526123,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640079066263994880,"2021-12-21,09:31:06",10.1.1.12,344,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640079066345402112,"2021-12-21,09:31:06",10.1.1.12,0.4193751811981201,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640079067645733120,"2021-12-21,09:31:07",10.1.1.12,1295,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640079067684160000,"2021-12-21,09:31:07",10.1.1.12,1.3338639736175537,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640079068034321920,"2021-12-21,09:31:08",10.1.1.12,348,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640079068111654912,"2021-12-21,09:31:08",10.1.1.12,0.4259788990020752,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640079068473812224,"2021-12-21,09:31:08",10.1.1.12,356,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640079068520505856,"2021-12-21,09:31:08",10.1.1.12,0.4033679962158203,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640079068897273088,"2021-12-21,09:31:08",10.1.1.12,375,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640079068966968064,"2021-12-21,09:31:08",10.1.1.12,0.44495487213134766,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640079069287347968,"2021-12-21,09:31:09",10.1.1.12,317,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640079069318227968,"2021-12-21,09:31:09",10.1.1.12,0.34965085983276367,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640079071831670016,"2021-12-21,09:31:09",10.1.1.12,382,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640079071853949952,"2021-12-21,09:31:11",10.1.1.12,2.533890962600708,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640079099489609984,"2021-12-21,09:31:28",10.1.1.12,16641,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640079099538430976,"2021-12-21,09:31:39",10.1.1.12,27.263593196868896,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640079102632067072,"2021-12-21,09:31:42",10.1.1.12,3073,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640079102662695936,"2021-12-21,09:31:42",10.1.1.12,3.1045210361480713,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640079103071737088,"2021-12-21,09:31:43",10.1.1.12,407,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640079103094902016,"2021-12-21,09:31:43",10.1.1.12,0.4305729866027832,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640079103431533056,"2021-12-21,09:31:43",10.1.1.12,335,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640079103462308864,"2021-12-21,09:31:43",10.1.1.12,0.36590099334716797,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640079103842659072,"2021-12-21,09:31:43",10.1.1.12,378,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640079103931755008,"2021-12-21,09:31:43",10.1.1.12,0.46798205375671387,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640079104321362944,"2021-12-21,09:31:44",10.1.1.12,385,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640079104382574080,"2021-12-21,09:31:44",10.1.1.12,0.44740891456604004,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640079104885957888,"2021-12-21,09:31:44",10.1.1.12,0.49863409996032715,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640079104866471936,"2021-12-21,09:31:44",10.1.1.12,465,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640079105318830080,"2021-12-21,09:31:45",10.1.1.12,425,-0.230,-0.230,-0.230,0.000,0.000,0.000
1640079105373558016,"2021-12-21,09:31:45",10.1.1.12,0.47987890243530273,-0.230,-0.230,-0.230,0.000,0.000,0.000
1640079105717593856,"2021-12-21,09:31:45",10.1.1.12,341,-0.240,-0.240,-0.240,0.000,0.000,0.000
1640079105737982976,"2021-12-21,09:31:45",10.1.1.12,0.36237096786499023,-0.240,-0.240,-0.240,0.000,0.000,0.000
1640079106136745984,"2021-12-21,09:31:46",10.1.1.12,397,-0.250,-0.250,-0.250,0.000,0.000,0.000
1640079106182213120,"2021-12-21,09:31:46",10.1.1.12,0.4426090717315674,-0.250,-0.250,-0.250,0.000,0.000,0.000
1640079106606055936,"2021-12-21,09:31:46",10.1.1.12,421,-0.260,-0.260,-0.260,0.000,0.000,0.000
1640079106656097792,"2021-12-21,09:31:46",10.1.1.12,0.47186803817749023,-0.260,-0.260,-0.260,0.000,0.000,0.000
1640079107039339008,"2021-12-21,09:31:47",10.1.1.12,381,-0.270,-0.270,-0.270,0.000,0.000,0.000
1640079107085618944,"2021-12-21,09:31:47",10.1.1.12,0.4280049800872803,-0.270,-0.270,-0.270,0.000,0.000,0.000
1640079111068836096,"2021-12-21,09:31:51",10.1.1.12,3969,-0.280,-0.280,-0.280,0.000,0.000,0.000
