timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640060650672400896,"2021-12-21,04:24:10",10.1.1.4,4515,0.000,0.000,0.000,0.000,0.000,0.000
1640060652987961088,"2021-12-21,04:24:12",10.1.1.4,327,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640060653016734976,"2021-12-21,04:24:13",10.1.1.4,0.3566710948944092,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640060653348624896,"2021-12-21,04:24:13",10.1.1.4,330,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640060653354540032,"2021-12-21,04:24:13",10.1.1.4,0.3363609313964844,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640060653636912128,"2021-12-21,04:24:13",10.1.1.4,280,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640060653683717120,"2021-12-21,04:24:13",10.1.1.4,0.32774806022644043,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640060653995991040,"2021-12-21,04:24:13",10.1.1.4,310,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640060654009166080,"2021-12-21,04:24:14",10.1.1.4,0.3240208625793457,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640060654335804928,"2021-12-21,04:24:14",10.1.1.4,325,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640060654357742080,"2021-12-21,04:24:14",10.1.1.4,0.3471720218658447,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640060654654696960,"2021-12-21,04:24:14",10.1.1.4,295,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640060654683054848,"2021-12-21,04:24:14",10.1.1.4,0.32381391525268555,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640060655036344064,"2021-12-21,04:24:15",10.1.1.4,351,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640060655064666880,"2021-12-21,04:24:15",10.1.1.4,0.37972187995910645,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640060655384513024,"2021-12-21,04:24:15",10.1.1.4,318,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640060655410139136,"2021-12-21,04:24:15",10.1.1.4,0.34390902519226074,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640060655753366016,"2021-12-21,04:24:15",10.1.1.4,341,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640060655789825792,"2021-12-21,04:24:15",10.1.1.4,0.3780069351196289,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640060656133913088,"2021-12-21,04:24:16",10.1.1.4,341,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640060656166409984,"2021-12-21,04:24:16",10.1.1.4,0.3744029998779297,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640060656512773120,"2021-12-21,04:24:16",10.1.1.4,344,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640060656576570112,"2021-12-21,04:24:16",10.1.1.4,0.40854907035827637,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640060656916781056,"2021-12-21,04:24:16",10.1.1.4,335,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640060656920550144,"2021-12-21,04:24:16",10.1.1.4,0.342728853225708,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640060657211982080,"2021-12-21,04:24:17",10.1.1.4,287,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640060657242233088,"2021-12-21,04:24:17",10.1.1.4,0.3178260326385498,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640060657610663936,"2021-12-21,04:24:17",10.1.1.4,365,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640060657623395840,"2021-12-21,04:24:17",10.1.1.4,0.3783140182495117,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640060657970576128,"2021-12-21,04:24:17",10.1.1.4,343,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640060657997885952,"2021-12-21,04:24:17",10.1.1.4,0.37157106399536133,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640060658309075200,"2021-12-21,04:24:18",10.1.1.4,309,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640060658375988992,"2021-12-21,04:24:18",10.1.1.4,0.37682104110717773,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640060658706095872,"2021-12-21,04:24:18",10.1.1.4,0.3285789489746094,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640060658726146816,"2021-12-21,04:24:18",10.1.1.4,324,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640060659059355904,"2021-12-21,04:24:19",10.1.1.4,327,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640060659135247872,"2021-12-21,04:24:19",10.1.1.4,0.40405797958374023,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640060659437958912,"2021-12-21,04:24:19",10.1.1.4,301,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640060659466799872,"2021-12-21,04:24:19",10.1.1.4,0.3303039073944092,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640060659757984000,"2021-12-21,04:24:19",10.1.1.4,288,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640060659781897984,"2021-12-21,04:24:19",10.1.1.4,0.3134148120880127,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640060660142748160,"2021-12-21,04:24:20",10.1.1.4,358,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640060660204065024,"2021-12-21,04:24:20",10.1.1.4,0.4203948974609375,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640060660496148224,"2021-12-21,04:24:20",10.1.1.4,288,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640060660532488960,"2021-12-21,04:24:20",10.1.1.4,0.32590699195861816,-0.220,-0.220,-0.220,0.000,0.000,0.000
