timestamp,date,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1641091002313123840,2022-01-02-02:36:42,10.1.1.2,185,-0.010,-0.010,-0.010,0.000,0.000,0.000
1641091002501970944,2022-01-02-02:36:42,10.1.1.2,172,-0.020,-0.020,-0.020,0.000,0.000,0.000
1641091002713608960,2022-01-02-02:36:42,10.1.1.2,175,-0.030,-0.030,-0.030,0.000,0.000,0.000
1641091002916696064,2022-01-02-02:36:42,10.1.1.2,177,-0.040,-0.040,-0.040,0.000,0.000,0.000
1641091003109680896,2022-01-02-02:36:43,10.1.1.2,170,-0.050,-0.050,-0.050,0.000,0.000,0.000
1641091003312581120,2022-01-02-02:36:43,10.1.1.2,169,-0.060,-0.060,-0.060,0.000,0.000,0.000
1641091003517297152,2022-01-02-02:36:43,10.1.1.2,175,-0.070,-0.070,-0.070,0.000,0.000,0.000
1641091003733334016,2022-01-02-02:36:43,10.1.1.2,190,-0.080,-0.080,-0.080,0.000,0.000,0.000
1641091003917191936,2022-01-02-02:36:43,10.1.1.2,173,-0.090,-0.090,-0.090,0.000,0.000,0.000
1641091004111340032,2022-01-02-02:36:44,10.1.1.2,167,-0.100,-0.100,-0.100,0.000,0.000,0.000
1641091004315586048,2022-01-02-02:36:44,10.1.1.2,169,-0.110,-0.110,-0.110,0.000,0.000,0.000
1641091004528372992,2022-01-02-02:36:44,10.1.1.2,173,-0.120,-0.120,-0.120,0.000,0.000,0.000
1641091004730521088,2022-01-02-02:36:44,10.1.1.2,172,-0.130,-0.130,-0.130,0.000,0.000,0.000
1641091004936312064,2022-01-02-02:36:44,10.1.1.2,177,-0.140,-0.140,-0.140,0.000,0.000,0.000
1641091005129713152,2022-01-02-02:36:45,10.1.1.2,170,-0.150,-0.150,-0.150,0.000,0.000,0.000
1641091005334287872,2022-01-02-02:36:45,10.1.1.2,173,-0.160,-0.160,-0.160,0.000,0.000,0.000
1641091005528026112,2022-01-02-02:36:45,10.1.1.2,166,-0.170,-0.170,-0.170,0.000,0.000,0.000
1641091005728910848,2022-01-02-02:36:45,10.1.1.2,165,-0.180,-0.180,-0.180,0.000,0.000,0.000
1641091005927202816,2022-01-02-02:36:45,10.1.1.2,162,-0.190,-0.190,-0.190,0.000,0.000,0.000
1641091006147432192,2022-01-02-02:36:46,10.1.1.2,173,-0.200,-0.200,-0.200,0.000,0.000,0.000
1641091006348637952,2022-01-02-02:36:46,10.1.1.2,174,-0.210,-0.210,-0.210,0.000,0.000,0.000
1641091006544916992,2022-01-02-02:36:46,10.1.1.2,169,-0.220,-0.220,-0.220,0.000,0.000,0.000
1641091006747277056,2022-01-02-02:36:46,10.1.1.2,171,-0.230,-0.230,-0.230,0.000,0.000,0.000
1641091006947483904,2022-01-02-02:36:46,10.1.1.2,170,-0.240,-0.240,-0.240,0.000,0.000,0.000
1641091007167484928,2022-01-02-02:36:47,10.1.1.2,189,-0.250,-0.250,-0.250,0.000,0.000,0.000
1641091007349744128,2022-01-02-02:36:47,10.1.1.2,170,-0.260,-0.260,-0.260,0.000,0.000,0.000
1641091007547710976,2022-01-02-02:36:47,10.1.1.2,166,-0.270,-0.270,-0.270,0.000,0.000,0.000
1641091007748708864,2022-01-02-02:36:47,10.1.1.2,166,-0.280,-0.280,-0.280,0.000,0.000,0.000
1641091007967747072,2022-01-02-02:36:47,10.1.1.2,179,-0.290,-0.290,-0.290,0.000,0.000,0.000
1641091008166675968,2022-01-02-02:36:48,10.1.1.2,177,-0.300,-0.300,-0.300,0.000,0.000,0.000
1641091008372273920,2022-01-02-02:36:48,10.1.1.2,182,-0.310,-0.310,-0.310,0.000,0.000,0.000
1641091008563975168,2022-01-02-02:36:48,10.1.1.2,173,-0.320,-0.320,-0.320,0.000,0.000,0.000
1641091008767833856,2022-01-02-02:36:48,10.1.1.2,175,-0.330,-0.330,-0.330,0.000,0.000,0.000
1641091008967026944,2022-01-02-02:36:48,10.1.1.2,173,-0.340,-0.340,-0.340,0.000,0.000,0.000
1641091009172454144,2022-01-02-02:36:49,10.1.1.2,175,-0.350,-0.350,-0.350,0.000,0.000,0.000
1641091009362603776,2022-01-02-02:36:49,10.1.1.2,167,-0.360,-0.360,-0.360,0.000,0.000,0.000
1641091009563857152,2022-01-02-02:36:49,10.1.1.2,167,-0.370,-0.370,-0.370,0.000,0.000,0.000
1641091009762564864,2022-01-02-02:36:49,10.1.1.2,162,-0.380,-0.380,-0.380,0.000,0.000,0.000
1641091009982183936,2022-01-02-02:36:49,10.1.1.2,182,-0.390,-0.390,-0.390,0.000,0.000,0.000
1641091010161238016,2022-01-02-02:36:50,10.1.1.2,158,-0.400,-0.400,-0.400,0.000,0.000,0.000
1641091010364530944,2022-01-02-02:36:50,10.1.1.2,160,-0.410,-0.410,-0.410,0.000,0.000,0.000
1641091010561261824,2022-01-02-02:36:50,10.1.1.2,157,-0.420,-0.420,-0.420,0.000,0.000,0.000
1641091010761508864,2022-01-02-02:36:50,10.1.1.2,154,-0.430,-0.430,-0.430,0.000,0.000,0.000
1641091010960596992,2022-01-02-02:36:50,10.1.1.2,153,-0.440,-0.440,-0.440,0.000,0.000,0.000
1641091011180674048,2022-01-02-02:36:51,10.1.1.2,173,-0.450,-0.450,-0.450,0.000,0.000,0.000
1641091011378298112,2022-01-02-02:36:51,10.1.1.2,169,-0.460,-0.460,-0.460,0.000,0.000,0.000
1641091011585953024,2022-01-02-02:36:51,10.1.1.2,175,-0.470,-0.470,-0.470,0.000,0.000,0.000
1641091011770375936,2022-01-02-02:36:51,10.1.1.2,159,-0.480,-0.480,-0.480,0.000,0.000,0.000
1641091011978019840,2022-01-02-02:36:51,10.1.1.2,166,-0.490,-0.490,-0.490,0.000,0.000,0.000
1641091012178571008,2022-01-02-02:36:52,10.1.1.2,166,-0.480,-0.480,-0.480,0.000,0.000,0.000
1641091012379187968,2022-01-02-02:36:52,10.1.1.2,165,-0.470,-0.470,-0.470,0.000,0.000,0.000
1641091012579435008,2022-01-02-02:36:52,10.1.1.2,164,-0.460,-0.460,-0.460,0.000,0.000,0.000
1641091012780673024,2022-01-02-02:36:52,10.1.1.2,165,-0.450,-0.450,-0.450,0.000,0.000,0.000
1641091012978704896,2022-01-02-02:36:52,10.1.1.2,162,-0.440,-0.440,-0.440,0.000,0.000,0.000
1641091013177979904,2022-01-02-02:36:53,10.1.1.2,158,-0.430,-0.430,-0.430,0.000,0.000,0.000
1641091013378885120,2022-01-02-02:36:53,10.1.1.2,160,-0.420,-0.420,-0.420,0.000,0.000,0.000
1641091013574672896,2022-01-02-02:36:53,10.1.1.2,155,-0.410,-0.410,-0.410,0.000,0.000,0.000
1641091013776305920,2022-01-02-02:36:53,10.1.1.2,155,-0.400,-0.400,-0.400,0.000,0.000,0.000
1641091013978106112,2022-01-02-02:36:53,10.1.1.2,156,-0.390,-0.390,-0.390,0.000,0.000,0.000
1641091014193691136,2022-01-02-02:36:54,10.1.1.2,171,-0.380,-0.380,-0.380,0.000,0.000,0.000
1641091014373800960,2022-01-02-02:36:54,10.1.1.2,150,-0.370,-0.370,-0.370,0.000,0.000,0.000
1641091014574606848,2022-01-02-02:36:54,10.1.1.2,150,-0.360,-0.360,-0.360,0.000,0.000,0.000
1641091014775608064,2022-01-02-02:36:54,10.1.1.2,150,-0.350,-0.350,-0.350,0.000,0.000,0.000
1641091014975066880,2022-01-02-02:36:54,10.1.1.2,148,-0.340,-0.340,-0.340,0.000,0.000,0.000
1641091015195305216,2022-01-02-02:36:55,10.1.1.2,163,-0.330,-0.330,-0.330,0.000,0.000,0.000
1641091015384576000,2022-01-02-02:36:55,10.1.1.2,155,-0.320,-0.320,-0.320,0.000,0.000,0.000
1641091015594029824,2022-01-02-02:36:55,10.1.1.2,161,-0.310,-0.310,-0.310,0.000,0.000,0.000
1641091015793716992,2022-01-02-02:36:55,10.1.1.2,157,-0.300,-0.300,-0.300,0.000,0.000,0.000
1641091015993999872,2022-01-02-02:36:55,10.1.1.2,158,-0.290,-0.290,-0.290,0.000,0.000,0.000
1641091016194413824,2022-01-02-02:36:56,10.1.1.2,155,-0.280,-0.280,-0.280,0.000,0.000,0.000
1641091016397257216,2022-01-02-02:36:56,10.1.1.2,158,-0.270,-0.270,-0.270,0.000,0.000,0.000
1641091016595550976,2022-01-02-02:36:56,10.1.1.2,155,-0.260,-0.260,-0.260,0.000,0.000,0.000
1641091016807756032,2022-01-02-02:36:56,10.1.1.2,167,-0.250,-0.250,-0.250,0.000,0.000,0.000
