timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640078740799364096,"2021-12-21,09:25:40",10.1.1.9,81916,0.000,0.000,0.000,0.000,0.000,0.000
1640078743510948864,"2021-12-21,09:25:43",10.1.1.9,939,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640078743577199104,"2021-12-21,09:25:43",10.1.1.9,1.0054330825805664,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640078743881380096,"2021-12-21,09:25:43",10.1.1.9,302,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640078743924808960,"2021-12-21,09:25:43",10.1.1.9,0.3460228443145752,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640078744230198016,"2021-12-21,09:25:44",10.1.1.9,304,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640078744255919872,"2021-12-21,09:25:44",10.1.1.9,0.3297550678253174,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640078744569736960,"2021-12-21,09:25:44",10.1.1.9,312,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640078744601378816,"2021-12-21,09:25:44",10.1.1.9,0.343796968460083,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640078744919778048,"2021-12-21,09:25:44",10.1.1.9,316,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640078744948613888,"2021-12-21,09:25:44",10.1.1.9,0.3459169864654541,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640078745249191168,"2021-12-21,09:25:45",10.1.1.9,298,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640078745297835008,"2021-12-21,09:25:45",10.1.1.9,0.34735107421875,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640078745946835968,"2021-12-21,09:25:45",10.1.1.9,644,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640078745978766848,"2021-12-21,09:25:45",10.1.1.9,0.6738889217376709,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640078746585940992,"2021-12-21,09:25:46",10.1.1.9,604,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640078746625140992,"2021-12-21,09:25:46",10.1.1.9,0.6436469554901123,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640078746957882880,"2021-12-21,09:25:46",10.1.1.9,330,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640078746958215936,"2021-12-21,09:25:46",10.1.1.9,0.330718994140625,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640078747255671040,"2021-12-21,09:25:47",10.1.1.9,295,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640078747302222080,"2021-12-21,09:25:47",10.1.1.9,0.34236717224121094,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640078747609316096,"2021-12-21,09:25:47",10.1.1.9,303,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640078747648487168,"2021-12-21,09:25:47",10.1.1.9,0.3427419662475586,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640078747995038976,"2021-12-21,09:25:47",10.1.1.9,338,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640078748040932864,"2021-12-21,09:25:48",10.1.1.9,0.3839390277862549,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640078748423279104,"2021-12-21,09:25:48",10.1.1.9,378,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640078748446063872,"2021-12-21,09:25:48",10.1.1.9,0.4013831615447998,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640078748781773056,"2021-12-21,09:25:48",10.1.1.9,333,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640078748822139904,"2021-12-21,09:25:48",10.1.1.9,0.37424707412719727,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640078749121596928,"2021-12-21,09:25:49",10.1.1.9,297,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640078749152339968,"2021-12-21,09:25:49",10.1.1.9,0.32837700843811035,-0.150,-0.150,-0.150,0.000,0.000,0.000
