--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-04:55:17,-1,2,3.838756
1,2022-01-02-04:55:19,2,4,1.792103
2,2022-01-02-04:55:22,4,2,3.530283
3,2022-01-02-04:55:25,2,6,3.024687
4,2022-01-02-04:55:27,6,3,1.987373
5,2022-01-02-04:55:32,3,2,4.289598
6,2022-01-02-04:55:35,2,7,2.986371
7,2022-01-02-04:55:37,7,6,2.541144
8,2022-01-02-04:55:40,6,5,3.137109
9,2022-01-02-04:55:42,5,1,1.943513
10,2022-01-02-04:55:45,1,3,2.320814
11,2022-01-02-04:55:47,3,1,2.290175
12,2022-01-02-04:55:50,1,6,3.563646
13,2022-01-02-04:55:54,6,0,3.615383
14,2022-01-02-04:55:57,0,6,3.438075
15,2022-01-02-04:56:01,6,1,3.546614
16,2022-01-02-04:56:03,1,2,1.990573
17,2022-01-02-04:56:05,2,5,1.530446
18,2022-01-02-04:56:06,5,4,1.843823
19,2022-01-02-04:56:08,4,0,1.530685
20,2022-01-02-04:56:10,0,2,1.736707
21,2022-01-02-04:56:11,2,0,1.726066
22,2022-01-02-04:56:13,0,4,1.488821
23,2022-01-02-04:56:15,4,2,2.083803
24,2022-01-02-04:56:17,2,1,1.949204
25,2022-01-02-04:56:19,1,2,1.952447
26,2022-01-02-04:56:21,2,7,2.606311
27,2022-01-02-04:56:25,7,1,3.261350
28,2022-01-02-04:56:26,1,7,1.648670
29,2022-01-02-04:56:28,7,1,1.691530
30,2022-01-02-04:56:32,1,6,3.545426
31,2022-01-02-04:56:35,6,1,3.713191
32,2022-01-02-04:56:37,1,5,2.022438
33,2022-01-02-04:56:39,5,0,1.999008
34,2022-01-02-04:56:41,0,2,1.690289
35,2022-01-02-04:56:44,2,3,2.660959
36,2022-01-02-04:56:46,3,6,1.978434
37,2022-01-02-04:56:48,6,5,2.741835
38,2022-01-02-04:56:50,5,0,1.925150
39,2022-01-02-04:56:52,0,4,1.532546
40,2022-01-02-04:56:53,4,0,1.527808
41,2022-01-02-04:56:54,0,1,1.051930
42,2022-01-02-04:56:57,1,3,2.333248
43,2022-01-02-04:57:01,3,2,4.204641
44,2022-01-02-04:57:03,2,4,1.730298
45,2022-01-02-04:57:07,4,7,4.036040
46,2022-01-02-04:57:11,7,6,4.290889
47,2022-01-02-04:57:14,6,4,3.221906
48,2022-01-02-04:57:18,4,6,3.324080
49,2022-01-02-04:57:21,6,1,3.651923
50,2022-01-02-04:57:23,1,5,1.922869
51,2022-01-02-04:57:26,5,7,2.660686
52,2022-01-02-04:57:29,7,4,3.132297
53,2022-01-02-04:57:31,4,3,2.198936
54,2022-01-02-04:57:35,3,7,3.833867
55,2022-01-02-04:57:37,7,1,1.688650
56,2022-01-02-04:57:39,1,6,2.724514
57,2022-01-02-04:57:42,6,1,2.685642
58,2022-01-02-04:57:43,1,4,1.318463
59,2022-01-02-04:57:45,4,0,1.475363
60,2022-01-02-04:57:48,0,3,3.313730
61,2022-01-02-04:57:52,3,0,3.359068
62,2022-01-02-04:57:53,0,7,1.915289
63,2022-01-02-04:57:58,7,4,4.056261
64,2022-01-02-04:58:01,4,6,3.723909
65,2022-01-02-04:58:04,6,5,2.693891
66,2022-01-02-04:58:06,5,1,1.955233
67,2022-01-02-04:58:07,1,0,1.021751
68,2022-01-02-04:58:09,0,2,1.793267
69,2022-01-02-04:58:11,2,3,2.587584
70,2022-01-02-04:58:14,3,5,2.221040
71,2022-01-02-04:58:16,5,6,2.635337
72,2022-01-02-04:58:20,6,4,3.753147
73,2022-01-02-04:58:24,4,0,3.644672
74,2022-01-02-04:58:25,0,2,1.709423
75,2022-01-02-04:58:27,2,5,1.522011
76,2022-01-02-04:58:29,5,7,2.645444
77,2022-01-02-04:58:32,7,0,3.074180
78,2022-01-02-04:58:35,0,5,2.188398
79,2022-01-02-04:58:38,5,3,3.030905
80,2022-01-02-04:58:41,3,2,3.099297
81,2022-01-02-04:58:44,2,6,3.066295
82,2022-01-02-04:58:47,6,2,3.061827
83,2022-01-02-04:58:49,2,1,1.932906
84,2022-01-02-04:58:50,1,4,1.327426
85,2022-01-02-04:58:52,4,5,1.750705
86,2022-01-02-04:58:54,5,1,2.045379
87,2022-01-02-04:58:55,1,4,1.318688
88,2022-01-02-04:58:57,4,2,2.048960
89,2022-01-02-04:59:01,2,6,3.148892
90,2022-01-02-04:59:04,6,0,3.534380
91,2022-01-02-04:59:08,0,6,3.520409
92,2022-01-02-04:59:11,6,3,3.731989
93,2022-01-02-04:59:14,3,1,2.549043
94,2022-01-02-04:59:16,1,2,1.942195
95,2022-01-02-04:59:17,2,5,1.481916
96,2022-01-02-04:59:19,5,4,1.863025
97,2022-01-02-04:59:21,4,0,1.486374
98,2022-01-02-04:59:22,0,1,1.031674
99,2022-01-02-04:59:23,1,0,1.023104
100,2022-01-02-04:59:24,0,4,1.517091
101,2022-01-02-04:59:26,4,5,1.726371
102,2022-01-02-04:59:28,5,0,2.125878
103,2022-01-02-04:59:32,0,6,3.549134
104,2022-01-02-04:59:35,6,4,3.263219
105,2022-01-02-04:59:38,4,6,3.184408
106,2022-01-02-04:59:42,6,1,3.592663
107,2022-01-02-04:59:43,1,4,1.331628
108,2022-01-02-04:59:45,4,7,1.895376
109,2022-01-02-04:59:47,7,3,2.133120
110,2022-01-02-04:59:49,3,4,2.087366
111,2022-01-02-04:59:51,4,0,1.482811
112,2022-01-02-04:59:52,0,1,1.114647
113,2022-01-02-04:59:54,1,2,1.927460
114,2022-01-02-04:59:57,2,6,3.230794
115,2022-01-02-05:00:01,6,3,4.015759
116,2022-01-02-05:00:03,3,5,2.192127
117,2022-01-02-05:00:05,5,3,2.304250
118,2022-01-02-05:00:07,3,4,2.124496
119,2022-01-02-05:00:09,4,0,1.533560
120,2022-01-02-05:00:11,0,4,1.495158
121,2022-01-02-05:00:13,4,3,2.050082
122,2022-01-02-05:00:15,3,5,2.325510
123,2022-01-02-05:00:17,5,3,2.319627
124,2022-01-02-05:00:20,3,0,2.328962
125,2022-01-02-05:00:21,0,4,1.514501
126,2022-01-02-05:00:23,4,5,1.725801
127,2022-01-02-05:00:26,5,6,3.025717
128,2022-01-02-05:00:29,6,1,3.527408
129,2022-01-02-05:00:30,1,0,1.025977
130,2022-01-02-05:00:31,0,1,1.030812
131,2022-01-02-05:00:33,1,7,1.725006
132,2022-01-02-05:00:35,7,4,1.925216
133,2022-01-02-05:00:37,4,0,1.538521
134,2022-01-02-05:00:40,0,6,2.934909
135,2022-01-02-05:00:42,6,5,2.732242
136,2022-01-02-05:00:45,5,6,3.166039
137,2022-01-02-05:00:49,6,1,3.522411
138,2022-01-02-05:00:51,1,7,1.685063
139,2022-01-02-05:00:53,7,3,2.146213
140,2022-01-02-05:00:55,3,5,2.306921
141,2022-01-02-05:00:57,5,0,2.081282
142,2022-01-02-05:01:00,0,6,2.789039
143,2022-01-02-05:01:03,6,7,2.625395
144,2022-01-02-05:01:05,7,4,1.966024
145,2022-01-02-05:01:06,4,0,1.523624
146,2022-01-02-05:01:08,0,5,2.156977
147,2022-01-02-05:01:11,5,6,3.123652
148,2022-01-02-05:01:15,6,1,3.638910
149,2022-01-02-05:01:19,1,6,3.563768
150,2022-01-02-05:01:22,6,4,3.417943
151,2022-01-02-05:01:23,4,0,1.515903
152,2022-01-02-05:01:25,0,1,1.066830
153,2022-01-02-05:01:26,1,4,1.276505
154,2022-01-02-05:01:28,4,5,1.724449
155,2022-01-02-05:01:29,5,4,1.822429
156,2022-01-02-05:01:31,4,0,1.488209
157,2022-01-02-05:01:33,0,3,2.390546
158,2022-01-02-05:01:35,3,4,2.036464
159,2022-01-02-05:01:37,4,1,1.278471
160,2022-01-02-05:01:38,1,7,1.690310
161,2022-01-02-05:01:42,7,3,3.858618
162,2022-01-02-05:01:45,3,0,3.326661
163,2022-01-02-05:01:47,0,4,1.485695
164,2022-01-02-05:01:49,4,7,1.853265
165,2022-01-02-05:01:50,7,1,1.655126
166,2022-01-02-05:01:52,1,5,1.929014
167,2022-01-02-05:01:54,5,4,1.882394
168,2022-01-02-05:01:56,4,3,2.059628
169,2022-01-02-05:01:59,3,1,2.288874
170,2022-01-02-05:02:01,1,2,1.954781
171,2022-01-02-05:02:02,2,1,1.928341
172,2022-01-02-05:02:05,1,6,2.623558
173,2022-01-02-05:02:08,6,4,2.584789
174,2022-01-02-05:02:10,4,7,1.863899
175,2022-01-02-05:02:12,7,6,2.594833
176,2022-01-02-05:02:14,6,3,1.981739
177,2022-01-02-05:02:17,3,7,3.229538
178,2022-01-02-05:02:20,7,6,2.551650
179,2022-01-02-05:02:23,6,5,3.132928
180,2022-01-02-05:02:25,5,2,1.538378
181,2022-01-02-05:02:27,2,7,2.590278
182,2022-01-02-05:02:29,7,4,1.891409
183,2022-01-02-05:02:30,4,1,1.277905
184,2022-01-02-05:02:33,1,3,2.316770
185,2022-01-02-05:02:36,3,7,3.255669
186,2022-01-02-05:02:39,7,3,3.196233
187,2022-01-02-05:02:43,3,2,4.367744
188,2022-01-02-05:02:45,2,4,1.827085
189,2022-01-02-05:02:49,4,7,4.064060
190,2022-01-02-05:02:51,7,0,1.989977
191,2022-01-02-05:02:53,0,5,1.957760
192,2022-01-02-05:02:56,5,6,3.073020
193,2022-01-02-05:03:00,6,5,3.124649
194,2022-01-02-05:03:02,5,7,2.586496
195,2022-01-02-05:03:05,7,4,3.064501
196,2022-01-02-05:03:07,4,3,2.057965
197,2022-01-02-05:03:11,3,7,3.276793
198,2022-01-02-05:03:13,7,6,2.537817
199,2022-01-02-05:03:17,6,1,3.659260
200,2022-01-02-05:03:18,1,0,1.035134
201,2022-01-02-05:03:20,0,5,1.947711
202,2022-01-02-05:03:21,5,2,1.592490
203,2022-01-02-05:03:23,2,0,1.714038
204,2022-01-02-05:03:26,0,6,3.440301
205,2022-01-02-05:03:30,6,2,3.094053
206,2022-01-02-05:03:31,2,5,1.495248
207,2022-01-02-05:03:35,5,4,3.732559
208,2022-01-02-05:03:38,4,7,3.227054
209,2022-01-02-05:03:41,7,6,2.591963
210,2022-01-02-05:03:44,6,5,3.172343
211,2022-01-02-05:03:46,5,4,1.853222
212,2022-01-02-05:03:48,4,6,2.563349
213,2022-01-02-05:03:51,6,5,2.682993
214,2022-01-02-05:03:53,5,1,1.884092
215,2022-01-02-05:03:55,1,6,2.631101
216,2022-01-02-05:03:58,6,0,2.757742
217,2022-01-02-05:04:01,0,6,2.818686
218,2022-01-02-05:04:03,6,3,2.014086
219,2022-01-02-05:04:05,3,1,2.225401
220,2022-01-02-05:04:07,1,2,1.932569
221,2022-01-02-05:04:09,2,4,1.726378
222,2022-01-02-05:04:10,4,0,1.493396
223,2022-01-02-05:04:11,0,1,1.017879
224,2022-01-02-05:04:13,1,2,1.926992
225,2022-01-02-05:04:16,2,6,3.052086
226,2022-01-02-05:04:20,6,4,3.743018
227,2022-01-02-05:04:24,4,0,3.727805
228,2022-01-02-05:04:26,0,5,1.960753
229,2022-01-02-05:04:29,5,6,2.755567
230,2022-01-02-05:04:31,6,4,2.661654
231,2022-01-02-05:04:33,4,0,1.487335
232,2022-01-02-05:04:35,0,7,1.882299
233,2022-01-02-05:04:38,7,3,3.760970
234,2022-01-02-05:04:42,3,7,3.735003
235,2022-01-02-05:04:46,7,3,3.835217
236,2022-01-02-05:04:49,3,5,2.994971
237,2022-01-02-05:04:51,5,0,1.946959
238,2022-01-02-05:04:52,0,4,1.524453
239,2022-01-02-05:04:54,4,2,1.952394
240,2022-01-02-05:04:57,2,6,3.132822
241,2022-01-02-05:05:01,6,3,3.134527
242,2022-01-02-05:05:04,3,5,3.063050
243,2022-01-02-05:05:05,5,4,1.824919
244,2022-01-02-05:05:07,4,0,1.512409
245,2022-01-02-05:05:09,0,5,1.977156
246,2022-01-02-05:05:11,5,0,1.918797
247,2022-01-02-05:05:13,0,5,1.886252
248,2022-01-02-05:05:16,5,6,3.049798
249,2022-01-02-05:05:19,6,2,3.059792
250,2022-01-02-05:05:21,2,4,1.807010
251,2022-01-02-05:05:22,4,5,1.729433
252,2022-01-02-05:05:24,5,1,1.989580
253,2022-01-02-05:05:26,1,2,1.993680
254,2022-01-02-05:05:29,2,7,2.591531
255,2022-01-02-05:05:32,7,6,2.627844
256,2022-01-02-05:05:35,6,1,3.685449
257,2022-01-02-05:05:37,1,4,1.314669
258,2022-01-02-05:05:39,4,3,2.063461
259,2022-01-02-05:05:41,3,1,2.331661
260,2022-01-02-05:05:42,1,0,1.030305
261,2022-01-02-05:05:43,0,1,1.023303
262,2022-01-02-05:05:45,1,5,2.024638
263,2022-01-02-05:05:49,5,4,3.442227
264,2022-01-02-05:05:52,4,2,3.196671
265,2022-01-02-05:05:54,2,3,2.619917
266,2022-01-02-05:05:56,3,6,2.016312
267,2022-01-02-05:05:59,6,1,2.717714
268,2022-01-02-05:06:02,1,3,3.398713
269,2022-01-02-05:06:06,3,5,3.052076
270,2022-01-02-05:06:08,5,1,2.084675
271,2022-01-02-05:06:10,1,6,2.629656
272,2022-01-02-05:06:14,6,7,3.331955
273,2022-01-02-05:06:17,7,2,2.988710
274,2022-01-02-05:06:19,2,3,2.592739
275,2022-01-02-05:06:23,3,7,3.751692
276,2022-01-02-05:06:26,7,5,2.627787
277,2022-01-02-05:06:29,5,4,3.332014
278,2022-01-02-05:06:31,4,2,2.076319
279,2022-01-02-05:06:34,2,7,3.018460
280,2022-01-02-05:06:37,7,6,2.593750
281,2022-01-02-05:06:40,6,2,3.175747
282,2022-01-02-05:06:41,2,0,1.753743
283,2022-01-02-05:06:43,0,4,1.527425
284,2022-01-02-05:06:45,4,3,2.052429
285,2022-01-02-05:06:48,3,0,2.525038
286,2022-01-02-05:06:51,0,6,2.952886
287,2022-01-02-05:06:54,6,7,3.344872
288,2022-01-02-05:06:57,7,4,3.310370
289,2022-01-02-05:06:58,4,1,1.299396
290,2022-01-02-05:07:00,1,4,1.286055
291,2022-01-02-05:07:02,4,7,1.929807
292,2022-01-02-05:07:04,7,6,2.595177
293,2022-01-02-05:07:07,6,0,2.826525
294,2022-01-02-05:07:09,0,2,1.715897
295,2022-01-02-05:07:12,2,3,2.670196
