timestamp,date,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640622279040854016,2021-12-27-16:24:39,10.1.1.2,1640622279040.611,0.000,0.000,0.000,0.000,0.000,0.000
1640622282132901888,2021-12-27-16:24:42,10.1.1.2,0,0.000,0.000,0.000,0.000,0.000,0.000
1640622283372227072,2021-12-27-16:24:43,10.1.1.2,2,0.000,0.000,0.000,0.000,0.000,0.000
1640622284233182976,2021-12-27-16:24:44,10.1.1.2,2,0.000,0.000,0.000,0.000,0.000,0.000
1640622287566366976,2021-12-27-16:24:47,10.1.1.2,1,0.000,0.000,0.000,0.000,0.000,0.000
1640622288444935936,2021-12-27-16:24:48,10.1.1.2,0,0.000,0.000,0.000,0.000,0.000,0.000
1640622289804055040,2021-12-27-16:24:49,10.1.1.2,1,0.000,0.000,0.000,0.000,0.000,0.000
1640622293798036224,2021-12-27-16:24:53,10.1.1.2,0,0.000,0.000,0.000,0.000,0.000,0.000
1640622294416434176,2021-12-27-16:24:54,10.1.1.2,0,0.000,0.000,0.000,0.000,0.000,0.000
1640622295157084928,2021-12-27-16:24:55,10.1.1.2,0,0.000,0.000,0.000,0.000,0.000,0.000
1640622296693274112,2021-12-27-16:24:56,10.1.1.2,0,0.000,0.000,0.000,0.000,0.000,0.000
1640622302124452096,2021-12-27-16:25:02,10.1.1.2,2,0.000,0.000,0.000,0.000,0.000,0.000
1640622302387986944,2021-12-27-16:25:02,10.1.1.2,4,0.000,0.000,0.000,0.000,0.000,0.000
1640622303006490112,2021-12-27-16:25:03,10.1.1.2,3,0.000,0.000,0.000,0.000,0.000,0.000
1640622306351902976,2021-12-27-16:25:06,10.1.1.2,1,0.000,0.000,0.000,0.000,0.000,0.000
1640622311392739072,2021-12-27-16:25:11,10.1.1.2,1,0.000,0.000,0.000,0.000,0.000,0.000
1640622311654177792,2021-12-27-16:25:11,10.1.1.2,1,0.000,0.000,0.000,0.000,0.000,0.000
1640622313513143040,2021-12-27-16:25:13,10.1.1.2,1,0.000,0.000,0.000,0.000,0.000,0.000
