iteration,timeinterval_length,rtt_min,rtt_max,rtt_avg,n_frame_lost,n_frame_tx,n_bytes_lost,n_bytes_tx,frame_loss_perc,bytes_loss_perc
0,0.000212,0.051580,0.002809,0,242,0,17424,0,0
1,0.000183,0.051234,0.002756,0,232,0,17640,0,0
2,0.000203,0.045364,0.002784,0,213,0,15336,0,0
3,0.000146,0.043871,0.002633,0,236,0,16992,0,0
4,0.000169,0.046634,0.002846,0,238,0,17136,0,0
5,0.000194,0.043944,0.002663,0,230,0,16560,0,0
6,0.000173,0.046210,0.003076,0,234,0,16848,0,0
7,0.000145,0.043753,0.000870,0,235,0,16920,0,0
8,0.000204,0.044905,0.002302,0,238,0,17136,0,0
9,0.000172,0.044040,0.002636,0,239,0,17208,0,0
10,0.000177,0.046718,0.002984,0,226,0,16272,0,0
11,0.000166,0.044668,0.002857,0,234,0,16848,0,0
12,0.000205,0.043731,0.002796,0,240,0,17280,0,0
13,0.000196,0.043704,0.002786,0,238,0,17136,0,0
14,0.000176,0.043879,0.003134,0,241,0,17352,0,0
15,0.000180,0.043941,0.002824,0,244,0,17568,0,0
16,0.000161,0.046974,0.002685,0,235,0,16920,0,0
17,0.000179,0.044120,0.003110,0,229,0,16488,0,0
18,0.000199,0.046552,0.002859,0,238,0,17136,0,0
19,0.000168,0.046650,0.002746,0,235,0,16920,0,0
20,0.000181,0.050403,0.002705,0,243,0,17496,0,0
21,0.000134,0.048196,0.003171,0,227,0,16344,0,0
22,0.000149,0.043969,0.002645,0,238,0,17136,0,0
23,0.000218,0.046917,0.002873,0,235,0,16920,0,0
24,0.000189,0.046884,0.003043,0,227,0,16344,0,0
25,0.000203,0.044949,0.002799,0,241,0,17352,0,0
26,0.000181,0.044005,0.002836,0,235,0,16920,0,0
27,0.000124,0.048144,0.002964,0,242,0,17424,0,0
28,0.000124,0.048187,0.002855,0,239,0,17208,0,0
29,0.000193,0.044148,0.002990,0,238,0,17136,0,0
30,0.000160,0.046705,0.002373,0,231,0,16632,0,0
31,0.000168,0.049084,0.002890,0,239,0,17208,0,0
32,0.000181,0.044125,0.003032,0,237,0,17064,0,0
33,0.000180,0.045222,0.002695,0,234,0,16848,0,0
34,0.000159,0.045566,0.002926,0,232,0,16704,0,0
35,0.000165,0.050889,0.003275,0,223,0,16056,0,0
36,0.000174,0.049973,0.002635,0,228,0,16416,0,0
37,0.000169,0.045356,0.002929,0,233,0,16776,0,0
38,0.000141,0.046746,0.003047,0,236,0,16992,0,0
39,0.000205,0.045055,0.002332,0,233,0,16776,0,0
40,0.000185,0.044153,0.003002,0,237,0,17064,0,0
41,0.000197,0.044194,0.003026,0,238,0,17136,0,0
42,0.000221,0.043946,0.002810,0,241,0,17352,0,0
43,0.000195,0.044006,0.001278,0,233,0,16776,0,0
44,0.000186,0.047885,0.002353,0,236,0,16992,0,0
45,0.000168,0.044251,0.002677,0,234,0,16848,0,0
46,0.000165,0.044917,0.003119,0,232,0,16704,0,0
