timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640078741179766784,"2021-12-21,09:25:40",10.1.1.10,16436,0.000,0.000,0.000,0.000,0.000,0.000
1640078743121917952,"2021-12-21,09:25:43",10.1.1.10,306,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640078743162632960,"2021-12-21,09:25:43",10.1.1.10,0.3470888137817383,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640078743472408064,"2021-12-21,09:25:43",10.1.1.10,306,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640078743497939968,"2021-12-21,09:25:43",10.1.1.10,0.33206701278686523,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640078743801285888,"2021-12-21,09:25:43",10.1.1.10,296,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640078743840483072,"2021-12-21,09:25:43",10.1.1.10,0.3355691432952881,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640078744151747840,"2021-12-21,09:25:44",10.1.1.10,309,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640078744188314880,"2021-12-21,09:25:44",10.1.1.10,0.34659385681152344,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640078744527127040,"2021-12-21,09:25:44",10.1.1.10,0.3357219696044922,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640078744527489024,"2021-12-21,09:25:44",10.1.1.10,336,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640078744860027136,"2021-12-21,09:25:44",10.1.1.10,329,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640078744918166016,"2021-12-21,09:25:44",10.1.1.10,0.3881831169128418,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640078745609103872,"2021-12-21,09:25:45",10.1.1.10,687,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640078745641665024,"2021-12-21,09:25:45",10.1.1.10,0.7209529876708984,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640078745987397888,"2021-12-21,09:25:45",10.1.1.10,344,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640078746044975104,"2021-12-21,09:25:46",10.1.1.10,0.4017162322998047,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640078746356408064,"2021-12-21,09:25:46",10.1.1.10,310,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640078746424701952,"2021-12-21,09:25:46",10.1.1.10,0.37853288650512695,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640078746746624000,"2021-12-21,09:25:46",10.1.1.10,320,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640078746808026112,"2021-12-21,09:25:46",10.1.1.10,0.38212084770202637,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640078747107321088,"2021-12-21,09:25:47",10.1.1.10,297,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640078747158576896,"2021-12-21,09:25:47",10.1.1.10,0.34697604179382324,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640078747490353152,"2021-12-21,09:25:47",10.1.1.10,328,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640078747497068800,"2021-12-21,09:25:47",10.1.1.10,0.3359501361846924,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640078747858473984,"2021-12-21,09:25:47",10.1.1.10,349,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640078747880397056,"2021-12-21,09:25:47",10.1.1.10,0.3713409900665283,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640078748219968000,"2021-12-21,09:25:48",10.1.1.10,332,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640078748249654016,"2021-12-21,09:25:48",10.1.1.10,0.36213088035583496,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640078748602031104,"2021-12-21,09:25:48",10.1.1.10,335,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640078748616094208,"2021-12-21,09:25:48",10.1.1.10,0.3491828441619873,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640078775821201920,"2021-12-21,09:26:01",10.1.1.10,12896,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640078782559969792,"2021-12-21,09:26:19",10.1.1.10,2797,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640078793905224192,"2021-12-21,09:26:23",10.1.1.10,6.511184930801392,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640078821569895936,"2021-12-21,09:26:51",10.1.1.10,16935,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640078825008022016,"2021-12-21,09:27:02",10.1.1.10,27.688721895217896,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640078825661734144,"2021-12-21,09:27:05",10.1.1.10,557,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640078825681262080,"2021-12-21,09:27:05",10.1.1.10,0.5772380828857422,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640078826055170048,"2021-12-21,09:27:06",10.1.1.10,0.37255120277404785,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640078826057876224,"2021-12-21,09:27:06",10.1.1.10,375,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640078826532751104,"2021-12-21,09:27:06",10.1.1.10,364,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640078826596175872,"2021-12-21,09:27:06",10.1.1.10,0.42812395095825195,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640078826982769920,"2021-12-21,09:27:06",10.1.1.10,385,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640078827079088896,"2021-12-21,09:27:07",10.1.1.10,0.48162198066711426,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640078837272454912,"2021-12-21,09:27:10",10.1.1.10,2931,-0.230,-0.230,-0.230,0.000,0.000,0.000
1640078848716919040,"2021-12-21,09:27:20",10.1.1.10,13.451066017150879,-0.230,-0.230,-0.230,0.000,0.000,0.000
1640078863527386880,"2021-12-21,09:27:39",10.1.1.10,9.819671869277954,-0.240,-0.240,-0.240,0.000,0.000,0.000
1640078909722511104,"2021-12-21,09:28:15",10.1.1.10,29662,-0.250,-0.250,-0.250,0.000,0.000,0.000
1640078909746315008,"2021-12-21,09:28:29",10.1.1.10,43.853729009628296,-0.250,-0.250,-0.250,0.000,0.000,0.000
1640078911006371072,"2021-12-21,09:28:31",10.1.1.10,1226,-0.260,-0.260,-0.260,0.000,0.000,0.000
1640078911055563008,"2021-12-21,09:28:31",10.1.1.10,1.2776188850402832,-0.260,-0.260,-0.260,0.000,0.000,0.000
1640078911435006976,"2021-12-21,09:28:31",10.1.1.10,377,-0.270,-0.270,-0.270,0.000,0.000,0.000
1640078911484619008,"2021-12-21,09:28:31",10.1.1.10,0.42717981338500977,-0.270,-0.270,-0.270,0.000,0.000,0.000
1640078912517595904,"2021-12-21,09:28:32",10.1.1.10,420,-0.280,-0.280,-0.280,0.000,0.000,0.000
1640078912588510976,"2021-12-21,09:28:32",10.1.1.10,0.49191904067993164,-0.280,-0.280,-0.280,0.000,0.000,0.000
1640078913248062976,"2021-12-21,09:28:33",10.1.1.10,655,-0.290,-0.290,-0.290,0.000,0.000,0.000
1640078913307234048,"2021-12-21,09:28:33",10.1.1.10,0.7153708934783936,-0.290,-0.290,-0.290,0.000,0.000,0.000
1640078913614082048,"2021-12-21,09:28:33",10.1.1.10,305,-0.300,-0.300,-0.300,0.000,0.000,0.000
1640078913670489088,"2021-12-21,09:28:33",10.1.1.10,0.3557088375091553,-0.300,-0.300,-0.300,0.000,0.000,0.000
1640078914007048960,"2021-12-21,09:28:34",10.1.1.10,335,-0.310,-0.310,-0.310,0.000,0.000,0.000
1640078914046742016,"2021-12-21,09:28:34",10.1.1.10,0.3747267723083496,-0.310,-0.310,-0.310,0.000,0.000,0.000
1640078914407675904,"2021-12-21,09:28:34",10.1.1.10,357,-0.320,-0.320,-0.320,0.000,0.000,0.000
1640078914435555840,"2021-12-21,09:28:34",10.1.1.10,0.3858950138092041,-0.320,-0.320,-0.320,0.000,0.000,0.000
1640078914847404032,"2021-12-21,09:28:34",10.1.1.10,407,-0.330,-0.330,-0.330,0.000,0.000,0.000
1640078914852584960,"2021-12-21,09:28:34",10.1.1.10,0.4128420352935791,-0.330,-0.330,-0.330,0.000,0.000,0.000
1640078915373487104,"2021-12-21,09:28:35",10.1.1.10,519,-0.340,-0.340,-0.340,0.000,0.000,0.000
1640078915393764864,"2021-12-21,09:28:35",10.1.1.10,0.5392961502075195,-0.340,-0.340,-0.340,0.000,0.000,0.000
1640078915784065024,"2021-12-21,09:28:35",10.1.1.10,384,-0.350,-0.350,-0.350,0.000,0.000,0.000
1640078915828158976,"2021-12-21,09:28:35",10.1.1.10,0.4298670291900635,-0.350,-0.350,-0.350,0.000,0.000,0.000
1640078916198631936,"2021-12-21,09:28:36",10.1.1.10,356,-0.360,-0.360,-0.360,0.000,0.000,0.000
1640078916218693888,"2021-12-21,09:28:36",10.1.1.10,0.3760049343109131,-0.360,-0.360,-0.360,0.000,0.000,0.000
1640078916592550912,"2021-12-21,09:28:36",10.1.1.10,367,-0.370,-0.370,-0.370,0.000,0.000,0.000
1640078916668747776,"2021-12-21,09:28:36",10.1.1.10,0.4436659812927246,-0.370,-0.370,-0.370,0.000,0.000,0.000
1640078917022413056,"2021-12-21,09:28:37",10.1.1.10,352,-0.380,-0.380,-0.380,0.000,0.000,0.000
1640078917038584064,"2021-12-21,09:28:37",10.1.1.10,0.3684110641479492,-0.380,-0.380,-0.380,0.000,0.000,0.000
1640078917383785984,"2021-12-21,09:28:37",10.1.1.10,342,-0.390,-0.390,-0.390,0.000,0.000,0.000
1640078917398021888,"2021-12-21,09:28:37",10.1.1.10,0.35716700553894043,-0.390,-0.390,-0.390,0.000,0.000,0.000
1640078917768100864,"2021-12-21,09:28:37",10.1.1.10,367,-0.400,-0.400,-0.400,0.000,0.000,0.000
1640078917813360896,"2021-12-21,09:28:37",10.1.1.10,0.41394805908203125,-0.400,-0.400,-0.400,0.000,0.000,0.000
1640078918749163008,"2021-12-21,09:28:38",10.1.1.10,329,-0.410,-0.410,-0.410,0.000,0.000,0.000
1640078918769270016,"2021-12-21,09:28:38",10.1.1.10,0.35057783126831055,-0.410,-0.410,-0.410,0.000,0.000,0.000
1640078919885408000,"2021-12-21,09:28:39",10.1.1.10,1113,-0.420,-0.420,-0.420,0.000,0.000,0.000
1640078919976766976,"2021-12-21,09:28:39",10.1.1.10,1.2048861980438232,-0.420,-0.420,-0.420,0.000,0.000,0.000
1640078920305576192,"2021-12-21,09:28:40",10.1.1.10,326,-0.430,-0.430,-0.430,0.000,0.000,0.000
1640078920316296192,"2021-12-21,09:28:40",10.1.1.10,0.3378770351409912,-0.430,-0.430,-0.430,0.000,0.000,0.000
1640078920706948096,"2021-12-21,09:28:40",10.1.1.10,386,-0.440,-0.440,-0.440,0.000,0.000,0.000
1640078920765768960,"2021-12-21,09:28:40",10.1.1.10,0.44696807861328125,-0.440,-0.440,-0.440,0.000,0.000,0.000
1640078921191590144,"2021-12-21,09:28:41",10.1.1.10,421,-0.450,-0.450,-0.450,0.000,0.000,0.000
1640078921232582144,"2021-12-21,09:28:41",10.1.1.10,0.45884203910827637,-0.450,-0.450,-0.450,0.000,0.000,0.000
1640078921590430976,"2021-12-21,09:28:41",10.1.1.10,356,-0.460,-0.460,-0.460,0.000,0.000,0.000
1640078921616646144,"2021-12-21,09:28:41",10.1.1.10,0.3822810649871826,-0.460,-0.460,-0.460,0.000,0.000,0.000
1640078921942136064,"2021-12-21,09:28:41",10.1.1.10,323,-0.470,-0.470,-0.470,0.000,0.000,0.000
1640078921951755008,"2021-12-21,09:28:41",10.1.1.10,0.33350086212158203,-0.470,-0.470,-0.470,0.000,0.000,0.000
1640078922262093056,"2021-12-21,09:28:42",10.1.1.10,309,-0.480,-0.480,-0.480,0.000,0.000,0.000
1640078922303132160,"2021-12-21,09:28:42",10.1.1.10,0.3501310348510742,-0.480,-0.480,-0.480,0.000,0.000,0.000
1640078922648685824,"2021-12-21,09:28:42",10.1.1.10,343,-0.490,-0.490,-0.490,0.000,0.000,0.000
1640078922685771008,"2021-12-21,09:28:42",10.1.1.10,0.3805079460144043,-0.490,-0.490,-0.490,0.000,0.000,0.000
1640078923091501056,"2021-12-21,09:28:43",10.1.1.10,399,-0.500,-0.500,-0.500,0.000,0.000,0.000
1640078923109683968,"2021-12-21,09:28:43",10.1.1.10,0.419219970703125,-0.500,-0.500,-0.500,0.000,0.000,0.000
1640078923459589888,"2021-12-21,09:28:43",10.1.1.10,347,-0.510,-0.510,-0.510,0.000,0.000,0.000
1640078923487740160,"2021-12-21,09:28:43",10.1.1.10,0.3761000633239746,-0.510,-0.510,-0.510,0.000,0.000,0.000
1640078923876879872,"2021-12-21,09:28:43",10.1.1.10,381,-0.520,-0.520,-0.520,0.000,0.000,0.000
1640078923884946176,"2021-12-21,09:28:43",10.1.1.10,0.3953530788421631,-0.520,-0.520,-0.520,0.000,0.000,0.000
1640078924208101120,"2021-12-21,09:28:44",10.1.1.10,321,-0.530,-0.530,-0.530,0.000,0.000,0.000
1640078924242196992,"2021-12-21,09:28:44",10.1.1.10,0.3554549217224121,-0.530,-0.530,-0.530,0.000,0.000,0.000
1640078924655949056,"2021-12-21,09:28:44",10.1.1.10,404,-0.540,-0.540,-0.540,0.000,0.000,0.000
1640078924689430016,"2021-12-21,09:28:44",10.1.1.10,0.43818187713623047,-0.540,-0.540,-0.540,0.000,0.000,0.000
1640078925060381952,"2021-12-21,09:28:45",10.1.1.10,368,-0.550,-0.550,-0.550,0.000,0.000,0.000
1640078925063297024,"2021-12-21,09:28:45",10.1.1.10,0.3709371089935303,-0.550,-0.550,-0.550,0.000,0.000,0.000
1640078925454107904,"2021-12-21,09:28:45",10.1.1.10,364,-0.560,-0.560,-0.560,0.000,0.000,0.000
1640078925512728832,"2021-12-21,09:28:45",10.1.1.10,0.4232490062713623,-0.560,-0.560,-0.560,0.000,0.000,0.000
1640078925904012800,"2021-12-21,09:28:45",10.1.1.10,388,-0.570,-0.570,-0.570,0.000,0.000,0.000
1640078925949107968,"2021-12-21,09:28:45",10.1.1.10,0.4345510005950928,-0.570,-0.570,-0.570,0.000,0.000,0.000
1640078926316779008,"2021-12-21,09:28:46",10.1.1.10,366,-0.580,-0.580,-0.580,0.000,0.000,0.000
1640078926364898816,"2021-12-21,09:28:46",10.1.1.10,0.41433191299438477,-0.580,-0.580,-0.580,0.000,0.000,0.000
1640078926741924096,"2021-12-21,09:28:46",10.1.1.10,372,-0.590,-0.590,-0.590,0.000,0.000,0.000
1640078926819693056,"2021-12-21,09:28:46",10.1.1.10,0.4507930278778076,-0.590,-0.590,-0.590,0.000,0.000,0.000
1640078927133004800,"2021-12-21,09:28:47",10.1.1.10,310,-0.600,-0.600,-0.600,0.000,0.000,0.000
1640078927163502080,"2021-12-21,09:28:47",10.1.1.10,0.3407289981842041,-0.600,-0.600,-0.600,0.000,0.000,0.000
1640078927525245952,"2021-12-21,09:28:47",10.1.1.10,359,-0.610,-0.610,-0.610,0.000,0.000,0.000
1640078927582892800,"2021-12-21,09:28:47",10.1.1.10,0.41741514205932617,-0.610,-0.610,-0.610,0.000,0.000,0.000
1640078928009211904,"2021-12-21,09:28:48",10.1.1.10,413,-0.620,-0.620,-0.620,0.000,0.000,0.000
1640078928041775104,"2021-12-21,09:28:48",10.1.1.10,0.4463660717010498,-0.620,-0.620,-0.620,0.000,0.000,0.000
1640078928450948096,"2021-12-21,09:28:48",10.1.1.10,407,-0.630,-0.630,-0.630,0.000,0.000,0.000
1640078928466384896,"2021-12-21,09:28:48",10.1.1.10,0.4231231212615967,-0.630,-0.630,-0.630,0.000,0.000,0.000
1640078928881003008,"2021-12-21,09:28:48",10.1.1.10,0.40033388137817383,-0.640,-0.640,-0.640,0.000,0.000,0.000
1640078929342502144,"2021-12-21,09:28:49",10.1.1.10,449,-0.650,-0.650,-0.650,0.000,0.000,0.000
1640078929357441024,"2021-12-21,09:28:49",10.1.1.10,0.4657628536224365,-0.650,-0.650,-0.650,0.000,0.000,0.000
1640078930249366016,"2021-12-21,09:28:50",10.1.1.10,889,-0.640,-0.640,-0.640,0.000,0.000,0.000
1640078930290315008,"2021-12-21,09:28:50",10.1.1.10,0.9303121566772461,-0.640,-0.640,-0.640,0.000,0.000,0.000
1640078930732144128,"2021-12-21,09:28:50",10.1.1.10,435,-0.630,-0.630,-0.630,0.000,0.000,0.000
1640078930757692928,"2021-12-21,09:28:50",10.1.1.10,0.46128296852111816,-0.630,-0.630,-0.630,0.000,0.000,0.000
1640078931245570048,"2021-12-21,09:28:51",10.1.1.10,483,-0.620,-0.620,-0.620,0.000,0.000,0.000
1640078931290028032,"2021-12-21,09:28:51",10.1.1.10,0.528670072555542,-0.620,-0.620,-0.620,0.000,0.000,0.000
1640078931792998144,"2021-12-21,09:28:51",10.1.1.10,501,-0.610,-0.610,-0.610,0.000,0.000,0.000
1640078931838247936,"2021-12-21,09:28:51",10.1.1.10,0.546532154083252,-0.610,-0.610,-0.610,0.000,0.000,0.000
