--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2021-12-31-00:44:23,-1,3,2.926158
1,2021-12-31-00:44:25,3,7,2.194766
2,2021-12-31-00:44:28,7,2,3.482936
3,2021-12-31-00:44:32,2,6,3.457915
4,2021-12-31-00:44:36,6,7,4.059507
5,2021-12-31-00:44:40,7,6,4.025228
6,2021-12-31-00:44:43,6,0,3.529262
7,2021-12-31-00:44:45,0,7,1.954550
8,2021-12-31-00:44:48,7,2,2.841206
9,2021-12-31-00:44:52,2,6,3.463827
10,2021-12-31-00:44:55,6,1,3.566784
11,2021-12-31-00:44:57,1,4,1.344379
12,2021-12-31-00:44:59,4,3,2.369184
13,2021-12-31-00:45:01,3,5,2.175206
14,2021-12-31-00:45:04,5,6,3.059748
15,2021-12-31-00:45:08,6,4,3.426416
16,2021-12-31-00:45:11,4,6,3.427921
17,2021-12-31-00:45:14,6,4,3.408524
18,2021-12-31-00:45:18,4,6,3.480820
19,2021-12-31-00:45:22,6,3,3.655387
20,2021-12-31-00:45:24,3,7,2.200360
21,2021-12-31-00:45:26,7,1,1.750094
22,2021-12-31-00:45:29,1,6,3.617590
23,2021-12-31-00:45:33,6,4,3.437533
24,2021-12-31-00:45:36,4,6,3.505394
25,2021-12-31-00:45:39,6,5,3.051305
26,2021-12-31-00:45:42,5,7,2.593470
27,2021-12-31-00:45:43,7,1,1.659274
28,2021-12-31-00:45:44,1,0,1.117342
29,2021-12-31-00:45:46,0,2,1.718664
30,2021-12-31-00:45:48,2,1,1.987650
31,2021-12-31-00:45:49,1,0,1.062150
32,2021-12-31-00:45:52,0,3,2.405613
33,2021-12-31-00:45:55,3,6,3.671709
34,2021-12-31-00:45:59,6,3,3.693137
35,2021-12-31-00:46:03,3,6,3.687174
36,2021-12-31-00:46:06,6,4,3.486639
37,2021-12-31-00:46:08,4,0,1.531579
38,2021-12-31-00:46:09,0,2,1.747901
39,2021-12-31-00:46:12,2,3,2.652120
40,2021-12-31-00:46:15,3,0,2.455230
41,2021-12-31-00:46:16,0,2,1.763996
42,2021-12-31-00:46:18,2,4,1.794530
43,2021-12-31-00:46:20,4,0,1.533692
44,2021-12-31-00:46:21,0,2,1.756045
45,2021-12-31-00:46:25,2,6,3.087975
46,2021-12-31-00:46:28,6,3,3.668702
47,2021-12-31-00:46:30,3,5,2.223134
48,2021-12-31-00:46:32,5,1,1.926095
49,2021-12-31-00:46:36,1,6,3.561180
50,2021-12-31-00:46:39,6,0,3.517597
51,2021-12-31-00:46:41,0,4,1.582877
52,2021-12-31-00:46:44,4,6,3.478332
53,2021-12-31-00:46:48,6,5,3.106240
54,2021-12-31-00:46:51,5,6,3.117553
55,2021-12-31-00:46:54,6,3,3.659731
56,2021-12-31-00:46:56,3,4,2.097056
57,2021-12-31-00:46:58,4,2,1.844130
58,2021-12-31-00:47:00,2,4,1.828108
59,2021-12-31-00:47:04,4,6,3.481419
60,2021-12-31-00:47:07,6,5,3.093102
61,2021-12-31-00:47:09,5,0,1.912080
62,2021-12-31-00:47:11,0,7,1.957343
63,2021-12-31-00:47:13,7,3,2.187106
64,2021-12-31-00:47:17,3,6,3.768308
65,2021-12-31-00:47:20,6,0,3.608367
66,2021-12-31-00:47:22,0,4,1.548334
67,2021-12-31-00:47:24,4,3,2.160560
68,2021-12-31-00:47:26,3,7,2.152779
69,2021-12-31-00:47:30,7,6,4.059088
70,2021-12-31-00:47:34,6,4,3.500187
71,2021-12-31-00:47:35,4,5,1.792884
72,2021-12-31-00:47:38,5,3,2.202906
73,2021-12-31-00:47:40,3,7,2.225498
74,2021-12-31-00:47:42,7,1,1.762013
75,2021-12-31-00:47:43,1,7,1.685494
76,2021-12-31-00:47:46,7,2,2.630855
77,2021-12-31-00:47:47,2,5,1.520673
78,2021-12-31-00:47:51,5,6,3.132225
79,2021-12-31-00:47:54,6,5,3.179414
80,2021-12-31-00:47:56,5,7,2.663024
81,2021-12-31-00:47:58,7,4,1.862157
82,2021-12-31-00:48:00,4,3,2.152917
83,2021-12-31-00:48:03,3,7,2.227373
84,2021-12-31-00:48:05,7,4,1.939812
85,2021-12-31-00:48:08,4,6,3.532583
86,2021-12-31-00:48:12,6,0,3.483188
87,2021-12-31-00:48:13,0,2,1.738688
88,2021-12-31-00:48:15,2,5,1.558864
89,2021-12-31-00:48:16,5,2,1.589279
90,2021-12-31-00:48:20,2,6,3.158618
91,2021-12-31-00:48:23,6,4,3.456608
92,2021-12-31-00:48:25,4,7,1.951067
93,2021-12-31-00:48:27,7,3,2.207243
94,2021-12-31-00:48:29,3,1,2.253781
95,2021-12-31-00:48:31,1,5,1.957904
96,2021-12-31-00:48:33,5,0,1.927391
97,2021-12-31-00:48:35,0,5,1.920032
98,2021-12-31-00:48:37,5,2,1.609550
99,2021-12-31-00:48:39,2,1,2.016538
100,2021-12-31-00:48:41,1,3,2.304680
101,2021-12-31-00:48:43,3,5,2.237764
102,2021-12-31-00:48:47,5,6,3.234198
103,2021-12-31-00:48:50,6,3,3.679411
104,2021-12-31-00:48:53,3,5,2.217348
105,2021-12-31-00:48:54,5,4,1.846439
106,2021-12-31-00:48:56,4,0,1.574563
107,2021-12-31-00:48:58,0,3,2.453046
108,2021-12-31-00:49:01,3,5,2.244562
109,2021-12-31-00:49:03,5,0,1.915193
110,2021-12-31-00:49:05,0,7,1.970129
111,2021-12-31-00:49:07,7,5,2.570141
112,2021-12-31-00:49:09,5,2,1.529388
113,2021-12-31-00:49:11,2,1,2.005403
114,2021-12-31-00:49:12,1,7,1.738779
115,2021-12-31-00:49:15,7,5,2.582869
116,2021-12-31-00:49:17,5,3,2.198101
117,2021-12-31-00:49:19,3,5,2.275287
118,2021-12-31-00:49:22,5,7,2.654666
119,2021-12-31-00:49:24,7,0,1.987373
120,2021-12-31-00:49:25,0,1,1.093896
121,2021-12-31-00:49:26,1,0,1.128760
122,2021-12-31-00:49:30,0,6,3.539050
123,2021-12-31-00:49:33,6,0,3.489531
124,2021-12-31-00:49:36,0,7,2.122531
125,2021-12-31-00:49:37,7,1,1.761183
126,2021-12-31-00:49:38,1,0,1.100303
127,2021-12-31-00:49:40,0,7,1.962286
128,2021-12-31-00:49:43,7,5,2.626469
129,2021-12-31-00:49:45,5,3,2.217096
130,2021-12-31-00:49:49,3,6,3.689010
131,2021-12-31-00:49:53,6,7,4.042312
132,2021-12-31-00:49:55,7,0,2.151067
133,2021-12-31-00:49:57,0,4,1.568642
134,2021-12-31-00:50:00,4,6,3.501802
135,2021-12-31-00:50:04,6,7,4.069246
136,2021-12-31-00:50:08,7,6,4.063178
137,2021-12-31-00:50:11,6,5,3.212884
138,2021-12-31-00:50:15,5,6,3.173499
139,2021-12-31-00:50:18,6,4,3.474001
