--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-10:51:04,-1,7,2.807255
1,2022-01-02-10:51:06,7,1,1.625615
2,2022-01-02-10:51:07,1,0,1.020172
3,2022-01-02-10:51:09,0,7,1.969567
4,2022-01-02-10:51:10,7,1,1.638732
5,2022-01-02-10:51:11,1,0,0.981941
6,2022-01-02-10:51:13,0,5,1.834758
7,2022-01-02-10:51:15,5,2,1.481928
8,2022-01-02-10:51:17,2,7,2.552543
9,2022-01-02-10:51:19,7,1,1.625703
10,2022-01-02-10:51:21,1,7,1.688132
11,2022-01-02-10:51:23,7,2,2.676043
12,2022-01-02-10:51:25,2,4,1.771798
13,2022-01-02-10:51:27,4,7,1.848011
14,2022-01-02-10:51:29,7,5,2.559072
15,2022-01-02-10:51:32,5,7,2.562041
16,2022-01-02-10:51:35,7,5,2.562730
17,2022-01-02-10:51:36,5,0,1.857278
18,2022-01-02-10:51:38,0,7,1.939458
19,2022-01-02-10:51:40,7,4,1.847675
20,2022-01-02-10:51:42,4,2,1.727880
21,2022-01-02-10:51:44,2,1,1.960209
22,2022-01-02-10:51:47,1,6,3.553242
23,2022-01-02-10:51:51,6,4,3.415703
24,2022-01-02-10:51:53,4,7,1.871350
25,2022-01-02-10:51:57,7,6,3.958633
26,2022-01-02-10:52:01,6,7,3.947413
27,2022-01-02-10:52:03,7,4,1.833198
28,2022-01-02-10:52:04,4,5,1.754830
29,2022-01-02-10:52:06,5,4,1.748706
30,2022-01-02-10:52:08,4,2,1.736743
31,2022-01-02-10:52:10,2,7,2.557303
32,2022-01-02-10:52:13,7,2,2.557498
33,2022-01-02-10:52:16,2,6,3.059644
34,2022-01-02-10:52:20,6,7,3.980358
35,2022-01-02-10:52:22,7,5,2.565342
36,2022-01-02-10:52:24,5,1,1.887559
37,2022-01-02-10:52:28,1,6,3.547840
38,2022-01-02-10:52:31,6,5,3.073128
39,2022-01-02-10:52:33,5,1,1.903763
40,2022-01-02-10:52:34,1,0,1.035592
41,2022-01-02-10:52:35,0,4,1.506923
42,2022-01-02-10:52:37,4,0,1.481558
43,2022-01-02-10:52:39,0,7,1.899752
44,2022-01-02-10:52:41,7,4,1.860944
45,2022-01-02-10:52:43,4,3,2.106404
46,2022-01-02-10:52:45,3,5,2.138623
47,2022-01-02-10:52:47,5,7,2.568280
48,2022-01-02-10:52:50,7,2,2.552203
