timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640053513968115200,"2021-12-21,02:25:13",10.1.1.2,4463,0.000,0.000,0.000,0.000,0.000,0.000
1640053516294702080,"2021-12-21,02:25:16",10.1.1.2,326,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640053516331717888,"2021-12-21,02:25:16",10.1.1.2,0.363936185836792,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640053516663497984,"2021-12-21,02:25:16",10.1.1.2,329,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640053516703730944,"2021-12-21,02:25:16",10.1.1.2,0.3700878620147705,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640053517052900096,"2021-12-21,02:25:17",10.1.1.2,346,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640053517133084160,"2021-12-21,02:25:17",10.1.1.2,0.42696285247802734,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640053517473270016,"2021-12-21,02:25:17",10.1.1.2,329,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640053517496141056,"2021-12-21,02:25:17",10.1.1.2,0.3550729751586914,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640053517840323840,"2021-12-21,02:25:17",10.1.1.2,342,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640053517869256960,"2021-12-21,02:25:17",10.1.1.2,0.37140989303588867,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640053518222573056,"2021-12-21,02:25:18",10.1.1.2,351,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640053518259624960,"2021-12-21,02:25:18",10.1.1.2,0.3887920379638672,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640053518599906816,"2021-12-21,02:25:18",10.1.1.2,337,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640053518616240128,"2021-12-21,02:25:18",10.1.1.2,0.35410094261169434,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640053518961756928,"2021-12-21,02:25:18",10.1.1.2,344,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640053518981550080,"2021-12-21,02:25:18",10.1.1.2,0.3639039993286133,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640053519331396096,"2021-12-21,02:25:19",10.1.1.2,347,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640053519410159104,"2021-12-21,02:25:19",10.1.1.2,0.42706298828125,-0.090,-0.090,-0.090,0.000,0.000,0.000
