timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640079154555869184,"2021-12-21,09:32:34",10.1.1.11,15644,0.000,0.000,0.000,0.000,0.000,0.000
1640079156021125120,"2021-12-21,09:32:36",10.1.1.11,404,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640079156034366976,"2021-12-21,09:32:36",10.1.1.11,0.417402982711792,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640079156431304960,"2021-12-21,09:32:36",10.1.1.11,393,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640079156730216960,"2021-12-21,09:32:36",10.1.1.11,0.5180628299713135,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640079157119680000,"2021-12-21,09:32:37",10.1.1.11,377,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640079157136683008,"2021-12-21,09:32:37",10.1.1.11,0.40428805351257324,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640079157572147968,"2021-12-21,09:32:37",10.1.1.11,433,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640079157600289024,"2021-12-21,09:32:37",10.1.1.11,0.4619479179382324,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640079157991580928,"2021-12-21,09:32:37",10.1.1.11,388,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640079158015904000,"2021-12-21,09:32:38",10.1.1.11,0.41313886642456055,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640079158441543168,"2021-12-21,09:32:38",10.1.1.11,421,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640079158479772160,"2021-12-21,09:32:38",10.1.1.11,0.46003007888793945,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640079158873708032,"2021-12-21,09:32:38",10.1.1.11,391,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640079158945838848,"2021-12-21,09:32:38",10.1.1.11,0.4633791446685791,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640079159351855104,"2021-12-21,09:32:39",10.1.1.11,403,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640079159398867968,"2021-12-21,09:32:39",10.1.1.11,0.44928789138793945,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640079159781584896,"2021-12-21,09:32:39",10.1.1.11,380,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640079159817176064,"2021-12-21,09:32:39",10.1.1.11,0.4162569046020508,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640079160160228096,"2021-12-21,09:32:40",10.1.1.11,340,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640079160195708160,"2021-12-21,09:32:40",10.1.1.11,0.37621402740478516,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640079160590578176,"2021-12-21,09:32:40",10.1.1.11,393,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640079160652282112,"2021-12-21,09:32:40",10.1.1.11,0.4552459716796875,-0.110,-0.110,-0.110,0.000,0.000,0.000
