timestamp,date,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1641058644042516992,2022-01-01-17:37:24,10.1.1.2,195,-0.010,-0.010,-0.010,0.000,0.000,0.000
1641058644217835776,2022-01-01-17:37:24,10.1.1.2,170,-0.020,-0.020,-0.020,0.000,0.000,0.000
1641058644419022080,2022-01-01-17:37:24,10.1.1.2,170,-0.030,-0.030,-0.030,0.000,0.000,0.000
1641058644630008832,2022-01-01-17:37:24,10.1.1.2,180,-0.040,-0.040,-0.040,0.000,0.000,0.000
1641058644829880064,2022-01-01-17:37:24,10.1.1.2,179,-0.050,-0.050,-0.050,0.000,0.000,0.000
1641058645031361024,2022-01-01-17:37:25,10.1.1.2,180,-0.060,-0.060,-0.060,0.000,0.000,0.000
1641058645226646784,2022-01-01-17:37:25,10.1.1.2,173,-0.070,-0.070,-0.070,0.000,0.000,0.000
1641058645618828032,2022-01-01-17:37:25,10.1.1.2,162,-0.090,-0.090,-0.090,0.000,0.000,0.000
1641058645830470912,2022-01-01-17:37:25,10.1.1.2,172,-0.100,-0.100,-0.100,0.000,0.000,0.000
1641058646031143936,2022-01-01-17:37:26,10.1.1.2,172,-0.110,-0.110,-0.110,0.000,0.000,0.000
1641058646232332032,2022-01-01-17:37:26,10.1.1.2,173,-0.120,-0.120,-0.120,0.000,0.000,0.000
1641058646452732928,2022-01-01-17:37:26,10.1.1.2,192,-0.130,-0.130,-0.130,0.000,0.000,0.000
1641058646651285760,2022-01-01-17:37:26,10.1.1.2,189,-0.140,-0.140,-0.140,0.000,0.000,0.000
1641058646847499008,2022-01-01-17:37:26,10.1.1.2,185,-0.150,-0.150,-0.150,0.000,0.000,0.000
1641058647048672000,2022-01-01-17:37:27,10.1.1.2,185,-0.160,-0.160,-0.160,0.000,0.000,0.000
1641058647241256960,2022-01-01-17:37:27,10.1.1.2,177,-0.170,-0.170,-0.170,0.000,0.000,0.000
1641058647451635968,2022-01-01-17:37:27,10.1.1.2,185,-0.180,-0.180,-0.180,0.000,0.000,0.000
1641058647652301056,2022-01-01-17:37:27,10.1.1.2,185,-0.190,-0.190,-0.190,0.000,0.000,0.000
1641058647853262848,2022-01-01-17:37:27,10.1.1.2,182,-0.200,-0.200,-0.200,0.000,0.000,0.000
1641058648054811904,2022-01-01-17:37:28,10.1.1.2,180,-0.210,-0.210,-0.210,0.000,0.000,0.000
1641058648255540992,2022-01-01-17:37:28,10.1.1.2,179,-0.220,-0.220,-0.220,0.000,0.000,0.000
1641058648454075136,2022-01-01-17:37:28,10.1.1.2,178,-0.230,-0.230,-0.230,0.000,0.000,0.000
1641058648854432000,2022-01-01-17:37:28,10.1.1.2,176,-0.250,-0.250,-0.250,0.000,0.000,0.000
1641058649055453184,2022-01-01-17:37:29,10.1.1.2,176,-0.260,-0.260,-0.260,0.000,0.000,0.000
1641058649268215040,2022-01-01-17:37:29,10.1.1.2,187,-0.270,-0.270,-0.270,0.000,0.000,0.000
1641058649477839872,2022-01-01-17:37:29,10.1.1.2,196,-0.280,-0.280,-0.280,0.000,0.000,0.000
1641058649669753088,2022-01-01-17:37:29,10.1.1.2,187,-0.290,-0.290,-0.290,0.000,0.000,0.000
1641058649860777984,2022-01-01-17:37:29,10.1.1.2,177,-0.300,-0.300,-0.300,0.000,0.000,0.000
1641058650061294080,2022-01-01-17:37:30,10.1.1.2,177,-0.310,-0.310,-0.310,0.000,0.000,0.000
1641058650277344000,2022-01-01-17:37:30,10.1.1.2,188,-0.320,-0.320,-0.320,0.000,0.000,0.000
1641058650491187200,2022-01-01-17:37:30,10.1.1.2,198,-0.330,-0.330,-0.330,0.000,0.000,0.000
1641058650678985984,2022-01-01-17:37:30,10.1.1.2,184,-0.340,-0.340,-0.340,0.000,0.000,0.000
1641058651285028864,2022-01-01-17:37:31,10.1.1.2,186,-0.370,-0.370,-0.370,0.000,0.000,0.000
1641058651484476928,2022-01-01-17:37:31,10.1.1.2,183,-0.380,-0.380,-0.380,0.000,0.000,0.000
1641058651891577856,2022-01-01-17:37:31,10.1.1.2,190,-0.400,-0.400,-0.400,0.000,0.000,0.000
1641058652508246784,2022-01-01-17:37:32,10.1.1.2,192,-0.430,-0.430,-0.430,0.000,0.000,0.000
1641058652697464832,2022-01-01-17:37:32,10.1.1.2,180,-0.440,-0.440,-0.440,0.000,0.000,0.000
1641058652903122944,2022-01-01-17:37:32,10.1.1.2,185,-0.450,-0.450,-0.450,0.000,0.000,0.000
1641058653101916928,2022-01-01-17:37:33,10.1.1.2,183,-0.460,-0.460,-0.460,0.000,0.000,0.000
1641058653305270016,2022-01-01-17:37:33,10.1.1.2,184,-0.470,-0.470,-0.470,0.000,0.000,0.000
1641058653501110016,2022-01-01-17:37:33,10.1.1.2,179,-0.480,-0.480,-0.480,0.000,0.000,0.000
1641058653702233088,2022-01-01-17:37:33,10.1.1.2,179,-0.490,-0.490,-0.490,0.000,0.000,0.000
1641058653904347904,2022-01-01-17:37:33,10.1.1.2,179,-0.480,-0.480,-0.480,0.000,0.000,0.000
1641058654326065152,2022-01-01-17:37:34,10.1.1.2,199,-0.460,-0.460,-0.460,0.000,0.000,0.000
