"iteration,date,init_position,final_position,time"
0,2022-01-28-02:19:23,-1,7,5.40761
1,2022-01-28-02:19:27,7,4,3.90400
2,2022-01-28-02:19:36,4,3,8.73997
3,2022-01-28-02:20:28,3,4,43.91129
4,2022-01-28-02:20:31,4,6,3.54876
5,2022-01-28-02:20:35,6,7,4.04474
6,2022-01-28-02:20:38,7,3,2.35201
7,2022-01-28-02:20:40,3,1,2.59528
8,2022-01-28-02:20:42,1,2,2.01505
9,2022-01-28-02:20:44,2,0,1.74076
10,2022-01-28-02:20:46,0,5,1.93190
11,2022-01-28-02:20:49,5,7,2.62915
12,2022-01-28-02:20:51,7,1,1.91701
13,2022-01-28-02:20:54,1,6,3.69531
14,2022-01-28-02:20:58,6,1,3.58509
15,2022-01-28-02:21:00,1,7,1.84223
16,2022-01-28-02:21:02,7,4,1.90637
17,2022-01-28-02:21:04,4,3,2.24546
18,2022-01-28-02:21:06,3,0,2.46276
19,2022-01-28-02:21:08,0,1,1.14352
20,2022-01-28-02:21:09,1,7,1.75466
21,2022-01-28-02:21:11,7,1,1.76267
22,2022-01-28-02:21:13,1,4,1.49322
23,2022-01-28-02:21:15,4,3,2.16771
24,2022-01-28-02:21:17,3,5,2.29923
25,2022-01-28-02:21:19,5,1,2.00227
26,2022-01-28-02:21:21,1,5,2.01297
27,2022-01-28-02:21:23,5,0,1.97741
28,2022-01-28-02:21:24,0,1,1.22252
29,2022-01-28-02:21:26,1,5,2.08642
30,2022-01-28-02:21:28,5,1,1.99335
31,2022-01-28-02:21:31,1,3,2.31030
32,2022-01-28-02:21:33,3,5,2.22311
33,2022-01-28-02:21:35,5,0,1.90770
34,2022-01-28-02:21:37,0,5,1.94632
35,2022-01-28-02:21:39,5,4,1.87035
36,2022-01-28-02:21:40,4,0,1.55569
37,2022-01-28-02:21:42,0,4,1.61070
38,2022-01-28-02:21:43,4,0,1.60655
39,2022-01-28-02:21:45,0,4,1.60739
40,2022-01-28-02:21:47,4,3,2.23337
41,2022-01-28-02:21:50,3,2,2.67972
42,2022-01-28-02:21:53,2,6,3.13246
43,2022-01-28-02:21:57,6,1,3.71559
44,2022-01-28-02:21:59,1,3,2.28634
45,2022-01-28-02:22:02,3,0,2.48984
46,2022-01-28-02:22:04,0,7,2.02559
47,2022-01-28-02:22:05,7,1,1.77315
48,2022-01-28-02:22:09,1,6,3.68371
49,2022-01-28-02:22:13,6,3,3.66894
50,2022-01-28-02:22:15,3,0,2.45575
51,2022-01-28-02:22:17,0,2,1.80993
52,2022-01-28-02:22:19,2,4,1.82925
53,2022-01-28-02:22:21,4,3,2.19014
54,2022-01-28-02:22:23,3,7,2.17674
55,2022-01-28-02:22:25,7,0,1.97090
56,2022-01-28-02:22:29,0,6,3.48347
57,2022-01-28-02:22:32,6,1,3.53909
58,2022-01-28-02:22:33,1,4,1.36312
59,2022-01-28-02:22:35,4,0,1.66507
60,2022-01-28-02:22:37,0,4,1.59910
61,2022-01-28-02:22:39,4,5,1.80526
62,2022-01-28-02:22:40,5,2,1.59937
63,2022-01-28-02:22:43,2,6,3.16131
64,2022-01-28-02:22:47,6,1,3.61525
65,2022-01-28-02:22:48,1,0,1.14444
66,2022-01-28-02:22:51,0,3,2.50368
67,2022-01-28-02:22:53,3,5,2.35010
68,2022-01-28-02:22:55,5,2,1.60762
69,2022-01-28-02:22:57,2,1,2.06275
70,2022-01-28-02:22:59,1,5,2.08420
71,2022-01-28-02:23:01,5,1,2.00241
72,2022-01-28-02:23:02,1,4,1.39198
73,2022-01-28-02:23:06,4,6,3.60869
74,2022-01-28-02:23:09,6,1,3.64018
75,2022-01-28-02:23:11,1,5,1.96040
76,2022-01-28-02:23:13,5,0,1.96370
77,2022-01-28-02:23:15,0,5,2.03603
78,2022-01-28-02:23:18,5,3,2.28063
79,2022-01-28-02:23:20,3,0,2.49736
80,2022-01-28-02:23:21,0,1,1.19530
81,2022-01-28-02:23:23,1,2,2.06307
82,2022-01-28-02:23:25,2,5,1.68066
83,2022-01-28-02:23:27,5,1,2.04623
84,2022-01-28-02:23:29,1,4,1.46376
85,2022-01-28-02:23:32,4,6,3.52780
86,2022-01-28-02:23:36,6,4,3.56308
87,2022-01-28-02:23:38,4,5,1.91594
88,2022-01-28-02:23:40,5,0,1.96916
89,2022-01-28-02:23:42,0,7,2.00675
90,2022-01-28-02:23:46,7,6,4.03373
91,2022-01-28-02:23:49,6,1,3.60773
92,2022-01-28-02:23:51,1,4,1.37007
93,2022-01-28-02:23:54,4,6,3.61047
94,2022-01-28-02:23:58,6,1,3.59782
95,2022-01-28-02:24:00,1,7,1.74116
96,2022-01-28-02:24:01,7,4,1.96215
97,2022-01-28-02:24:03,4,7,2.00694
98,2022-01-28-02:24:06,7,3,2.30895
99,2022-01-28-02:24:08,3,7,2.24723
100,2022-01-28-02:24:11,7,5,2.68734
101,2022-01-28-02:24:13,5,1,2.04456
102,2022-01-28-02:24:15,1,7,1.76404
103,2022-01-28-02:24:17,7,0,2.07423
104,2022-01-28-02:24:19,0,7,2.01272
105,2022-01-28-02:24:21,7,5,2.70950
106,2022-01-28-02:24:24,5,7,2.80736
107,2022-01-28-02:24:26,7,1,1.75523
108,2022-01-28-02:24:27,1,0,1.24146
109,2022-01-28-02:24:29,0,7,2.00973
110,2022-01-28-02:24:31,7,4,1.99823
111,2022-01-28-02:24:33,4,2,2.02188
112,2022-01-28-02:24:35,2,4,1.92187
113,2022-01-28-02:24:37,4,1,1.42038
114,2022-01-28-02:24:39,1,5,2.04014
115,2022-01-28-02:24:41,5,3,2.22683
116,2022-01-28-02:24:43,3,1,2.29159
117,2022-01-28-02:24:44,1,0,1.17637
118,2022-01-28-02:24:46,0,4,1.70103
119,2022-01-28-02:24:48,4,2,1.86519
120,2022-01-28-02:24:51,2,3,2.68492
121,2022-01-28-02:24:53,3,0,2.43725
122,2022-01-28-02:24:57,0,6,3.58606
123,2022-01-28-02:25:00,6,4,3.54770
124,2022-01-28-02:25:02,4,0,1.61245
