iteration,date,executiontime
1,2022-02-12-14:51:41,44.122596
2,2022-02-12-14:51:43,1.893694
3,2022-02-12-14:51:45,1.936631
4,2022-02-12-14:51:46,1.739682
5,2022-02-12-14:51:49,2.232337
6,2022-02-12-14:51:51,2.311029
7,2022-02-12-14:51:53,2.060930
8,2022-02-12-14:51:55,2.248162
9,2022-02-12-14:51:57,2.142821
10,2022-02-12-14:51:59,2.195114
11,2022-02-12-14:52:02,2.407148
12,2022-02-12-14:52:04,1.764418
13,2022-02-12-14:52:06,2.203453
14,2022-02-12-14:52:08,1.943073
15,2022-02-12-14:52:11,1.920867
16,2022-02-12-14:52:16,4.960359
17,2022-02-12-14:52:22,2.892678
18,2022-02-12-14:52:27,2.270279
19,2022-02-12-14:52:29,1.939302
20,2022-02-12-14:52:31,1.744117
21,2022-02-12-14:52:33,1.677245
22,2022-02-12-14:52:35,1.487626
23,2022-02-12-14:52:37,1.904794
24,2022-02-12-14:52:39,1.916472
25,2022-02-12-14:52:41,2.094504
26,2022-02-12-14:52:44,2.661414
27,2022-02-12-14:52:48,3.335689
28,2022-02-12-14:52:51,3.314358
29,2022-02-12-14:52:55,3.103663
30,2022-02-12-14:52:58,2.567052
31,2022-02-12-14:53:01,2.696724
32,2022-02-12-14:53:03,1.982091
33,2022-02-12-14:53:05,1.815175
34,2022-02-12-14:53:08,1.661127
35,2022-02-12-14:53:10,2.398127
36,2022-02-12-14:53:13,2.618653
37,2022-02-12-14:53:17,3.098325
38,2022-02-12-14:53:28,4.785166
39,2022-02-12-14:53:48,11.635738
40,2022-02-12-14:53:56,2.979935
41,2022-02-12-14:53:58,1.824110
42,2022-02-12-14:54:00,2.011912
43,2022-02-12-14:54:02,2.378980
44,2022-02-12-14:54:05,2.880914
45,2022-02-12-14:54:07,2.280423
46,2022-02-12-14:54:10,2.286124
47,2022-02-12-14:54:19,9.325946
48,2022-02-12-14:54:32,10.301694
49,2022-02-12-14:54:44,3.294255
50,2022-02-12-14:54:52,3.522552
51,2022-02-12-14:54:54,2.004332
52,2022-02-12-14:54:55,1.058041
53,2022-02-12-14:54:58,2.290956
54,2022-02-12-14:55:00,2.218488
55,2022-02-12-14:55:04,4.043165
56,2022-02-12-14:55:08,3.470728
57,2022-02-12-14:55:11,3.535065
58,2022-02-12-14:55:15,3.635241
59,2022-02-12-14:55:16,1.058536
60,2022-02-12-14:55:17,1.531379
61,2022-02-12-14:55:19,1.737053
62,2022-02-12-14:55:21,2.105687
63,2022-02-12-14:55:23,2.183582
64,2022-02-12-14:55:25,1.693312
65,2022-02-12-14:55:27,1.669673
66,2022-02-12-14:55:31,4.048771
67,2022-02-12-14:55:35,3.611261
68,2022-02-12-14:55:37,2.244395
69,2022-02-12-14:55:41,3.668159
70,2022-02-12-14:55:44,3.454946
71,2022-02-12-14:55:45,1.057561
72,2022-02-12-14:55:47,1.678549
73,2022-02-12-14:55:49,2.584272
74,2022-02-12-14:55:52,2.623225
75,2022-02-12-14:55:54,2.138171
76,2022-02-12-14:55:56,1.879877
77,2022-02-12-14:55:59,2.633206
78,2022-02-12-14:56:03,4.008322
79,2022-02-12-14:56:07,3.883605
80,2022-02-12-14:56:08,1.754632
81,2022-02-12-14:56:09,1.071213
82,2022-02-12-14:56:11,1.733927
83,2022-02-12-14:56:14,2.636881
84,2022-02-12-14:56:16,2.714435
85,2022-02-12-14:56:19,2.604532
86,2022-02-12-14:56:22,2.570674
87,2022-02-12-14:56:25,3.704187
88,2022-02-12-14:56:29,3.666755
89,2022-02-12-14:56:31,2.144252
90,2022-02-12-14:56:33,1.535661
91,2022-02-12-14:56:35,1.974945
92,2022-02-12-14:56:37,2.619916
93,2022-02-12-14:56:39,1.540669
94,2022-02-12-14:56:41,1.816987
95,2022-02-12-14:56:43,1.829500
96,2022-02-12-14:56:45,2.276013
97,2022-02-12-14:56:47,1.797928
98,2022-02-12-14:56:48,1.810369
99,2022-02-12-14:56:51,2.255112
100,2022-02-12-14:56:53,1.932161
101,2022-02-12-14:56:55,2.407380
102,2022-02-12-14:56:59,3.682744
103,2022-02-12-14:57:02,3.615480
104,2022-02-12-14:57:04,1.922163
105,2022-02-12-14:57:06,1.879475
106,2022-02-12-14:57:08,1.730471
107,2022-02-12-14:57:09,1.665852
108,2022-02-12-14:57:11,1.934266
109,2022-02-12-14:57:13,1.914518
110,2022-02-12-14:57:17,3.818316
111,2022-02-12-14:57:21,3.653847
112,2022-02-12-14:57:23,2.197939
113,2022-02-12-14:57:25,1.808905
114,2022-02-12-14:57:28,3.526925
115,2022-02-12-14:57:32,3.572604
116,2022-02-12-14:57:34,1.627229
117,2022-02-12-14:57:35,1.731237
118,2022-02-12-14:57:38,2.253639
119,2022-02-12-14:57:41,3.141957
120,2022-02-12-14:57:44,3.067293
121,2022-02-12-14:57:45,1.560968
122,2022-02-12-14:57:47,2.176664
123,2022-02-12-14:57:50,2.194946
124,2022-02-12-14:57:52,2.288206
125,2022-02-12-14:57:54,1.936826
126,2022-02-12-14:57:56,1.900700
127,2022-02-12-14:57:58,1.952296
128,2022-02-12-14:58:00,1.929850
129,2022-02-12-14:58:01,1.357402
130,2022-02-12-14:58:03,1.675530
131,2022-02-12-14:58:05,2.626039
132,2022-02-12-14:58:07,1.950662
133,2022-02-12-14:58:10,2.234858
134,2022-02-12-14:58:12,2.363090
135,2022-02-12-14:58:15,3.574474
136,2022-02-12-14:58:19,3.912520
137,2022-02-12-14:58:21,1.748836
138,2022-02-12-14:58:23,1.934025
139,2022-02-12-14:58:25,2.281536
140,2022-02-12-14:58:29,3.939184
141,2022-02-12-14:58:33,3.557065
142,2022-02-12-14:58:35,1.932915
143,2022-02-12-14:58:37,2.206178
144,2022-02-12-14:58:39,2.279978
145,2022-02-12-14:58:42,2.238837
146,2022-02-12-14:58:44,2.274640
147,2022-02-12-14:58:46,1.966789
148,2022-02-12-14:58:48,1.965042
149,2022-02-12-14:58:50,1.981983
150,2022-02-12-14:58:53,3.155855
151,2022-02-12-14:58:56,3.588483
152,2022-02-12-14:58:58,1.056031
153,2022-02-12-14:59:00,2.443611
154,2022-02-12-14:59:02,2.515325
155,2022-02-12-14:59:04,1.773096
156,2022-02-12-14:59:07,2.270408
157,2022-02-12-14:59:08,1.800098
158,2022-02-12-14:59:10,1.651519
159,2022-02-12-14:59:12,2.119558
160,2022-02-12-14:59:14,2.250976
161,2022-02-12-14:59:16,1.937860
162,2022-02-12-14:59:17,1.116333
163,2022-02-12-14:59:19,1.972981
164,2022-02-12-14:59:21,1.907730
165,2022-02-12-14:59:24,2.391129
166,2022-02-12-14:59:26,2.691625
167,2022-02-12-14:59:30,3.121655
168,2022-02-12-14:59:33,3.442865
169,2022-02-12-14:59:35,1.849964
170,2022-02-12-14:59:36,1.541792
171,2022-02-12-14:59:38,1.853445
172,2022-02-12-14:59:40,1.869465
173,2022-02-12-14:59:42,1.832712
174,2022-02-12-14:59:45,3.462954
175,2022-02-12-14:59:49,3.691652
176,2022-02-12-14:59:52,2.641835
177,2022-02-12-14:59:53,1.757373
178,2022-02-12-14:59:57,3.538412
179,2022-02-12-15:00:00,3.098709
180,2022-02-12-15:00:02,1.537617
181,2022-02-12-15:00:04,2.628456
182,2022-02-12-15:00:07,2.652043
183,2022-02-12-15:00:10,2.658999
184,2022-02-12-15:00:13,3.710473
185,2022-02-12-15:00:17,3.658447
186,2022-02-12-15:00:19,2.297683
187,2022-02-12-15:00:22,2.655218
188,2022-02-12-15:00:25,3.146659
189,2022-02-12-15:00:29,3.633240
190,2022-02-12-15:00:31,2.246439
191,2022-02-12-15:00:35,3.709623
192,2022-02-12-15:00:39,3.922938
193,2022-02-12-15:00:41,2.223710
194,2022-02-12-15:00:43,2.473188
195,2022-02-12-15:00:45,1.992975
196,2022-02-12-15:00:47,2.018261
197,2022-02-12-15:00:50,3.169114
198,2022-02-12-15:00:54,3.891667
199,2022-02-12-15:00:57,2.185456
200,2022-02-12-15:00:59,2.447473
201,2022-02-12-15:01:02,3.483989
202,2022-02-12-15:01:06,3.536775
203,2022-02-12-15:01:08,1.757071
204,2022-02-12-15:01:10,1.846749
205,2022-02-12-15:01:12,1.997124
206,2022-02-12-15:01:15,3.169419
207,2022-02-12-15:01:18,3.639579
208,2022-02-12-15:01:22,3.637145
209,2022-02-12-15:01:25,3.170395
210,2022-02-12-15:01:28,2.600423
211,2022-02-12-15:01:30,2.247502
212,2022-02-12-15:01:32,1.753283
213,2022-02-12-15:01:34,1.829399
214,2022-02-12-15:01:35,1.541470
215,2022-02-12-15:01:37,1.811659
216,2022-02-12-15:01:39,1.983382
217,2022-02-12-15:01:41,1.723733
218,2022-02-12-15:01:42,1.340512
219,2022-02-12-15:01:44,1.820926
220,2022-02-12-15:01:46,2.620807
221,2022-02-12-15:01:49,2.259427
222,2022-02-12-15:01:51,1.764580
223,2022-02-12-15:01:52,1.838502
224,2022-02-12-15:01:54,1.565234
225,2022-02-12-15:01:56,1.970356
226,2022-02-12-15:01:58,2.200799
227,2022-02-12-15:02:00,2.279375
228,2022-02-12-15:02:02,1.986001
229,2022-02-12-15:02:04,1.977560
230,2022-02-12-15:02:06,1.386072
231,2022-02-12-15:02:09,3.534993
232,2022-02-12-15:02:13,3.760536
233,2022-02-12-15:02:16,2.648229
234,2022-02-12-15:02:18,2.621459
235,2022-02-12-15:02:21,2.256861
236,2022-02-12-15:02:24,3.665927
237,2022-02-12-15:02:27,3.193499
238,2022-02-12-15:02:29,2.028883
239,2022-02-12-15:02:31,1.719788
240,2022-02-12-15:02:33,1.694956
241,2022-02-12-15:02:35,2.021388
242,2022-02-12-15:02:37,1.951986
243,2022-02-12-15:02:39,2.068393
244,2022-02-12-15:02:42,2.697470
245,2022-02-12-15:02:44,2.463803
246,2022-02-12-15:02:46,1.971732
247,2022-02-12-15:02:48,2.146454
248,2022-02-12-15:02:50,2.261411
249,2022-02-12-15:02:52,1.832507
250,2022-02-12-15:02:54,1.993358
251,2022-02-12-15:02:56,1.769183
252,2022-02-12-15:02:58,2.292984
253,2022-02-12-15:03:00,1.805413
254,2022-02-12-15:03:03,2.391342
255,2022-02-12-15:03:05,2.231634
256,2022-02-12-15:03:07,1.919404
257,2022-02-12-15:03:08,1.763845
258,2022-02-12-15:03:10,1.807195
259,2022-02-12-15:03:12,1.847487
260,2022-02-12-15:03:15,3.264914
261,2022-02-12-15:03:19,4.096030
262,2022-02-12-15:03:21,1.988445
263,2022-02-12-15:03:23,1.560229
264,2022-02-12-15:03:25,1.896434
265,2022-02-12-15:03:27,1.959074
266,2022-02-12-15:03:29,1.921120
267,2022-02-12-15:03:33,4.114829
268,2022-02-12-15:03:37,3.613687
269,2022-02-12-15:03:38,1.877561
270,2022-02-12-15:03:41,2.680430
271,2022-02-12-15:03:43,1.829184
272,2022-02-12-15:03:45,1.791990
273,2022-02-12-15:03:47,2.281508
274,2022-02-12-15:03:49,2.316181
275,2022-02-12-15:03:51,1.943274
276,2022-02-12-15:03:54,2.713709
277,2022-02-12-15:03:56,1.922021
278,2022-02-12-15:03:58,1.919367
279,2022-02-12-15:03:59,1.648829
280,2022-02-12-15:04:01,1.952685
281,2022-02-12-15:04:03,1.726272
282,2022-02-12-15:04:07,4.125935
283,2022-02-12-15:04:11,4.083881
284,2022-02-12-15:04:14,2.682190
285,2022-02-12-15:04:16,2.256673
286,2022-02-12-15:04:19,2.261511
287,2022-02-12-15:04:21,2.230419
288,2022-02-12-15:04:23,2.347551
289,2022-02-12-15:04:25,1.943714
290,2022-02-12-15:04:27,1.742093
291,2022-02-12-15:04:29,2.066960
292,2022-02-12-15:04:31,1.966317
293,2022-02-12-15:04:33,1.818744
294,2022-02-12-15:04:35,1.944364
295,2022-02-12-15:04:37,1.908345
296,2022-02-12-15:04:39,2.203011
297,2022-02-12-15:04:41,2.310615
298,2022-02-12-15:04:45,3.697325
299,2022-02-12-15:04:48,3.528232
300,2022-02-12-15:04:50,1.817184
301,2022-02-12-15:04:52,1.807820
302,2022-02-12-15:04:53,1.555934
303,2022-02-12-15:04:55,1.122820
304,2022-02-12-15:04:56,1.669266
305,2022-02-12-15:04:59,2.287061
306,2022-02-12-15:05:00,1.545671
307,2022-02-12-15:05:02,1.822053
