"iteration,date,init_position,final_position,time"
0,2022-01-27-21:24:46,-1,3,3.11836
1,2022-01-27-21:24:49,3,1,2.36622
2,2022-01-27-21:24:52,1,7,3.18676
3,2022-01-27-21:24:55,7,5,2.93521
4,2022-01-27-21:24:57,5,4,1.85069
5,2022-01-27-21:24:58,4,5,1.87815
6,2022-01-27-21:25:02,5,6,3.44753
7,2022-01-27-21:25:05,6,5,3.27187
8,2022-01-27-21:25:07,5,1,2.16298
9,2022-01-27-21:25:09,1,7,1.73350
10,2022-01-27-21:25:11,7,0,1.99683
11,2022-01-27-21:25:12,0,1,1.12143
12,2022-01-27-21:25:14,1,3,2.27053
13,2022-01-27-21:25:18,3,5,3.49412
14,2022-01-27-21:25:20,5,1,2.50490
15,2022-01-27-21:25:24,1,3,3.78637
16,2022-01-27-21:25:28,3,6,3.68969
17,2022-01-27-21:25:33,6,0,5.23602
18,2022-01-27-21:25:37,0,7,3.63215
19,2022-01-27-21:25:40,7,1,3.53121
20,2022-01-27-21:25:51,1,7,10.74049
21,2022-01-27-21:26:20,7,1,10.61432
22,2022-01-27-21:26:22,1,7,1.92648
23,2022-01-27-21:26:24,7,5,2.64274
24,2022-01-27-21:26:27,5,7,2.73551
25,2022-01-27-21:26:31,7,6,4.10750
26,2022-01-27-21:26:35,6,0,3.60016
27,2022-01-27-21:26:37,0,3,2.50711
28,2022-01-27-21:26:40,3,4,2.19905
29,2022-01-27-21:26:42,4,3,2.25780
30,2022-01-27-21:26:44,3,1,2.55770
31,2022-01-27-21:26:47,1,3,2.46565
32,2022-01-27-21:26:50,3,2,2.65320
33,2022-01-27-21:26:53,2,6,3.33393
34,2022-01-27-21:26:57,6,0,3.66740
35,2022-01-27-21:26:58,0,1,1.07366
36,2022-01-27-21:26:59,1,4,1.49027
37,2022-01-27-21:27:01,4,0,1.59831
38,2022-01-27-21:27:03,0,2,2.17794
39,2022-01-27-21:27:04,2,5,1.62636
40,2022-01-27-21:27:07,5,7,2.62655
41,2022-01-27-21:27:10,7,2,2.62447
42,2022-01-27-21:27:11,2,0,1.76176
43,2022-01-27-21:27:14,0,3,2.40747
44,2022-01-27-21:27:17,3,2,2.70756
45,2022-01-27-21:27:18,2,4,1.83474
46,2022-01-27-21:27:21,4,3,2.21364
47,2022-01-27-21:27:23,3,2,2.69195
48,2022-01-27-21:27:25,2,5,1.56857
49,2022-01-27-21:27:27,5,4,1.85877
50,2022-01-27-21:27:29,4,2,1.87454
51,2022-01-27-21:27:31,2,3,2.72207
52,2022-01-27-21:27:34,3,5,2.23966
53,2022-01-27-21:27:36,5,7,2.69366
54,2022-01-27-21:27:40,7,6,4.08206
55,2022-01-27-21:27:45,6,7,4.23039
56,2022-01-27-21:27:49,7,6,4.06108
57,2022-01-27-21:27:52,6,0,3.52629
58,2022-01-27-21:27:54,0,2,1.76756
59,2022-01-27-21:27:56,2,1,2.05182
60,2022-01-27-21:27:58,1,3,2.31622
61,2022-01-27-21:28:02,3,6,3.70770
62,2022-01-27-21:28:05,6,5,3.26138
63,2022-01-27-21:28:07,5,0,1.96924
64,2022-01-27-21:28:09,0,2,1.82194
65,2022-01-27-21:28:11,2,0,1.84659
66,2022-01-27-21:28:13,0,4,1.58912
67,2022-01-27-21:28:14,4,1,1.42222
68,2022-01-27-21:28:16,1,7,1.73792
69,2022-01-27-21:28:18,7,5,2.63959
70,2022-01-27-21:28:21,5,3,2.36753
71,2022-01-27-21:28:23,3,1,2.34131
72,2022-01-27-21:28:25,1,3,2.41974
73,2022-01-27-21:28:28,3,7,2.20952
74,2022-01-27-21:28:30,7,5,2.62508
75,2022-01-27-21:28:32,5,1,2.11569
76,2022-01-27-21:28:34,1,7,1.82930
77,2022-01-27-21:28:37,7,2,2.84680
78,2022-01-27-21:28:39,2,4,1.94744
79,2022-01-27-21:28:41,4,2,1.82430
80,2022-01-27-21:28:44,2,7,2.71934
81,2022-01-27-21:28:46,7,2,2.60724
82,2022-01-27-21:28:49,2,7,2.65995
83,2022-01-27-21:28:51,7,1,1.77373
84,2022-01-27-21:28:53,1,5,1.99709
85,2022-01-27-21:28:55,5,0,2.05296
86,2022-01-27-21:28:57,0,2,1.99330
87,2022-01-27-21:28:59,2,1,2.01206
88,2022-01-27-21:29:01,1,3,2.33885
89,2022-01-27-21:29:03,3,4,2.16459
90,2022-01-27-21:29:05,4,1,1.41646
91,2022-01-27-21:29:06,1,4,1.34962
92,2022-01-27-21:29:08,4,3,2.27138
93,2022-01-27-21:29:10,3,5,2.23692
94,2022-01-27-21:29:13,5,1,2.06369
95,2022-01-27-21:29:16,1,6,3.69896
96,2022-01-27-21:29:20,6,0,3.47495
97,2022-01-27-21:29:22,0,7,2.00912
98,2022-01-27-21:29:25,7,2,2.76464
99,2022-01-27-21:29:27,2,7,2.72056
100,2022-01-27-21:29:30,7,2,2.88789
101,2022-01-27-21:29:33,2,3,2.65636
102,2022-01-27-21:29:35,3,5,2.29566
103,2022-01-27-21:29:37,5,3,2.25184
104,2022-01-27-21:29:41,3,6,3.78800
105,2022-01-27-21:29:45,6,2,3.44309
106,2022-01-27-21:29:47,2,3,2.76913
107,2022-01-27-21:29:50,3,2,2.72925
108,2022-01-27-21:29:52,2,1,2.08091
109,2022-01-27-21:29:54,1,2,2.15949
110,2022-01-27-21:29:57,2,7,2.79628
111,2022-01-27-21:30:00,7,5,2.82385
112,2022-01-27-21:30:03,5,6,3.31683
113,2022-01-27-21:30:08,6,7,4.34807
114,2022-01-27-21:30:09,7,1,1.72676
115,2022-01-27-21:30:13,1,6,3.61199
116,2022-01-27-21:30:17,6,1,3.62025
117,2022-01-27-21:30:18,1,0,1.16790
118,2022-01-27-21:30:20,0,5,2.00884
119,2022-01-27-21:30:22,5,3,2.28741
120,2022-01-27-21:30:24,3,5,2.29887
121,2022-01-27-21:30:26,5,1,2.02286
122,2022-01-27-21:30:28,1,7,1.84746
123,2022-01-27-21:30:30,7,3,2.24385
124,2022-01-27-21:30:33,3,1,2.29522
125,2022-01-27-21:30:35,1,5,2.05329
126,2022-01-27-21:30:37,5,1,2.09845
127,2022-01-27-21:30:41,1,6,3.83181
128,2022-01-27-21:30:44,6,1,3.60996
129,2022-01-27-21:30:47,1,2,2.21711
130,2022-01-27-21:30:48,2,5,1.69192
131,2022-01-27-21:30:50,5,4,2.00720
132,2022-01-27-21:30:52,4,0,1.60055
133,2022-01-27-21:30:53,0,1,1.26445
134,2022-01-27-21:30:55,1,7,1.93272
135,2022-01-27-21:30:58,7,2,2.77300
136,2022-01-27-21:31:00,2,4,1.86889
137,2022-01-27-21:31:02,4,5,1.89356
138,2022-01-27-21:31:03,5,2,1.66492
139,2022-01-27-21:31:06,2,7,2.75360
140,2022-01-27-21:31:10,7,6,4.16411
141,2022-01-27-21:31:14,6,3,3.73920
142,2022-01-27-21:31:16,3,0,2.53513
143,2022-01-27-21:31:18,0,4,1.73817
144,2022-01-27-21:31:22,4,6,3.58806
145,2022-01-27-21:31:26,6,7,4.29458
146,2022-01-27-21:31:28,7,3,2.28246
147,2022-01-27-21:31:31,3,5,2.33294
148,2022-01-27-21:31:34,5,6,3.25401
149,2022-01-27-21:31:37,6,2,3.25285
150,2022-01-27-21:31:39,2,1,2.09990
151,2022-01-27-21:31:43,1,6,3.74316
152,2022-01-27-21:31:47,6,3,3.74609
153,2022-01-27-21:31:49,3,5,2.37006
154,2022-01-27-21:31:51,5,3,2.24901
155,2022-01-27-21:31:54,3,1,2.32254
156,2022-01-27-21:31:56,1,3,2.55109
157,2022-01-27-21:32:00,3,6,3.89729
158,2022-01-27-21:32:04,6,1,3.83099
159,2022-01-27-21:32:06,1,2,2.22385
160,2022-01-27-21:32:09,2,6,3.21123
161,2022-01-27-21:32:14,6,7,4.21234
162,2022-01-27-21:32:17,7,2,2.87557
163,2022-01-27-21:32:20,2,6,3.46307
164,2022-01-27-21:32:24,6,1,3.77427
165,2022-01-27-21:32:28,1,6,3.85074
166,2022-01-27-21:32:31,6,3,3.70898
167,2022-01-27-21:32:42,3,1,10.72510
168,2022-01-27-21:34:24,1,2,86.59448
169,2022-01-27-21:34:35,2,1,6.79766
170,2022-01-27-21:34:51,1,5,15.57656
171,2022-01-27-21:35:32,5,1,27.55848
