date,init_position,final_position,time
1,2022-01-26-16:36:31,-1,7,7.255576
2,2022-01-26-16:36:35,7,2,3.836441
3,2022-01-26-16:36:43,2,3,8.577861
4,2022-01-26-16:36:47,3,1,3.806692
5,2022-01-26-16:36:49,1,7,2.202730
6,2022-01-26-16:36:51,7,1,2.170186
7,2022-01-26-16:36:54,1,5,2.505896
8,2022-01-26-16:36:56,5,4,2.116258
9,2022-01-26-16:36:59,4,5,3.021932
10,2022-01-26-16:37:02,5,3,2.808883
11,2022-01-26-16:37:05,3,0,2.961717
12,2022-01-26-16:37:07,0,2,1.918478
13,2022-01-26-16:37:10,2,6,3.739550
14,2022-01-26-16:37:13,6,3,2.599452
15,2022-01-26-16:37:16,3,0,3.063040
16,2022-01-26-16:37:19,0,2,2.406724
17,2022-01-26-16:37:22,2,7,3.504989
18,2022-01-26-16:37:26,7,0,3.860197
19,2022-01-26-16:37:29,0,3,2.819906
20,2022-01-26-16:37:31,3,6,2.519132
21,2022-01-26-16:37:35,6,0,3.967462
22,2022-01-26-16:37:39,0,6,4.093771
23,2022-01-26-16:37:43,6,7,3.316861
24,2022-01-26-16:37:46,7,6,3.406996
25,2022-01-26-16:37:51,6,1,5.166631
26,2022-01-26-16:37:54,1,7,2.470602
27,2022-01-26-16:37:56,7,1,2.060080
28,2022-01-26-16:38:00,1,6,4.370296
29,2022-01-26-16:38:04,6,4,4.230331
30,2022-01-26-16:38:09,4,6,4.246280
31,2022-01-26-16:38:12,6,2,3.839827
32,2022-01-26-16:38:20,2,7,6.990692
33,2022-01-26-16:38:25,7,4,5.451810
34,2022-01-26-16:38:30,4,2,4.937564
35,2022-01-26-16:38:32,2,0,2.206273
36,2022-01-26-16:38:36,0,6,4.271005
37,2022-01-26-16:38:41,6,7,4.507746
38,2022-01-26-16:38:44,7,6,3.300254
39,2022-01-26-16:38:49,6,5,4.494078
40,2022-01-26-16:38:52,5,3,3.278600
41,2022-01-26-16:38:55,3,1,3.371166
42,2022-01-26-16:38:58,1,7,2.207735
43,2022-01-26-16:39:01,7,6,3.497515
44,2022-01-26-16:39:05,6,4,3.663750
45,2022-01-26-16:39:09,4,6,4.409053
46,2022-01-26-16:39:15,6,1,5.973247
47,2022-01-26-16:39:17,1,0,1.671726
48,2022-01-26-16:39:19,0,2,2.547949
49,2022-01-26-16:39:23,2,7,3.254400
50,2022-01-26-16:39:26,7,2,3.249791
51,2022-01-26-16:39:28,2,0,2.140271
52,2022-01-26-16:39:30,0,1,1.633437
53,2022-01-26-16:39:31,1,0,1.539940
54,2022-01-26-16:39:34,0,7,2.692063
55,2022-01-26-16:39:37,7,0,3.181516
56,2022-01-26-16:39:40,0,5,3.357345
57,2022-01-26-16:39:44,5,1,3.716179
58,2022-01-26-16:39:48,1,6,4.287666
59,2022-01-26-16:39:52,6,2,3.679505
60,2022-01-26-16:39:54,2,5,1.958674
61,2022-01-26-16:39:57,5,0,2.630495
62,2022-01-26-16:39:59,0,4,2.207276
63,2022-01-26-16:40:02,4,3,2.562148
64,2022-01-26-16:40:05,3,1,3.396095
65,2022-01-26-16:40:07,1,7,2.186769
66,2022-01-26-16:40:11,7,3,3.824598
67,2022-01-26-16:40:14,3,5,2.875133
68,2022-01-26-16:40:17,5,1,2.680216
69,2022-01-26-16:40:19,1,2,2.600269
70,2022-01-26-16:40:23,2,7,3.529940
71,2022-01-26-16:40:29,7,4,6.241787
72,2022-01-26-16:40:31,4,7,2.417428
73,2022-01-26-16:40:36,7,5,4.546205
74,2022-01-26-16:40:40,5,7,3.596283
75,2022-01-26-16:40:46,7,2,6.278408
76,2022-01-26-16:40:49,2,4,3.357342
77,2022-01-26-16:40:52,4,7,2.533606
78,2022-01-26-16:40:55,7,0,3.495926
79,2022-01-26-16:40:57,0,4,1.884931
80,2022-01-26-16:41:00,4,0,2.644988
81,2022-01-26-16:41:02,0,1,1.850452
82,2022-01-26-16:41:04,1,3,2.649543
83,2022-01-26-16:41:08,3,1,3.796099
84,2022-01-26-16:41:10,1,0,1.961503
85,2022-01-26-16:41:14,0,5,3.451299
86,2022-01-26-16:41:17,5,6,3.474458
87,2022-01-26-16:41:23,6,4,5.855018
88,2022-01-26-16:41:25,4,2,2.635007
89,2022-01-26-16:41:30,2,5,4.379337
90,2022-01-26-16:41:32,5,0,2.404618
91,2022-01-26-16:41:36,0,6,3.397885
92,2022-01-26-16:41:40,6,4,4.518104
93,2022-01-26-16:41:47,4,1,6.424602
94,2022-01-26-16:41:51,1,3,4.323487
95,2022-01-26-16:41:55,3,4,3.594664
