iteration,date,executiontime
1,2022-02-12-14:51:41,43.996529
2,2022-02-12-14:51:43,2.103597
3,2022-02-12-14:51:45,2.119570
4,2022-02-12-14:51:47,2.143941
5,2022-02-12-14:51:49,2.177279
6,2022-02-12-14:51:51,2.235791
7,2022-02-12-14:51:53,1.523495
8,2022-02-12-14:51:54,1.535811
9,2022-02-12-14:51:56,1.889254
10,2022-02-12-14:51:58,1.763109
11,2022-02-12-14:52:01,2.625821
12,2022-02-12-14:52:03,2.420940
13,2022-02-12-14:52:08,4.187578
14,2022-02-12-14:52:12,3.229587
15,2022-02-12-14:52:15,2.641205
16,2022-02-12-14:52:18,3.401473
17,2022-02-12-14:52:22,2.529426
18,2022-02-12-14:52:28,2.638852
19,2022-02-12-14:52:30,1.926445
20,2022-02-12-14:52:34,4.094567
21,2022-02-12-14:52:38,3.842714
22,2022-02-12-14:52:40,1.755999
23,2022-02-12-14:52:42,1.797132
24,2022-02-12-14:52:44,1.528383
25,2022-02-12-14:52:47,2.775202
26,2022-02-12-14:52:49,2.177828
27,2022-02-12-14:52:55,3.044898
28,2022-02-12-14:52:59,2.754864
29,2022-02-12-14:53:01,2.250198
30,2022-02-12-14:53:03,1.747470
31,2022-02-12-14:53:05,1.912463
32,2022-02-12-14:53:07,2.015711
33,2022-02-12-14:53:09,1.929856
34,2022-02-12-14:53:11,1.816321
35,2022-02-12-14:53:13,1.970687
36,2022-02-12-14:53:17,3.041238
37,2022-02-12-14:53:28,4.769776
38,2022-02-12-14:53:43,6.800373
39,2022-02-12-14:53:49,3.502292
40,2022-02-12-14:53:53,3.549879
41,2022-02-12-14:53:55,2.017355
42,2022-02-12-14:53:57,1.901438
43,2022-02-12-14:53:59,1.772874
44,2022-02-12-14:54:01,1.725516
45,2022-02-12-14:54:03,2.211047
46,2022-02-12-14:54:05,2.130317
47,2022-02-12-14:54:08,2.416903
48,2022-02-12-14:54:11,2.347054
49,2022-02-12-14:54:22,7.366754
50,2022-02-12-14:54:31,3.230120
51,2022-02-12-14:54:44,3.527405
52,2022-02-12-14:54:52,3.482994
53,2022-02-12-14:54:55,2.288094
54,2022-02-12-14:54:57,1.812239
55,2022-02-12-14:54:59,2.223203
56,2022-02-12-14:55:01,2.626068
57,2022-02-12-14:55:03,1.875213
58,2022-02-12-14:55:05,1.785971
59,2022-02-12-14:55:07,1.860847
60,2022-02-12-14:55:10,2.680696
