"iteration,date,init_position,final_position,time"
0,2022-01-28-06:12:38,-1,4,50.35820
1,2022-01-28-06:12:40,4,1,1.34401
2,2022-01-28-06:12:43,1,5,2.23110
3,2022-01-28-06:12:47,5,2,4.40355
4,2022-01-28-06:12:50,2,7,3.14401
5,2022-01-28-06:12:54,7,1,3.72249
6,2022-01-28-06:12:57,1,6,2.98288
7,2022-01-28-06:13:00,6,1,2.91510
8,2022-01-28-06:13:02,1,7,1.75719
9,2022-01-28-06:13:06,7,6,4.12378
10,2022-01-28-06:13:10,6,0,4.09332
11,2022-01-28-06:13:13,0,5,2.66148
12,2022-01-28-06:13:15,5,1,2.01812
13,2022-01-28-06:13:16,1,4,1.37825
14,2022-01-28-06:13:19,4,6,3.55825
15,2022-01-28-06:13:27,6,1,7.43335
16,2022-01-28-06:13:40,1,0,6.63510
17,2022-01-28-06:13:44,0,3,3.79076
18,2022-01-28-06:13:48,3,1,3.79291
19,2022-01-28-06:13:50,1,5,2.10546
20,2022-01-28-06:13:52,5,2,1.84328
21,2022-01-28-06:13:55,2,6,3.19512
22,2022-01-28-06:13:59,6,2,4.47434
23,2022-01-28-06:14:03,2,5,3.89309
