"iteration,date,init_position,final_position,time"
0,2022-01-28-06:10:20,-1,5,7.26606
1,2022-01-28-06:10:25,5,6,4.40869
2,2022-01-28-06:10:28,6,1,2.93747
3,2022-01-28-06:10:29,1,7,1.75239
4,2022-01-28-06:10:31,7,1,1.77197
5,2022-01-28-06:10:34,1,5,2.38128
6,2022-01-28-06:10:36,5,0,2.26635
7,2022-01-28-06:10:40,0,6,4.18866
8,2022-01-28-06:10:44,6,1,4.39090
9,2022-01-28-06:10:51,1,5,6.75468
10,2022-01-28-06:10:54,5,6,3.13132
11,2022-01-28-06:10:57,6,3,2.14107
12,2022-01-28-06:10:59,3,6,2.30793
13,2022-01-28-06:11:02,6,7,2.69008
14,2022-01-28-06:11:04,7,0,2.58704
15,2022-01-28-06:11:15,0,4,10.68513
16,2022-01-28-06:11:22,4,7,6.59653
17,2022-01-28-06:11:28,7,5,6.56164
18,2022-01-28-06:11:32,5,3,3.41131
19,2022-01-28-06:11:37,3,2,5.02149
20,2022-01-28-06:11:43,2,7,6.18980
21,2022-01-28-06:11:54,7,0,7.84972
22,2022-01-28-06:12:40,0,6,39.47641
23,2022-01-28-06:12:44,6,1,3.99316
24,2022-01-28-06:12:46,1,2,2.04198
25,2022-01-28-06:12:47,2,4,1.78465
26,2022-01-28-06:12:52,4,2,4.36476
27,2022-01-28-06:12:57,2,7,4.75908
28,2022-01-28-06:13:00,7,2,2.93495
29,2022-01-28-06:13:02,2,7,2.66759
30,2022-01-28-06:13:04,7,0,2.16849
31,2022-01-28-06:13:07,0,5,2.22795
32,2022-01-28-06:13:10,5,6,3.30315
33,2022-01-28-06:13:13,6,7,2.98107
34,2022-01-28-06:13:16,7,6,2.75998
35,2022-01-28-06:13:19,6,2,3.36462
36,2022-01-28-06:13:27,2,5,7.91236
37,2022-01-28-06:13:43,5,7,8.03005
38,2022-01-28-06:13:46,7,0,3.23432
39,2022-01-28-06:13:49,0,3,3.21315
40,2022-01-28-06:13:54,3,1,4.90129
41,2022-01-28-06:13:57,1,3,2.54692
42,2022-01-28-06:13:59,3,5,2.55522
43,2022-01-28-06:14:02,5,7,2.90604
