"iteration,date,init_position,final_position,time"
0,2022-01-28-06:17:58,-1,3,3.86911
1,2022-01-28-06:18:01,3,5,2.40240
2,2022-01-28-06:18:06,5,4,5.10815
3,2022-01-28-06:18:09,4,5,3.36720
4,2022-01-28-06:18:12,5,7,2.69677
5,2022-01-28-06:18:14,7,6,2.61691
6,2022-01-28-06:18:18,6,1,4.03827
7,2022-01-28-06:18:21,1,3,2.88032
8,2022-01-28-06:18:26,3,7,4.97171
9,2022-01-28-06:18:29,7,5,2.95386
10,2022-01-28-06:18:32,5,3,2.96432
11,2022-01-28-06:18:35,3,2,2.89828
12,2022-01-28-06:18:37,2,1,2.08154
13,2022-01-28-06:18:39,1,4,2.21174
14,2022-01-28-06:18:41,4,7,2.12807
15,2022-01-28-06:18:44,7,1,2.12927
16,2022-01-28-06:18:46,1,3,2.38349
17,2022-01-28-06:18:49,3,2,2.74668
18,2022-01-28-06:18:51,2,4,1.90938
19,2022-01-28-06:18:53,4,2,2.39818
20,2022-01-28-06:18:55,2,0,2.08713
21,2022-01-28-06:18:58,0,5,2.44905
22,2022-01-28-06:18:59,5,2,1.80851
23,2022-01-28-06:19:01,2,5,1.63162
24,2022-01-28-06:19:04,5,7,2.88658
25,2022-01-28-06:19:07,7,4,3.22904
26,2022-01-28-06:19:09,4,7,2.05548
27,2022-01-28-06:19:14,7,6,4.47557
28,2022-01-28-06:19:19,6,0,4.91877
29,2022-01-28-06:19:30,0,1,10.94459
30,2022-01-28-06:19:33,1,5,3.00571
31,2022-01-28-06:19:36,5,3,2.69167
32,2022-01-28-06:19:39,3,0,2.89908
33,2022-01-28-06:19:42,0,6,3.45395
34,2022-01-28-06:19:46,6,5,3.66139
35,2022-01-28-06:19:51,5,3,5.35208
36,2022-01-28-06:19:56,3,4,4.69878
37,2022-01-28-06:19:57,4,1,1.57671
38,2022-01-28-06:20:01,1,4,4.01564
39,2022-01-28-06:20:03,4,1,1.70336
40,2022-01-28-06:20:06,1,5,2.87850
41,2022-01-28-06:20:09,5,7,3.23044
42,2022-01-28-06:20:15,7,1,6.12014
43,2022-01-28-06:20:32,1,2,10.73578
44,2022-01-28-06:20:36,2,4,3.69767
45,2022-01-28-06:20:42,4,7,6.00971
46,2022-01-28-06:20:48,7,1,2.79640
47,2022-01-28-06:21:02,1,3,13.83166
48,2022-01-28-06:21:07,3,4,4.84592
49,2022-01-28-06:21:10,4,1,3.03376
50,2022-01-28-06:21:13,1,0,2.85601
51,2022-01-28-06:21:16,0,5,2.92534
52,2022-01-28-06:21:27,5,4,10.77205
53,2022-01-28-06:21:40,4,0,8.58343
54,2022-01-28-06:21:50,0,3,8.31176
