"iteration,date,init_position,final_position,time"
0,2022-01-28-02:15:37,-1,4,3.74581
1,2022-01-28-02:15:40,4,1,2.53659
2,2022-01-28-02:15:44,1,5,3.77654
3,2022-01-28-02:15:50,5,2,5.66410
4,2022-01-28-02:15:54,2,7,4.20355
5,2022-01-28-02:16:06,7,1,11.25812
6,2022-01-28-02:16:16,1,6,4.31102
7,2022-01-28-02:16:19,6,1,3.60242
8,2022-01-28-02:16:21,1,7,1.68319
9,2022-01-28-02:16:25,7,6,4.13294
10,2022-01-28-02:16:29,6,0,3.52396
11,2022-01-28-02:16:35,0,5,6.89990
12,2022-01-28-02:17:19,5,1,20.55416
13,2022-01-28-02:17:21,1,4,1.74646
14,2022-01-28-02:17:25,4,6,3.47645
15,2022-01-28-02:17:32,6,1,7.59893
16,2022-01-28-02:17:33,1,0,1.03806
17,2022-01-28-02:17:36,0,3,2.39594
18,2022-01-28-02:17:38,3,1,2.29054
19,2022-01-28-02:17:40,1,5,2.01351
20,2022-01-28-02:17:41,5,2,1.55458
21,2022-01-28-02:17:45,2,6,3.18512
22,2022-01-28-02:17:48,6,2,3.18962
23,2022-01-28-02:17:49,2,5,1.54357
24,2022-01-28-02:17:52,5,7,2.60685
25,2022-01-28-02:17:54,7,4,1.92805
26,2022-01-28-02:17:56,4,2,1.80221
27,2022-01-28-02:17:58,2,1,2.06023
28,2022-01-28-02:18:00,1,5,2.49421
29,2022-01-28-02:18:02,5,1,1.96091
30,2022-01-28-02:18:05,1,3,2.28723
31,2022-01-28-02:18:08,3,6,3.73134
32,2022-01-28-02:18:11,6,2,3.13652
33,2022-01-28-02:18:14,2,3,2.65472
34,2022-01-28-02:18:17,3,0,2.47007
35,2022-01-28-02:18:18,0,1,1.09713
36,2022-01-28-02:18:20,1,2,2.03114
37,2022-01-28-02:18:21,2,4,1.82187
38,2022-01-28-02:18:23,4,2,1.80130
39,2022-01-28-02:18:26,2,3,2.69310
40,2022-01-28-02:18:30,3,6,3.77450
41,2022-01-28-02:18:33,6,3,3.68526
42,2022-01-28-02:18:36,3,7,2.17632
43,2022-01-28-02:18:38,7,0,1.98969
44,2022-01-28-02:18:39,0,4,1.86029
45,2022-01-28-02:18:41,4,5,1.86204
46,2022-01-28-02:18:44,5,3,2.50629
47,2022-01-28-02:18:47,3,2,2.70604
