timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640078316953902848,"2021-12-21,09:18:35",10.1.1.6,25844,0.000,0.000,0.000,0.000,0.000,0.000
1640078318333760000,"2021-12-21,09:18:38",10.1.1.6,1.0156891345977783,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640078318971697152,"2021-12-21,09:18:38",10.1.1.6,634,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640078318978051840,"2021-12-21,09:18:38",10.1.1.6,0.6408190727233887,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640078319282030080,"2021-12-21,09:18:39",10.1.1.6,302,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640078319310234112,"2021-12-21,09:18:39",10.1.1.6,0.3303840160369873,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640078319632478976,"2021-12-21,09:18:39",10.1.1.6,320,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640078328031164928,"2021-12-21,09:18:39",10.1.1.6,0.44726991653442383,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640078339416182016,"2021-12-21,09:18:55",10.1.1.6,7043,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640078344680425984,"2021-12-21,09:19:01",10.1.1.6,12.383073091506958,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640078348607245056,"2021-12-21,09:19:06",10.1.1.6,1827,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640078355685655040,"2021-12-21,09:19:08",10.1.1.6,3.8875839710235596,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640078360518939904,"2021-12-21,09:19:16",10.1.1.6,398,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640078360605912832,"2021-12-21,09:19:20",10.1.1.6,4.675459146499634,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640078360970323968,"2021-12-21,09:19:20",10.1.1.6,361,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640078360998467072,"2021-12-21,09:19:20",10.1.1.6,0.39003682136535645,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640078361289900032,"2021-12-21,09:19:21",10.1.1.6,289,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640078361325053952,"2021-12-21,09:19:21",10.1.1.6,0.3251149654388428,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640078361648859904,"2021-12-21,09:19:21",10.1.1.6,321,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640078361670844928,"2021-12-21,09:19:21",10.1.1.6,0.3436579704284668,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640078361968403968,"2021-12-21,09:19:21",10.1.1.6,296,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640078361989907968,"2021-12-21,09:19:21",10.1.1.6,0.31754493713378906,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640078362289617920,"2021-12-21,09:19:22",10.1.1.6,298,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640078362314735872,"2021-12-21,09:19:22",10.1.1.6,0.32347702980041504,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640078362628346880,"2021-12-21,09:19:22",10.1.1.6,312,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640078362658985984,"2021-12-21,09:19:22",10.1.1.6,0.3430628776550293,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640078365606585856,"2021-12-21,09:19:23",10.1.1.6,725,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640078365609867008,"2021-12-21,09:19:25",10.1.1.6,2.9496240615844727,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640078365964980992,"2021-12-21,09:19:25",10.1.1.6,342,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640078365985778944,"2021-12-21,09:19:25",10.1.1.6,0.36385416984558105,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640078366518743040,"2021-12-21,09:19:26",10.1.1.6,530,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640078366551630080,"2021-12-21,09:19:26",10.1.1.6,0.5639150142669678,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640078366855197952,"2021-12-21,09:19:26",10.1.1.6,300,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640078366892333056,"2021-12-21,09:19:26",10.1.1.6,0.3388490676879883,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640078367219665152,"2021-12-21,09:19:27",10.1.1.6,325,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640078367246403840,"2021-12-21,09:19:27",10.1.1.6,0.3527350425720215,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640078367643867904,"2021-12-21,09:19:27",10.1.1.6,390,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640078367662636032,"2021-12-21,09:19:27",10.1.1.6,0.4096951484680176,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640078368060602880,"2021-12-21,09:19:28",10.1.1.6,388,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640078368092189952,"2021-12-21,09:19:28",10.1.1.6,0.42022013664245605,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640078369305846016,"2021-12-21,09:19:29",10.1.1.6,356,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640078369428749056,"2021-12-21,09:19:29",10.1.1.6,0.4823031425476074,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640078370235171072,"2021-12-21,09:19:30",10.1.1.6,0.8030729293823242,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640078371429306112,"2021-12-21,09:19:31",10.1.1.6,1182,-0.230,-0.230,-0.230,0.000,0.000,0.000
1640078371490508032,"2021-12-21,09:19:31",10.1.1.6,1.2396719455718994,-0.230,-0.230,-0.230,0.000,0.000,0.000
1640078371951347968,"2021-12-21,09:19:31",10.1.1.6,455,-0.240,-0.240,-0.240,0.000,0.000,0.000
1640078371981956096,"2021-12-21,09:19:31",10.1.1.6,0.48581886291503906,-0.240,-0.240,-0.240,0.000,0.000,0.000
1640078372355973888,"2021-12-21,09:19:32",10.1.1.6,371,-0.250,-0.250,-0.250,0.000,0.000,0.000
1640078372418142208,"2021-12-21,09:19:32",10.1.1.6,0.4341721534729004,-0.250,-0.250,-0.250,0.000,0.000,0.000
1640078374243443968,"2021-12-21,09:19:33",10.1.1.6,0.7114360332489014,-0.260,-0.260,-0.260,0.000,0.000,0.000
1640078377874483968,"2021-12-21,09:19:36",10.1.1.6,1.6586699485778809,-0.270,-0.270,-0.270,0.000,0.000,0.000
1640078379659851008,"2021-12-21,09:19:39",10.1.1.6,1782,-0.280,-0.280,-0.280,0.000,0.000,0.000
1640078379700606976,"2021-12-21,09:19:39",10.1.1.6,1.823380947113037,-0.280,-0.280,-0.280,0.000,0.000,0.000
1640078380325010176,"2021-12-21,09:19:40",10.1.1.6,0.621859073638916,-0.290,-0.290,-0.290,0.000,0.000,0.000
1640078380350670080,"2021-12-21,09:19:40",10.1.1.6,641,-0.290,-0.290,-0.290,0.000,0.000,0.000
1640078380870418176,"2021-12-21,09:19:40",10.1.1.6,518,-0.300,-0.300,-0.300,0.000,0.000,0.000
1640078380901193984,"2021-12-21,09:19:40",10.1.1.6,0.5390210151672363,-0.300,-0.300,-0.300,0.000,0.000,0.000
1640078381964396032,"2021-12-21,09:19:41",10.1.1.6,1.0342731475830078,-0.310,-0.310,-0.310,0.000,0.000,0.000
1640078382052311808,"2021-12-21,09:19:42",10.1.1.6,1145,-0.310,-0.310,-0.310,0.000,0.000,0.000
1640078383110217216,"2021-12-21,09:19:43",10.1.1.6,1056,-0.320,-0.320,-0.320,0.000,0.000,0.000
1640078383128869888,"2021-12-21,09:19:43",10.1.1.6,1.075247049331665,-0.320,-0.320,-0.320,0.000,0.000,0.000
1640078383688806144,"2021-12-21,09:19:43",10.1.1.6,555,-0.330,-0.330,-0.330,0.000,0.000,0.000
1640078383728265984,"2021-12-21,09:19:43",10.1.1.6,0.5951459407806396,-0.330,-0.330,-0.330,0.000,0.000,0.000
1640078384108416000,"2021-12-21,09:19:44",10.1.1.6,377,-0.340,-0.340,-0.340,0.000,0.000,0.000
1640078384123131136,"2021-12-21,09:19:44",10.1.1.6,0.39269518852233887,-0.340,-0.340,-0.340,0.000,0.000,0.000
1640078384570605056,"2021-12-21,09:19:44",10.1.1.6,445,-0.350,-0.350,-0.350,0.000,0.000,0.000
1640078384602844928,"2021-12-21,09:19:44",10.1.1.6,0.47785282135009766,-0.350,-0.350,-0.350,0.000,0.000,0.000
1640078385004105216,"2021-12-21,09:19:45",10.1.1.6,394,-0.360,-0.360,-0.360,0.000,0.000,0.000
1640078385058403072,"2021-12-21,09:19:45",10.1.1.6,0.45392680168151855,-0.360,-0.360,-0.360,0.000,0.000,0.000
1640078385487232000,"2021-12-21,09:19:45",10.1.1.6,0.42597293853759766,-0.370,-0.370,-0.370,0.000,0.000,0.000
1640078386133511168,"2021-12-21,09:19:46",10.1.1.6,637,-0.380,-0.380,-0.380,0.000,0.000,0.000
1640078386178548992,"2021-12-21,09:19:46",10.1.1.6,0.6795570850372314,-0.380,-0.380,-0.380,0.000,0.000,0.000
1640078386707613952,"2021-12-21,09:19:46",10.1.1.6,505,-0.390,-0.390,-0.390,0.000,0.000,0.000
1640078386727990016,"2021-12-21,09:19:46",10.1.1.6,0.5260801315307617,-0.390,-0.390,-0.390,0.000,0.000,0.000
1640078387240067840,"2021-12-21,09:19:47",10.1.1.6,510,-0.400,-0.400,-0.400,0.000,0.000,0.000
1640078387260022016,"2021-12-21,09:19:47",10.1.1.6,0.5303628444671631,-0.400,-0.400,-0.400,0.000,0.000,0.000
1640078387786503168,"2021-12-21,09:19:47",10.1.1.6,0.5247478485107422,-0.410,-0.410,-0.410,0.000,0.000,0.000
1640078387786672128,"2021-12-21,09:19:47",10.1.1.6,502,-0.410,-0.410,-0.410,0.000,0.000,0.000
1640078388245390848,"2021-12-21,09:19:48",10.1.1.6,455,-0.420,-0.420,-0.420,0.000,0.000,0.000
1640078388297501952,"2021-12-21,09:19:48",10.1.1.6,0.5074231624603271,-0.420,-0.420,-0.420,0.000,0.000,0.000
1640078389083798016,"2021-12-21,09:19:49",10.1.1.6,0.7736868858337402,-0.430,-0.430,-0.430,0.000,0.000,0.000
1640078389084340992,"2021-12-21,09:19:49",10.1.1.6,774,-0.430,-0.430,-0.430,0.000,0.000,0.000
1640078389435311104,"2021-12-21,09:19:49",10.1.1.6,347,-0.440,-0.440,-0.440,0.000,0.000,0.000
1640078389487315968,"2021-12-21,09:19:49",10.1.1.6,0.39978694915771484,-0.440,-0.440,-0.440,0.000,0.000,0.000
1640078389875098112,"2021-12-21,09:19:49",10.1.1.6,385,-0.450,-0.450,-0.450,0.000,0.000,0.000
1640078389910393856,"2021-12-21,09:19:49",10.1.1.6,0.4205451011657715,-0.450,-0.450,-0.450,0.000,0.000,0.000
1640078390417613056,"2021-12-21,09:19:50",10.1.1.6,0.5038599967956543,-0.460,-0.460,-0.460,0.000,0.000,0.000
1640078391091784960,"2021-12-21,09:19:51",10.1.1.6,662,-0.470,-0.470,-0.470,0.000,0.000,0.000
1640078391134568960,"2021-12-21,09:19:51",10.1.1.6,0.7052431106567383,-0.470,-0.470,-0.470,0.000,0.000,0.000
1640078391484523008,"2021-12-21,09:19:51",10.1.1.6,348,-0.480,-0.480,-0.480,0.000,0.000,0.000
1640078391513283840,"2021-12-21,09:19:51",10.1.1.6,0.3769071102142334,-0.480,-0.480,-0.480,0.000,0.000,0.000
1640078391840289024,"2021-12-21,09:19:51",10.1.1.6,325,-0.490,-0.490,-0.490,0.000,0.000,0.000
1640078391875144960,"2021-12-21,09:19:51",10.1.1.6,0.3598508834838867,-0.490,-0.490,-0.490,0.000,0.000,0.000
1640078392212946944,"2021-12-21,09:19:52",10.1.1.6,335,-0.480,-0.480,-0.480,0.000,0.000,0.000
1640078392256133120,"2021-12-21,09:19:52",10.1.1.6,0.3792688846588135,-0.480,-0.480,-0.480,0.000,0.000,0.000
1640078392732027136,"2021-12-21,09:19:52",10.1.1.6,472,-0.470,-0.470,-0.470,0.000,0.000,0.000
1640078392764806912,"2021-12-21,09:19:52",10.1.1.6,0.5052039623260498,-0.470,-0.470,-0.470,0.000,0.000,0.000
1640078393144896000,"2021-12-21,09:19:53",10.1.1.6,378,-0.460,-0.460,-0.460,0.000,0.000,0.000
1640078393181460992,"2021-12-21,09:19:53",10.1.1.6,0.41540098190307617,-0.460,-0.460,-0.460,0.000,0.000,0.000
1640078393509308160,"2021-12-21,09:19:53",10.1.1.6,320,-0.450,-0.450,-0.450,0.000,0.000,0.000
1640078393545792000,"2021-12-21,09:19:53",10.1.1.6,0.3577768802642822,-0.450,-0.450,-0.450,0.000,0.000,0.000
