date,init_position,final_position,time
1,2022-01-26-16:36:14,-1,3,8.343366
2,2022-01-26-16:36:17,3,2,2.940150
3,2022-01-26-16:36:22,2,5,5.689946
4,2022-01-26-16:36:25,5,1,2.808406
5,2022-01-26-16:36:29,1,3,3.497142
6,2022-01-26-16:36:32,3,7,3.443214
7,2022-01-26-16:36:35,7,0,3.315973
8,2022-01-26-16:36:38,0,2,2.079348
9,2022-01-26-16:36:40,2,5,2.085287
10,2022-01-26-16:36:42,5,0,2.237748
11,2022-01-26-16:36:43,0,1,1.347099
12,2022-01-26-16:36:46,1,6,3.182920
13,2022-01-26-16:36:50,6,7,3.586256
14,2022-01-26-16:36:54,7,2,4.134199
15,2022-01-26-16:37:01,2,1,6.882627
16,2022-01-26-16:37:04,1,7,2.662086
17,2022-01-26-16:37:07,7,2,3.461345
18,2022-01-26-16:37:09,2,4,2.327251
19,2022-01-26-16:37:12,4,5,2.232049
20,2022-01-26-16:37:15,5,7,3.124296
21,2022-01-26-16:37:19,7,5,4.374914
22,2022-01-26-16:37:22,5,6,3.053098
23,2022-01-26-16:37:25,6,5,3.049252
24,2022-01-26-16:37:28,5,3,3.086219
25,2022-01-26-16:37:31,3,1,2.983515
26,2022-01-26-16:37:34,1,2,2.734787
27,2022-01-26-16:37:37,2,7,3.199483
28,2022-01-26-16:37:41,7,5,4.101298
29,2022-01-26-16:37:44,5,0,2.907478
30,2022-01-26-16:37:47,0,7,2.486337
31,2022-01-26-16:37:50,7,2,3.204605
32,2022-01-26-16:37:52,2,5,1.980077
33,2022-01-26-16:37:57,5,3,5.130381
34,2022-01-26-16:38:00,3,2,3.138000
35,2022-01-26-16:38:06,2,1,5.460776
36,2022-01-26-16:38:08,1,4,1.679518
37,2022-01-26-16:38:11,4,3,3.061898
38,2022-01-26-16:38:13,3,4,2.869240
39,2022-01-26-16:38:16,4,5,2.489835
40,2022-01-26-16:38:21,5,6,5.227930
41,2022-01-26-16:38:27,6,5,5.908013
42,2022-01-26-16:38:31,5,7,3.649766
43,2022-01-26-16:38:35,7,3,4.206264
44,2022-01-26-16:38:40,3,7,4.651970
45,2022-01-26-16:38:43,7,6,3.817633
46,2022-01-26-16:38:48,6,1,4.173317
47,2022-01-26-16:38:50,1,4,2.201973
48,2022-01-26-16:38:52,4,0,2.237922
49,2022-01-26-16:38:54,0,2,2.320460
50,2022-01-26-16:38:57,2,4,2.368131
51,2022-01-26-16:38:59,4,0,2.084848
52,2022-01-26-16:39:01,0,4,2.286627
53,2022-01-26-16:39:04,4,3,2.736788
54,2022-01-26-16:39:08,3,7,3.979944
55,2022-01-26-16:39:12,7,6,3.619497
56,2022-01-26-16:39:16,6,1,4.895573
57,2022-01-26-16:39:20,1,5,3.219173
58,2022-01-26-16:39:22,5,0,2.442210
59,2022-01-26-16:39:24,0,1,2.264086
60,2022-01-26-16:39:28,1,3,3.928602
61,2022-01-26-16:39:31,3,1,3.160143
62,2022-01-26-16:39:33,1,0,1.552139
63,2022-01-26-16:39:35,0,4,2.041042
64,2022-01-26-16:39:38,4,7,2.659963
65,2022-01-26-16:39:41,7,0,3.179898
66,2022-01-26-16:39:44,0,1,2.680411
67,2022-01-26-16:39:46,1,7,2.658167
68,2022-01-26-16:39:50,7,4,3.928259
69,2022-01-26-16:39:53,4,3,3.156772
70,2022-01-26-16:39:57,3,6,3.557573
71,2022-01-26-16:40:00,6,3,2.861161
72,2022-01-26-16:40:05,3,2,5.254600
73,2022-01-26-16:40:10,2,6,4.811150
74,2022-01-26-16:40:14,6,0,3.846780
75,2022-01-26-16:40:17,0,3,3.638529
76,2022-01-26-16:40:21,3,5,3.149100
77,2022-01-26-16:40:24,5,0,3.078632
78,2022-01-26-16:40:26,0,2,2.625816
79,2022-01-26-16:40:29,2,5,2.433748
80,2022-01-26-16:40:33,5,4,4.455891
81,2022-01-26-16:40:36,4,3,2.446745
82,2022-01-26-16:40:39,3,2,3.662009
83,2022-01-26-16:40:43,2,3,3.963350
84,2022-01-26-16:40:47,3,7,4.044313
85,2022-01-26-16:40:52,7,0,4.830601
86,2022-01-26-16:40:54,0,1,2.123276
87,2022-01-26-16:40:56,1,0,1.916820
88,2022-01-26-16:40:58,0,1,1.699974
89,2022-01-26-16:41:01,1,2,3.099068
90,2022-01-26-16:41:03,2,5,2.265744
91,2022-01-26-16:41:06,5,7,3.220163
92,2022-01-26-16:41:10,7,0,3.657560
93,2022-01-26-16:41:13,0,4,2.622671
94,2022-01-26-16:41:15,4,1,2.191538
95,2022-01-26-16:41:18,1,7,2.875572
96,2022-01-26-16:41:21,7,5,3.452925
97,2022-01-26-16:41:24,5,0,2.527923
98,2022-01-26-16:41:27,0,3,3.323934
99,2022-01-26-16:41:30,3,4,2.923535
100,2022-01-26-16:41:32,4,1,1.882295
101,2022-01-26-16:41:34,1,0,1.770807
102,2022-01-26-16:41:36,0,4,2.306286
103,2022-01-26-16:41:41,4,6,4.626143
104,2022-01-26-16:41:45,6,2,4.648128
105,2022-01-26-16:41:50,2,3,5.005477
106,2022-01-26-16:41:55,3,0,4.471895
107,2022-01-26-16:41:58,0,4,2.790459
108,2022-01-26-16:42:02,4,6,4.292025
109,2022-01-26-16:42:06,6,3,4.202795
110,2022-01-26-16:42:12,3,1,5.846129
111,2022-01-26-16:42:14,1,0,1.869447
112,2022-01-26-16:42:18,0,6,4.561180
113,2022-01-26-16:42:22,6,5,3.840528
114,2022-01-26-16:42:25,5,2,2.380249
115,2022-01-26-16:42:28,2,4,2.872944
116,2022-01-26-16:42:30,4,0,1.994941
117,2022-01-26-16:42:31,0,4,1.971042
118,2022-01-26-16:42:34,4,0,2.292621
119,2022-01-26-16:42:36,0,2,2.627463
120,2022-01-26-16:42:41,2,3,4.351843
121,2022-01-26-16:42:49,3,2,8.741882
122,2022-01-26-16:42:54,2,5,4.655038
123,2022-01-26-16:42:57,5,1,3.297755
124,2022-01-26-16:43:03,1,6,5.494998
125,2022-01-26-16:43:07,6,4,3.987790
126,2022-01-26-16:43:12,4,7,4.932929
127,2022-01-26-16:43:14,7,1,2.087241
128,2022-01-26-16:43:16,1,7,1.839772
129,2022-01-26-16:43:19,7,0,2.700208
130,2022-01-26-16:43:21,0,4,2.596343
131,2022-01-26-16:43:24,4,1,2.765041
132,2022-01-26-16:43:26,1,0,2.103937
133,2022-01-26-16:43:28,0,2,2.240543
134,2022-01-26-16:43:32,2,3,4.215861
135,2022-01-26-16:43:37,3,0,4.258773
136,2022-01-26-16:43:39,0,2,2.694891
137,2022-01-26-16:43:43,2,7,3.305725
138,2022-01-26-16:43:47,7,6,3.941593
139,2022-01-26-16:43:51,6,5,4.561957
140,2022-01-26-16:43:55,5,7,3.566502
141,2022-01-26-16:43:59,7,3,3.985315
142,2022-01-26-16:44:02,3,6,2.868093
143,2022-01-26-16:44:06,6,7,3.963620
144,2022-01-26-16:44:10,7,4,3.945256
145,2022-01-26-16:44:12,4,3,2.688713
146,2022-01-26-16:44:17,3,1,4.229403
147,2022-01-26-16:44:19,1,7,2.929419
148,2022-01-26-16:44:23,7,2,3.300114
149,2022-01-26-16:44:26,2,1,3.119149
150,2022-01-26-16:44:30,1,6,4.624424
151,2022-01-26-16:44:35,6,2,4.448415
152,2022-01-26-16:44:37,2,5,2.197864
153,2022-01-26-16:44:41,5,7,3.365137
154,2022-01-26-16:44:44,7,6,3.332046
155,2022-01-26-16:44:48,6,7,3.964958
156,2022-01-26-16:44:53,7,1,5.437737
157,2022-01-26-16:44:55,1,0,1.466003
158,2022-01-26-16:44:56,0,1,1.670416
159,2022-01-26-16:44:58,1,0,1.807106
160,2022-01-26-16:45:00,0,1,1.939602
161,2022-01-26-16:45:04,1,5,3.562787
162,2022-01-26-16:45:07,5,3,2.867203
163,2022-01-26-16:45:11,3,2,4.061079
164,2022-01-26-16:45:15,2,3,4.847880
165,2022-01-26-16:45:20,3,1,4.234531
166,2022-01-26-16:45:22,1,2,2.716985
167,2022-01-26-16:45:26,2,3,3.967860
168,2022-01-26-16:45:30,3,0,3.171932
169,2022-01-26-16:45:33,0,7,3.184085
170,2022-01-26-16:45:38,7,2,5.478683
171,2022-01-26-16:45:41,2,4,2.509735
172,2022-01-26-16:45:45,4,0,4.611545
173,2022-01-26-16:45:49,0,3,4.122165
174,2022-01-26-16:45:54,3,4,4.809943
175,2022-01-26-16:45:57,4,3,2.855271
176,2022-01-26-16:46:01,3,0,3.553738
177,2022-01-26-16:46:05,0,3,3.991191
178,2022-01-26-16:46:09,3,1,4.536627
179,2022-01-26-16:46:12,1,5,2.740954
180,2022-01-26-16:46:15,5,4,3.212454
181,2022-01-26-16:46:20,4,6,4.974920
182,2022-01-26-16:46:24,6,0,4.264674
