"iteration,date,init_position,final_position,time"
0,2022-01-28-06:17:50,-1,2,4.71398
1,2022-01-28-06:17:52,2,4,2.04423
2,2022-01-28-06:17:55,4,5,3.54136
3,2022-01-28-06:17:58,5,7,2.86908
4,2022-01-28-06:18:01,7,2,3.29444
5,2022-01-28-06:18:03,2,4,1.99046
6,2022-01-28-06:18:07,4,2,3.69573
7,2022-01-28-06:18:09,2,4,1.90643
8,2022-01-28-06:18:13,4,6,3.51057
9,2022-01-28-06:18:15,6,7,2.70579
10,2022-01-28-06:18:18,7,0,3.18334
11,2022-01-28-06:18:20,0,1,1.28415
12,2022-01-28-06:18:22,1,7,1.84179
13,2022-01-28-06:18:28,7,4,6.30900
14,2022-01-28-06:18:29,4,1,1.64377
15,2022-01-28-06:18:31,1,4,1.85122
16,2022-01-28-06:18:33,4,7,2.14542
17,2022-01-28-06:18:35,7,1,1.89869
18,2022-01-28-06:18:38,1,2,2.19131
19,2022-01-28-06:18:40,2,1,2.36916
20,2022-01-28-06:18:42,1,7,1.76972
21,2022-01-28-06:18:44,7,1,1.90560
22,2022-01-28-06:18:46,1,2,2.11289
23,2022-01-28-06:18:48,2,0,1.87177
24,2022-01-28-06:18:49,0,4,1.64979
25,2022-01-28-06:18:54,4,2,4.70491
26,2022-01-28-06:18:56,2,4,1.99379
27,2022-01-28-06:18:58,4,2,2.03688
28,2022-01-28-06:19:02,2,5,4.01320
29,2022-01-28-06:19:04,5,1,2.20115
30,2022-01-28-06:19:07,1,3,3.10823
31,2022-01-28-06:19:10,3,2,3.02545
32,2022-01-28-06:19:13,2,5,2.99633
33,2022-01-28-06:19:19,5,3,5.28979
34,2022-01-28-06:19:30,3,2,5.82133
35,2022-01-28-06:19:36,2,7,5.69083
36,2022-01-28-06:19:39,7,6,2.89104
37,2022-01-28-06:19:42,6,2,3.46935
38,2022-01-28-06:19:45,2,5,2.71758
39,2022-01-28-06:19:51,5,4,6.29073
40,2022-01-28-06:19:56,4,0,4.69660
41,2022-01-28-06:19:57,0,1,1.38912
42,2022-01-28-06:20:01,1,5,4.11626
43,2022-01-28-06:20:04,5,0,2.62646
44,2022-01-28-06:20:06,0,2,2.39480
45,2022-01-28-06:20:09,2,3,2.96416
46,2022-01-28-06:20:15,3,0,5.93256
47,2022-01-28-06:20:32,0,7,10.74493
48,2022-01-28-06:20:42,7,6,9.72563
49,2022-01-28-06:20:50,6,7,5.21717
50,2022-01-28-06:21:02,7,6,11.32858
51,2022-01-28-06:21:06,6,3,4.24124
52,2022-01-28-06:21:10,3,1,3.72289
53,2022-01-28-06:21:16,1,3,5.74994
54,2022-01-28-06:21:27,3,5,10.72958
55,2022-01-28-06:21:40,5,6,8.57370
56,2022-01-28-06:21:55,6,0,13.54668
57,2022-01-28-06:22:13,0,1,16.47954
58,2022-01-28-06:22:31,1,3,10.00275
59,2022-01-28-06:23:03,3,2,29.50633
60,2022-01-28-06:23:08,2,6,5.24649
61,2022-01-28-06:23:11,6,4,2.83044
62,2022-01-28-06:23:13,4,5,1.94817
63,2022-01-28-06:23:17,5,7,3.71371
64,2022-01-28-06:23:20,7,3,3.55120
65,2022-01-28-06:23:28,3,4,7.71444
66,2022-01-28-06:23:30,4,7,2.09661
67,2022-01-28-06:23:32,7,4,2.04646
68,2022-01-28-06:23:36,4,6,3.63294
69,2022-01-28-06:23:40,6,3,4.17535
70,2022-01-28-06:23:45,3,2,4.75330
71,2022-01-28-06:23:47,2,4,2.16637
72,2022-01-28-06:23:51,4,2,4.09196
73,2022-01-28-06:23:54,2,3,2.85173
74,2022-01-28-06:23:57,3,0,2.72106
75,2022-01-28-06:23:59,0,7,2.08783
76,2022-01-28-06:24:01,7,0,2.15313
77,2022-01-28-06:24:02,0,1,1.67968
78,2022-01-28-06:24:05,1,2,2.10313
79,2022-01-28-06:24:06,2,4,1.85722
80,2022-01-28-06:24:08,4,1,1.52732
81,2022-01-28-06:24:09,1,0,1.16301
82,2022-01-28-06:24:11,0,5,1.99988
83,2022-01-28-06:24:13,5,1,2.24080
84,2022-01-28-06:24:16,1,6,2.97272
85,2022-01-28-06:24:19,6,1,2.91403
86,2022-01-28-06:24:21,1,7,1.83925
87,2022-01-28-06:24:24,7,0,3.14025
88,2022-01-28-06:24:27,0,3,2.53405
89,2022-01-28-06:24:29,3,6,2.12258
90,2022-01-28-06:24:32,6,5,2.85381
91,2022-01-28-06:24:34,5,7,2.70237
92,2022-01-28-06:24:38,7,1,3.54842
93,2022-01-28-06:24:42,1,6,3.99262
94,2022-01-28-06:24:46,6,7,4.28040
95,2022-01-28-06:24:49,7,0,2.57375
96,2022-01-28-06:24:50,0,4,1.58926
97,2022-01-28-06:24:54,4,6,3.66498
98,2022-01-28-06:24:58,6,7,4.37849
99,2022-01-28-06:25:03,7,2,4.64082
100,2022-01-28-06:25:07,2,5,4.19820
101,2022-01-28-06:25:10,5,2,2.47088
102,2022-01-28-06:25:13,2,7,3.05440
103,2022-01-28-06:25:15,7,1,2.17514
104,2022-01-28-06:25:18,1,2,2.64547
105,2022-01-28-06:25:21,2,6,3.54582
106,2022-01-28-06:25:25,6,5,3.54701
107,2022-01-28-06:25:27,5,4,2.19246
108,2022-01-28-06:25:31,4,6,3.66874
109,2022-01-28-06:25:34,6,7,2.93371
110,2022-01-28-06:25:37,7,3,3.55298
111,2022-01-28-06:25:42,3,4,4.50772
112,2022-01-28-06:25:45,4,0,3.82341
113,2022-01-28-06:25:48,0,5,2.63046
114,2022-01-28-06:25:51,5,0,2.54590
115,2022-01-28-06:25:53,0,2,1.93445
116,2022-01-28-06:25:56,2,3,3.01784
117,2022-01-28-06:25:58,3,1,2.65759
118,2022-01-28-06:26:01,1,5,2.33163
119,2022-01-28-06:26:03,5,7,2.83854
120,2022-01-28-06:26:07,7,4,3.59868
121,2022-01-28-06:26:11,4,2,4.28524
122,2022-01-28-06:26:15,2,7,3.45119
123,2022-01-28-06:26:19,7,2,4.45704
124,2022-01-28-06:26:23,2,5,3.92391
125,2022-01-28-06:26:26,5,7,2.67143
126,2022-01-28-06:26:29,7,4,3.65956
127,2022-01-28-06:26:32,4,5,2.08826
128,2022-01-28-06:26:34,5,3,2.45037
129,2022-01-28-06:26:37,3,1,2.71103
130,2022-01-28-06:26:40,1,6,2.86574
131,2022-01-28-06:26:43,6,0,3.02276
132,2022-01-28-06:26:44,0,4,1.78761
133,2022-01-28-06:26:49,4,2,4.53815
134,2022-01-28-06:26:52,2,6,3.24692
135,2022-01-28-06:26:56,6,4,3.83169
136,2022-01-28-06:27:00,4,5,3.83698
137,2022-01-28-06:27:02,5,1,2.22586
138,2022-01-28-06:27:04,1,0,1.50902
139,2022-01-28-06:27:06,0,5,2.04140
140,2022-01-28-06:27:09,5,3,2.98193
141,2022-01-28-06:27:12,3,1,3.67259
142,2022-01-28-06:27:15,1,2,2.20495
143,2022-01-28-06:27:16,2,0,1.82687
144,2022-01-28-06:27:19,0,3,2.81613
145,2022-01-28-06:27:22,3,1,2.61591
146,2022-01-28-06:27:26,1,6,3.90370
147,2022-01-28-06:27:31,6,2,5.32539
148,2022-01-28-06:27:35,2,5,4.35825
149,2022-01-28-06:27:38,5,0,2.61181
150,2022-01-28-06:27:40,0,5,2.31614
151,2022-01-28-06:27:43,5,3,2.76521
152,2022-01-28-06:27:47,3,5,3.45901
153,2022-01-28-06:27:49,5,1,2.38079
154,2022-01-28-06:27:52,1,6,2.78922
