iteration,date,executiontime
1,2022-02-12-14:51:58,6.659095
2,2022-02-12-14:52:01,2.264954
3,2022-02-12-14:52:02,1.626592
4,2022-02-12-14:52:06,4.041110
5,2022-02-12-14:52:10,3.473594
6,2022-02-12-14:52:12,2.006318
7,2022-02-12-14:52:14,2.242887
8,2022-02-12-14:52:18,2.311995
9,2022-02-12-14:52:22,2.922024
10,2022-02-12-14:52:27,2.134856
11,2022-02-12-14:52:29,1.339453
12,2022-02-12-14:52:31,1.669489
13,2022-02-12-14:52:33,2.039892
14,2022-02-12-14:52:35,1.895972
15,2022-02-12-14:52:37,1.782686
16,2022-02-12-14:52:41,3.615613
17,2022-02-12-14:52:44,2.616513
18,2022-02-12-14:52:47,2.304499
19,2022-02-12-14:52:49,2.129975
20,2022-02-12-14:52:55,3.057797
21,2022-02-12-14:52:58,2.564346
22,2022-02-12-14:53:01,2.441503
23,2022-02-12-14:53:03,1.924918
24,2022-02-12-14:53:05,1.926822
25,2022-02-12-14:53:07,2.273220
26,2022-02-12-14:53:09,2.317085
27,2022-02-12-14:53:12,2.504848
28,2022-02-12-14:53:19,5.014140
29,2022-02-12-14:53:30,7.191013
30,2022-02-12-14:53:43,7.098769
31,2022-02-12-14:53:48,2.426770
32,2022-02-12-14:53:56,3.228696
33,2022-02-12-14:53:58,1.959262
34,2022-02-12-14:53:59,1.082361
35,2022-02-12-14:54:02,2.006001
36,2022-02-12-14:54:04,2.054056
37,2022-02-12-14:54:05,1.661646
38,2022-02-12-14:54:07,1.747708
39,2022-02-12-14:54:09,2.268183
40,2022-02-12-14:54:13,3.671093
41,2022-02-12-14:54:35,13.777287
42,2022-02-12-14:54:45,4.181671
43,2022-02-12-14:54:52,3.487391
44,2022-02-12-14:54:55,2.258355
45,2022-02-12-14:54:56,1.735554
46,2022-02-12-14:55:00,3.609614
47,2022-02-12-14:55:03,3.484292
48,2022-02-12-14:55:07,3.643215
49,2022-02-12-14:55:11,3.866262
50,2022-02-12-14:55:13,1.948926
51,2022-02-12-14:55:15,1.882862
52,2022-02-12-14:55:16,1.366412
53,2022-02-12-14:55:18,1.346412
54,2022-02-12-14:55:19,1.569250
55,2022-02-12-14:55:21,1.741098
56,2022-02-12-14:55:23,1.740551
57,2022-02-12-14:55:26,3.520234
58,2022-02-12-14:55:30,3.638864
59,2022-02-12-14:55:32,2.087055
60,2022-02-12-14:55:34,1.772371
61,2022-02-12-14:55:36,2.401480
62,2022-02-12-14:55:39,2.611161
63,2022-02-12-14:55:42,2.631079
64,2022-02-12-14:55:44,2.157125
65,2022-02-12-14:55:46,1.967959
66,2022-02-12-14:55:48,2.030249
67,2022-02-12-14:55:50,2.259223
68,2022-02-12-14:55:52,2.243162
69,2022-02-12-14:55:54,1.987946
70,2022-02-12-14:55:57,2.346736
71,2022-02-12-14:55:58,1.662677
72,2022-02-12-14:56:02,3.589953
73,2022-02-12-14:56:05,3.095378
74,2022-02-12-14:56:07,1.739020
75,2022-02-12-14:56:10,3.495359
76,2022-02-12-14:56:14,3.742027
77,2022-02-12-14:56:16,2.256384
78,2022-02-12-14:56:18,2.238006
79,2022-02-12-14:56:21,2.645087
80,2022-02-12-14:56:24,2.645587
81,2022-02-12-14:56:26,2.141819
82,2022-02-12-14:56:28,2.202276
83,2022-02-12-14:56:30,2.204039
84,2022-02-12-14:56:32,1.579130
85,2022-02-12-14:56:34,1.732716
86,2022-02-12-14:56:35,1.561082
87,2022-02-12-14:56:37,2.148091
88,2022-02-12-14:56:39,2.157690
89,2022-02-12-14:56:41,1.892260
90,2022-02-12-14:56:45,3.526406
91,2022-02-12-14:56:49,3.896088
92,2022-02-12-14:56:50,1.757369
93,2022-02-12-14:56:52,1.102068
94,2022-02-12-14:56:54,2.263662
95,2022-02-12-14:56:56,2.216487
96,2022-02-12-14:56:59,3.128971
97,2022-02-12-14:57:03,3.725010
98,2022-02-12-14:57:05,2.179680
99,2022-02-12-14:57:07,1.753171
100,2022-02-12-14:57:09,1.979077
101,2022-02-12-14:57:11,1.683021
102,2022-02-12-14:57:12,1.724381
103,2022-02-12-14:57:14,1.954783
104,2022-02-12-14:57:16,2.089027
105,2022-02-12-14:57:20,3.921301
106,2022-02-12-14:57:24,3.863013
107,2022-02-12-14:57:26,2.245109
108,2022-02-12-14:57:28,1.943386
109,2022-02-12-14:57:30,1.645755
110,2022-02-12-14:57:32,2.102815
111,2022-02-12-14:57:34,2.434811
112,2022-02-12-14:57:36,1.888941
113,2022-02-12-14:57:38,1.822002
114,2022-02-12-14:57:40,1.357677
115,2022-02-12-14:57:42,2.000655
116,2022-02-12-14:57:43,1.924469
117,2022-02-12-14:57:45,1.324365
118,2022-02-12-14:57:47,2.257103
119,2022-02-12-14:57:51,3.677923
120,2022-02-12-14:57:54,3.526715
121,2022-02-12-14:57:56,2.158510
122,2022-02-12-14:57:59,2.600672
123,2022-02-12-14:58:01,2.034701
124,2022-02-12-14:58:02,1.347239
125,2022-02-12-14:58:04,1.538969
126,2022-02-12-14:58:07,3.445969
127,2022-02-12-14:58:11,3.130930
128,2022-02-12-14:58:13,1.945027
129,2022-02-12-14:58:15,2.436726
130,2022-02-12-14:58:17,2.477613
131,2022-02-12-14:58:19,1.734802
132,2022-02-12-14:58:23,3.973715
133,2022-02-12-14:58:27,3.478157
134,2022-02-12-14:58:30,3.512463
135,2022-02-12-14:58:34,3.604699
136,2022-02-12-14:58:36,1.998203
137,2022-02-12-14:58:38,1.820960
138,2022-02-12-14:58:41,3.514272
139,2022-02-12-14:58:44,3.127140
140,2022-02-12-14:58:46,1.962356
141,2022-02-12-14:58:48,1.926587
142,2022-02-12-14:58:50,2.259111
143,2022-02-12-14:58:54,3.941360
144,2022-02-12-14:58:58,3.899674
145,2022-02-12-14:59:00,2.287265
146,2022-02-12-14:59:02,1.819805
147,2022-02-12-14:59:04,1.729273
148,2022-02-12-14:59:06,2.178431
149,2022-02-12-14:59:08,2.145283
150,2022-02-12-14:59:10,1.983069
151,2022-02-12-14:59:12,1.907426
152,2022-02-12-14:59:14,1.819271
153,2022-02-12-14:59:16,2.241587
154,2022-02-12-14:59:18,1.892664
155,2022-02-12-14:59:21,2.625104
156,2022-02-12-14:59:23,2.653670
157,2022-02-12-14:59:25,1.729930
158,2022-02-12-14:59:27,2.244695
159,2022-02-12-14:59:30,2.152686
160,2022-02-12-14:59:31,1.903039
161,2022-02-12-14:59:34,2.578512
162,2022-02-12-14:59:36,1.576190
163,2022-02-12-14:59:38,2.591808
164,2022-02-12-14:59:42,4.067349
165,2022-02-12-14:59:46,3.900574
166,2022-02-12-14:59:50,3.954088
167,2022-02-12-14:59:54,4.090111
168,2022-02-12-14:59:57,2.609016
169,2022-02-12-14:59:59,2.213337
