"iteration,date,init_position,final_position,time"
0,2022-01-28-02:21:30,-1,3,3.08466
1,2022-01-28-02:21:32,3,5,2.23100
2,2022-01-28-02:21:34,5,4,1.82319
3,2022-01-28-02:21:36,4,5,1.90024
4,2022-01-28-02:21:39,5,7,2.75243
5,2022-01-28-02:21:43,7,6,4.10370
6,2022-01-28-02:21:47,6,1,3.67945
7,2022-01-28-02:21:49,1,3,2.29188
8,2022-01-28-02:21:51,3,7,2.21375
9,2022-01-28-02:21:54,7,5,2.70411
10,2022-01-28-02:21:56,5,3,2.25430
11,2022-01-28-02:21:59,3,2,2.63182
12,2022-01-28-02:22:01,2,1,2.14684
13,2022-01-28-02:22:02,1,4,1.36206
14,2022-01-28-02:22:04,4,7,1.97481
15,2022-01-28-02:22:06,7,1,1.79598
16,2022-01-28-02:22:08,1,3,2.30507
17,2022-01-28-02:22:11,3,2,2.65610
18,2022-01-28-02:22:13,2,4,1.90173
19,2022-01-28-02:22:15,4,2,1.84519
20,2022-01-28-02:22:17,2,0,1.75289
21,2022-01-28-02:22:19,0,5,1.93717
22,2022-01-28-02:22:20,5,2,1.65041
23,2022-01-28-02:22:22,2,5,1.54537
24,2022-01-28-02:22:24,5,7,2.69092
25,2022-01-28-02:22:26,7,4,1.93715
26,2022-01-28-02:22:28,4,7,1.90797
27,2022-01-28-02:22:32,7,6,4.06149
28,2022-01-28-02:22:36,6,0,3.49770
29,2022-01-28-02:22:37,0,1,1.10186
30,2022-01-28-02:22:39,1,5,1.99342
31,2022-01-28-02:22:41,5,3,2.29304
32,2022-01-28-02:22:44,3,0,2.44564
33,2022-01-28-02:22:47,0,6,3.50991
34,2022-01-28-02:22:51,6,5,3.44741
35,2022-01-28-02:22:53,5,3,2.31355
36,2022-01-28-02:22:55,3,4,2.25678
37,2022-01-28-02:22:57,4,1,1.43762
38,2022-01-28-02:22:58,1,4,1.34567
39,2022-01-28-02:22:59,4,1,1.42794
40,2022-01-28-02:23:01,1,5,1.96358
41,2022-01-28-02:23:04,5,7,2.66283
42,2022-01-28-02:23:06,7,1,1.74873
43,2022-01-28-02:23:08,1,2,2.04332
44,2022-01-28-02:23:10,2,4,1.86740
45,2022-01-28-02:23:12,4,7,1.95152
46,2022-01-28-02:23:13,7,1,1.83121
47,2022-01-28-02:23:16,1,3,2.45785
48,2022-01-28-02:23:18,3,4,2.25273
49,2022-01-28-02:23:20,4,1,1.38730
50,2022-01-28-02:23:21,1,0,1.13886
51,2022-01-28-02:23:23,0,5,1.99522
52,2022-01-28-02:23:25,5,4,1.86531
53,2022-01-28-02:23:26,4,0,1.76997
54,2022-01-28-02:23:29,0,3,2.47380
55,2022-01-28-02:23:31,3,4,2.24346
56,2022-01-28-02:23:32,4,1,1.39236
57,2022-01-28-02:23:34,1,0,1.29329
58,2022-01-28-02:23:35,0,4,1.71767
59,2022-01-28-02:23:38,4,5,2.10429
60,2022-01-28-02:23:40,5,7,2.70345
61,2022-01-28-02:23:43,7,2,2.72651
62,2022-01-28-02:23:46,2,3,2.73736
63,2022-01-28-02:23:49,3,2,2.89427
64,2022-01-28-02:23:51,2,4,1.96351
65,2022-01-28-02:23:52,4,5,1.83254
66,2022-01-28-02:23:56,5,6,3.15000
67,2022-01-28-02:23:59,6,0,3.56843
68,2022-01-28-02:24:01,0,4,1.62578
69,2022-01-28-02:24:04,4,6,3.57705
70,2022-01-28-02:24:07,6,5,3.10753
71,2022-01-28-02:24:10,5,3,2.29324
72,2022-01-28-02:24:12,3,0,2.41936
73,2022-01-28-02:24:14,0,2,1.82463
74,2022-01-28-02:24:16,2,4,1.84903
75,2022-01-28-02:24:19,4,6,3.56472
76,2022-01-28-02:24:23,6,1,3.75607
77,2022-01-28-02:24:25,1,2,2.20308
78,2022-01-28-02:24:27,2,0,1.84535
79,2022-01-28-02:24:29,0,7,2.06992
80,2022-01-28-02:24:32,7,2,2.67443
81,2022-01-28-02:24:35,2,3,2.61203
82,2022-01-28-02:24:37,3,7,2.19264
83,2022-01-28-02:24:41,7,6,4.11317
84,2022-01-28-02:24:44,6,2,3.14780
85,2022-01-28-02:24:47,2,7,2.65129
86,2022-01-28-02:24:51,7,6,4.11917
87,2022-01-28-02:24:54,6,4,3.61933
88,2022-01-28-02:24:57,4,3,2.22930
89,2022-01-28-02:25:00,3,6,3.78226
90,2022-01-28-02:25:05,6,7,4.15030
91,2022-01-28-02:25:07,7,5,2.63955
92,2022-01-28-02:25:09,5,2,1.57488
93,2022-01-28-02:25:12,2,6,3.18460
94,2022-01-28-02:25:15,6,5,3.15961
95,2022-01-28-02:25:18,5,7,2.67718
96,2022-01-28-02:25:22,7,6,4.14471
97,2022-01-28-02:25:25,6,5,3.16914
98,2022-01-28-02:25:28,5,7,2.71394
99,2022-01-28-02:25:30,7,3,2.23107
100,2022-01-28-02:25:32,3,4,2.25765
101,2022-01-28-02:25:34,4,5,1.88522
102,2022-01-28-02:25:37,5,3,2.29495
103,2022-01-28-02:25:39,3,1,2.45717
104,2022-01-28-02:25:43,1,6,3.62747
105,2022-01-28-02:25:46,6,4,3.64289
106,2022-01-28-02:25:49,4,3,2.30120
107,2022-01-28-02:25:51,3,4,2.18818
108,2022-01-28-02:25:53,4,2,1.83490
109,2022-01-28-02:25:56,2,6,3.21183
110,2022-01-28-02:25:59,6,2,3.13789
111,2022-01-28-02:26:01,2,1,2.05549
112,2022-01-28-02:26:03,1,5,2.00400
113,2022-01-28-02:26:05,5,3,2.26920
114,2022-01-28-02:26:08,3,2,2.72381
115,2022-01-28-02:26:10,2,0,1.77399
116,2022-01-28-02:26:12,0,3,2.55908
117,2022-01-28-02:26:15,3,4,2.22906
118,2022-01-28-02:26:17,4,5,1.93470
119,2022-01-28-02:26:18,5,2,1.63271
