timestamp,date,init_position,final_position,latency
1643877124832993024,2022-02-03-08:32:04,-1,5,1409
1643877128258035968,2022-02-03-08:32:08,-1,7,3424
1643877132479175168,2022-02-03-08:32:12,-1,2,4220
1643877132680145920,2022-02-03-08:32:12,-1,2,200
1643877138919513856,2022-02-03-08:32:18,-1,0,6239
1643877144769164032,2022-02-03-08:32:24,-1,3,5849
1643877151826494976,2022-02-03-08:32:31,-1,2,7056
1643877155045350144,2022-02-03-08:32:35,-1,4,3218
1643877159087283968,2022-02-03-08:32:39,-1,3,4041
1643877164539856896,2022-02-03-08:32:44,-1,8,5452
1643877164741184000,2022-02-03-08:32:44,-1,8,200
1643877166751374848,2022-02-03-08:32:46,-1,1,2009
1643877170174107904,2022-02-03-08:32:50,-1,3,3422
1643877173594563840,2022-02-03-08:32:53,-1,1,3420
1643877175002095872,2022-02-03-08:32:55,-1,6,1407
1643877179643897088,2022-02-03-08:32:59,-1,9,4641
1643877183875479040,2022-02-03-08:33:03,-1,2,4230
1643877188098059776,2022-02-03-08:33:08,-1,7,4222
1643877193341032960,2022-02-03-08:33:13,-1,3,5242
1643877196160012032,2022-02-03-08:33:16,-1,0,2818
1643877200592133888,2022-02-03-08:33:20,-1,7,4431
1643877205625847040,2022-02-03-08:33:25,-1,3,5033
1643877209254086144,2022-02-03-08:33:29,-1,1,3627
1643877211676118016,2022-02-03-08:33:31,-1,4,2421
1643877215100332032,2022-02-03-08:33:35,-1,2,3423
1643877218318664960,2022-02-03-08:33:38,-1,4,3218
1643877218521224960,2022-02-03-08:33:38,-1,4,202
1643877218722728960,2022-02-03-08:33:38,-1,4,201
1643877221540862208,2022-02-03-08:33:41,-1,5,2817
1643877226981142016,2022-02-03-08:33:46,-1,2,5439
1643877233218255872,2022-02-03-08:33:53,-1,0,6236
1643877233419866112,2022-02-03-08:33:53,-1,0,201
1643877236046341888,2022-02-03-08:33:56,-1,1,2626
1643877241274255104,2022-02-03-08:34:01,-1,5,5227
1643877243087141888,2022-02-03-08:34:03,-1,3,1812
1643877248532845056,2022-02-03-08:34:08,-1,8,5445
1643877251959988992,2022-02-03-08:34:11,-1,5,3426
1643877259003761920,2022-02-03-08:34:19,-1,7,7043
1643877261820941056,2022-02-03-08:34:21,-1,9,2816
1643877264239581952,2022-02-03-08:34:24,-1,0,2418
1643877264441043968,2022-02-03-08:34:24,-1,0,201
1643877266860444160,2022-02-03-08:34:26,-1,1,2419
1643877270281965056,2022-02-03-08:34:30,-1,3,3421
1643877272091710208,2022-02-03-08:34:32,-1,5,1809
1643877278729015040,2022-02-03-08:34:38,-1,7,6636
1643877283763443968,2022-02-03-08:34:43,-1,3,5034
1643877286990075136,2022-02-03-08:34:46,-1,9,3226
1643877289616760064,2022-02-03-08:34:49,-1,0,2626
1643877295851012864,2022-02-03-08:34:55,-1,8,6233
1643877308129539072,2022-02-03-08:35:08,-1,2,12278
1643877310140680960,2022-02-03-08:35:10,-1,8,2010
1643877314570578176,2022-02-03-08:35:14,-1,0,4429
1643877320408535040,2022-02-03-08:35:20,-1,9,5837
1643877323226228992,2022-02-03-08:35:23,-1,7,2817
1643877326056893952,2022-02-03-08:35:26,-1,9,2830
1643877327665410048,2022-02-03-08:35:27,-1,5,1608
1643877331903092992,2022-02-03-08:35:31,-1,1,4237
1643877335327742976,2022-02-03-08:35:35,-1,9,3424
1643877337145148160,2022-02-03-08:35:37,-1,4,1817
1643877340160049920,2022-02-03-08:35:40,-1,0,3014
1643877342580056064,2022-02-03-08:35:42,-1,6,2419
1643877344999283968,2022-02-03-08:35:44,-1,4,2418
1643877345200930048,2022-02-03-08:35:45,-1,4,201
1643877347612977152,2022-02-03-08:35:47,-1,1,2411
1643877347814335232,2022-02-03-08:35:47,-1,1,201
1643877352041979136,2022-02-03-08:35:52,-1,5,4227
1643877354256418816,2022-02-03-08:35:54,-1,4,2213
1643877356673048064,2022-02-03-08:35:56,-1,1,2416
1643877359088968960,2022-02-03-08:35:59,-1,4,2415
1643877362320606976,2022-02-03-08:36:02,-1,7,3231
1643877362522136832,2022-02-03-08:36:02,-1,7,201
1643877365761145088,2022-02-03-08:36:05,-1,4,3238
1643877369807014912,2022-02-03-08:36:09,-1,3,4045
1643877370008627968,2022-02-03-08:36:10,-1,3,201
1643877377060756992,2022-02-03-08:36:17,-1,2,7051
1643877381086255104,2022-02-03-08:36:21,-1,1,4025
1643877383511815168,2022-02-03-08:36:23,-1,4,2425
1643877385932069120,2022-02-03-08:36:25,-1,1,2419
1643877391372612864,2022-02-03-08:36:31,-1,7,5440
1643877391574578944,2022-02-03-08:36:31,-1,7,201
1643877396610949120,2022-02-03-08:36:36,-1,6,5034
1643877399643837952,2022-02-03-08:36:39,-1,0,3032
1643877405479254016,2022-02-03-08:36:45,-1,3,5835
1643877409311068928,2022-02-03-08:36:49,-1,4,3831
1643877412329783808,2022-02-03-08:36:52,-1,0,3018
1643877414756809984,2022-02-03-08:36:54,-1,9,2426
1643877417580844032,2022-02-03-08:36:57,-1,7,2823
1643877421007832064,2022-02-03-08:37:01,-1,5,3426
1643877424442942976,2022-02-03-08:37:04,-1,7,3434
1643877428671976192,2022-02-03-08:37:08,-1,2,4228
1643877428874022912,2022-02-03-08:37:08,-1,2,201
1643877434310811136,2022-02-03-08:37:14,-1,5,5436
1643877437741275904,2022-02-03-08:37:17,-1,7,3430
1643877442790669056,2022-02-03-08:37:22,-1,6,5048
1643877445811417088,2022-02-03-08:37:25,-1,0,3020
1643877448225890048,2022-02-03-08:37:28,-1,6,2413
1643877453072852992,2022-02-03-08:37:33,-1,9,4846
1643877455892891904,2022-02-03-08:37:35,-1,7,2819
1643877458712800000,2022-02-03-08:37:38,-1,9,2819
1643877458914073856,2022-02-03-08:37:38,-1,9,200
1643877462943366144,2022-02-03-08:37:42,-1,2,4028
1643877463144439808,2022-02-03-08:37:43,-1,2,200
1643877468585112064,2022-02-03-08:37:48,-1,5,5440
1643877473028219904,2022-02-03-08:37:53,-1,9,4442
1643877476248388096,2022-02-03-08:37:56,-1,3,3219
1643877479472680192,2022-02-03-08:37:59,-1,9,3223
1643877487923970048,2022-02-03-08:38:07,-1,8,8450
1643877491342366976,2022-02-03-08:38:11,-1,5,3418
1643877495768014080,2022-02-03-08:38:15,-1,6,4425
1643877500804733952,2022-02-03-08:38:20,-1,9,5036
1643877503622298112,2022-02-03-08:38:23,-1,7,2817
1643877507856580096,2022-02-03-08:38:27,-1,2,4233
1643877509867330048,2022-02-03-08:38:29,-1,8,2010
1643877512088599040,2022-02-03-08:38:32,-1,1,2220
1643877515509764864,2022-02-03-08:38:35,-1,3,3420
1643877518727031040,2022-02-03-08:38:38,-1,9,3216
1643877527181898240,2022-02-03-08:38:47,-1,8,8454
1643877532412359936,2022-02-03-08:38:52,-1,3,5230
1643877539652762880,2022-02-03-08:38:59,-1,2,7240
1643877545099863040,2022-02-03-08:39:05,-1,6,5446
1643877552143686144,2022-02-03-08:39:12,-1,8,7043
1643877555566407936,2022-02-03-08:39:15,-1,6,3422
1643877560603451904,2022-02-03-08:39:20,-1,9,5036
1643877563420867072,2022-02-03-08:39:23,-1,7,2816
1643877568053512960,2022-02-03-08:39:28,-1,8,4632
1643877571477217024,2022-02-03-08:39:31,-1,6,3423
1643877574514426112,2022-02-03-08:39:34,-1,3,3035
1643877578355820032,2022-02-03-08:39:38,-1,4,3840
1643877578557010944,2022-02-03-08:39:38,-1,4,200
1643877581383842048,2022-02-03-08:39:41,-1,5,2826
1643877588444081920,2022-02-03-08:39:48,-1,8,7059
1643877600748003840,2022-02-03-08:40:00,-1,2,12303
1643877607005455872,2022-02-03-08:40:07,-1,0,6257
1643877614881309952,2022-02-03-08:40:14,-1,7,7875
1643877619146888960,2022-02-03-08:40:19,-1,2,4264
1643877622377690112,2022-02-03-08:40:22,-1,4,3230
1643877624808553984,2022-02-03-08:40:24,-1,1,2430
1643877633296603904,2022-02-03-08:40:33,-1,8,8486
1643877645644455936,2022-02-03-08:40:45,-1,2,12347
1643877645851003904,2022-02-03-08:40:45,-1,2,206
1643877647871684096,2022-02-03-08:40:47,-1,8,2020
1643877651501020928,2022-02-03-08:40:51,-1,5,3629
1643877656952666112,2022-02-03-08:40:56,-1,2,5451
1643877658966528768,2022-02-03-08:40:58,-1,8,2013
1643877660575506944,2022-02-03-08:41:00,-1,4,1608
1643877664823162112,2022-02-03-08:41:04,-1,3,4247
1643877668046771968,2022-02-03-08:41:08,-1,9,3223
1643877671071062016,2022-02-03-08:41:11,-1,7,3023
1643877671272089856,2022-02-03-08:41:11,-1,7,200
1643877675522656000,2022-02-03-08:41:15,-1,2,4249
1643877677535695104,2022-02-03-08:41:17,-1,8,2012
1643877681167661056,2022-02-03-08:41:21,-1,5,3631
1643877688237822976,2022-02-03-08:41:28,-1,8,7069
1643877693491055104,2022-02-03-08:41:33,-1,3,5252
1643877698732860928,2022-02-03-08:41:38,-1,7,5241
1643877698934245120,2022-02-03-08:41:38,-1,7,201
1643877703976589056,2022-02-03-08:41:43,-1,3,5041
1643877707203008768,2022-02-03-08:41:47,-1,6,3226
1643877712238816000,2022-02-03-08:41:52,-1,7,5035
1643877715059042816,2022-02-03-08:41:55,-1,9,2819
1643877715260687104,2022-02-03-08:41:55,-1,9,201
1643877718087078144,2022-02-03-08:41:58,-1,7,2826
1643877723520937984,2022-02-03-08:42:03,-1,1,5433
1643877725134224896,2022-02-03-08:42:05,-1,6,1612
1643877725335702784,2022-02-03-08:42:05,-1,6,201
1643877727760101120,2022-02-03-08:42:07,-1,0,2422
1643877732594566144,2022-02-03-08:42:12,-1,4,4834
1643877741667539968,2022-02-03-08:42:21,-1,8,9072
1643877744282414848,2022-02-03-08:42:24,-1,9,2614
1643877744484904960,2022-02-03-08:42:24,-1,9,202
1643877747104363008,2022-02-03-08:42:27,-1,0,2619
1643877749734304000,2022-02-03-08:42:29,-1,6,2629
1643877756587451904,2022-02-03-08:42:36,-1,8,6852
1643877760014915840,2022-02-03-08:42:40,-1,6,3427
1643877764857139200,2022-02-03-08:42:44,-1,3,4841
1643877767678898176,2022-02-03-08:42:47,-1,0,2821
1643877770105278976,2022-02-03-08:42:50,-1,9,2425
1643877778370801920,2022-02-03-08:42:58,-1,8,8264
1643877781798240000,2022-02-03-08:43:01,-1,6,3427
1643877784824075008,2022-02-03-08:43:04,-1,3,3025
1643877789860645888,2022-02-03-08:43:09,-1,8,5035
1643877790061876992,2022-02-03-08:43:10,-1,8,200
1643877794693797120,2022-02-03-08:43:14,-1,7,4631
1643877798112560896,2022-02-03-08:43:18,-1,5,3418
1643877802946734848,2022-02-03-08:43:22,-1,3,4833
1643877810406327040,2022-02-03-08:43:30,-1,2,7459
1643877817657720064,2022-02-03-08:43:37,-1,3,7251
1643877817861079040,2022-02-03-08:43:37,-1,3,202
1643877819679731968,2022-02-03-08:43:39,-1,5,1818
1643877824509829120,2022-02-03-08:43:44,-1,1,4829
1643877829950252032,2022-02-03-08:43:49,-1,7,5440
1643877835188904960,2022-02-03-08:43:55,-1,3,5238
1643877838811878912,2022-02-03-08:43:58,-1,1,3622
1643877843041420032,2022-02-03-08:44:03,-1,2,4229
1643877850284115968,2022-02-03-08:44:10,-1,3,7242
1643877854317022208,2022-02-03-08:44:14,-1,4,4032
1643877857541248000,2022-02-03-08:44:17,-1,7,3223
1643877861968663808,2022-02-03-08:44:21,-1,0,4427
1643877868411796992,2022-02-03-08:44:28,-1,2,6442
1643877868618259968,2022-02-03-08:44:28,-1,2,206
1643877872645186816,2022-02-03-08:44:32,-1,1,4026
1643877878092583936,2022-02-03-08:44:38,-1,7,5446
1643877883528517888,2022-02-03-08:44:43,-1,1,5435
1643877886146347008,2022-02-03-08:44:46,-1,0,2617
1643877892795028992,2022-02-03-08:44:52,-1,5,6648
1643877899645245952,2022-02-03-08:44:59,-1,7,6849
1643877904285170944,2022-02-03-08:45:04,-1,8,4639
1643877907712378112,2022-02-03-08:45:07,-1,5,3426
1643877912556397056,2022-02-03-08:45:12,-1,3,4843
1643877917798583040,2022-02-03-08:45:17,-1,8,5241
1643877922444505856,2022-02-03-08:45:22,-1,7,4645
1643877925666594048,2022-02-03-08:45:25,-1,4,3221
1643877928077918976,2022-02-03-08:45:28,-1,5,2410
1643877933116579072,2022-02-03-08:45:33,-1,9,5038
1643877933318658048,2022-02-03-08:45:33,-1,9,201
1643877933522056192,2022-02-03-08:45:33,-1,9,202
1643877937158857216,2022-02-03-08:45:37,-1,1,3636
1643877940588236032,2022-02-03-08:45:40,-1,3,3429
1643877944630381056,2022-02-03-08:45:44,-1,4,4041
1643877947054765824,2022-02-03-08:45:47,-1,1,2424
1643877952486243072,2022-02-03-08:45:52,-1,7,5431
1643877956921255168,2022-02-03-08:45:56,-1,0,4434
1643877962963803136,2022-02-03-08:46:02,-1,8,6042
1643877966385858048,2022-02-03-08:46:06,-1,5,3421
1643877970816397824,2022-02-03-08:46:10,-1,6,4430
1643877976655631104,2022-02-03-08:46:16,-1,4,5838
1643877978467463936,2022-02-03-08:46:18,-1,9,1811
1643877980277287936,2022-02-03-08:46:20,-1,5,1809
1643877987137861120,2022-02-03-08:46:27,-1,8,6860
1643877989753362944,2022-02-03-08:46:29,-1,9,2615
1643877992779524096,2022-02-03-08:46:32,-1,6,3025
1643877997818497024,2022-02-03-08:46:37,-1,9,5038
1643877999630567168,2022-02-03-08:46:39,-1,4,1811
1643878003654283008,2022-02-03-08:46:43,-1,3,4023
1643878008889754112,2022-02-03-08:46:48,-1,8,5235
1643878012312859136,2022-02-03-08:46:52,-1,5,3422
1643878017151890944,2022-02-03-08:46:57,-1,3,4837
1643878020373321984,2022-02-03-08:47:00,-1,6,3220
1643878022997746944,2022-02-03-08:47:02,-1,4,2624
1643878025414035200,2022-02-03-08:47:05,-1,1,2415
1643878033872647168,2022-02-03-08:47:13,-1,8,8458
1643878037907473920,2022-02-03-08:47:17,-1,4,4034
1643878039728660224,2022-02-03-08:47:19,-1,9,1820
1643878041339216896,2022-02-03-08:47:21,-1,5,1610
1643878046390083072,2022-02-03-08:47:26,-1,9,5050
1643878050620003840,2022-02-03-08:47:30,-1,2,4228
1643878050823613952,2022-02-03-08:47:30,-1,2,202
1643878056271258112,2022-02-03-08:47:36,-1,5,5447
1643878059695569920,2022-02-03-08:47:39,-1,7,3423
1643878064324858880,2022-02-03-08:47:44,-1,8,4628
1643878067753037056,2022-02-03-08:47:47,-1,6,3427
1643878069166541056,2022-02-03-08:47:49,-1,1,1413
1643878072590089984,2022-02-03-08:47:52,-1,3,3423
1643878075412167936,2022-02-03-08:47:55,-1,0,2821
1643878078225800960,2022-02-03-08:47:58,-1,3,2813
1643878081456108032,2022-02-03-08:48:01,-1,9,3229
1643878084684474880,2022-02-03-08:48:04,-1,3,3227
1643878087705164800,2022-02-03-08:48:07,-1,6,3020
1643878087906508032,2022-02-03-08:48:07,-1,6,201
1643878089721122048,2022-02-03-08:48:09,-1,1,1814
1643878091134462208,2022-02-03-08:48:11,
