"iteration,date,init_position,final_position,time"
0,2022-01-28-02:21:31,-1,2,2.87481
1,2022-01-28-02:21:33,2,7,2.65375
2,2022-01-28-02:21:35,7,3,2.25614
3,2022-01-28-02:21:38,3,1,2.32932
4,2022-01-28-02:21:41,1,6,3.72927
5,2022-01-28-02:21:45,6,5,3.20042
6,2022-01-28-02:21:47,5,0,1.95167
7,2022-01-28-02:21:49,0,3,2.45268
8,2022-01-28-02:21:52,3,2,2.67766
9,2022-01-28-02:21:54,2,4,1.83198
10,2022-01-28-02:21:55,4,0,1.62606
11,2022-01-28-02:21:57,0,4,1.60997
12,2022-01-28-02:21:59,4,7,1.95532
13,2022-01-28-02:22:01,7,3,2.35089
14,2022-01-28-02:22:04,3,2,2.66685
15,2022-01-28-02:22:05,2,5,1.67990
16,2022-01-28-02:22:07,5,2,1.58818
17,2022-01-28-02:22:10,2,7,2.62322
18,2022-01-28-02:22:14,7,6,4.09527
19,2022-01-28-02:22:17,6,4,3.46799
20,2022-01-28-02:22:19,4,0,1.59066
21,2022-01-28-02:22:21,0,3,2.47816
22,2022-01-28-02:22:25,3,6,3.95067
23,2022-01-28-02:22:28,6,2,3.14890
24,2022-01-28-02:22:31,2,7,2.62621
25,2022-01-28-02:22:33,7,4,1.89294
26,2022-01-28-02:22:35,4,0,1.61493
27,2022-01-28-02:22:36,0,4,1.54551
28,2022-01-28-02:22:38,4,7,1.92441
29,2022-01-28-02:22:41,7,2,2.63749
30,2022-01-28-02:22:44,2,6,3.18890
31,2022-01-28-02:22:47,6,5,3.15244
32,2022-01-28-02:22:49,5,2,1.55899
33,2022-01-28-02:22:52,2,6,3.13260
34,2022-01-28-02:22:55,6,1,3.64435
35,2022-01-28-02:22:58,1,3,2.25745
36,2022-01-28-02:23:01,3,6,3.69993
37,2022-01-28-02:23:05,6,0,3.62200
38,2022-01-28-02:23:08,0,6,3.54546
39,2022-01-28-02:23:12,6,2,3.18684
40,2022-01-28-02:23:13,2,5,1.64599
41,2022-01-28-02:23:16,5,7,2.63181
42,2022-01-28-02:23:18,7,3,2.21321
43,2022-01-28-02:23:20,3,5,2.25531
44,2022-01-28-02:23:22,5,4,1.82987
45,2022-01-28-02:23:24,4,1,1.36728
46,2022-01-28-02:23:26,1,3,2.29452
47,2022-01-28-02:23:28,3,7,2.18949
48,2022-01-28-02:23:30,7,1,1.75484
49,2022-01-28-02:23:31,1,4,1.46131
50,2022-01-28-02:23:33,4,2,1.82602
51,2022-01-28-02:23:35,2,1,2.11550
52,2022-01-28-02:23:38,1,3,2.27778
53,2022-01-28-02:23:40,3,1,2.32470
54,2022-01-28-02:23:42,1,7,1.82688
55,2022-01-28-02:23:44,7,0,2.06458
56,2022-01-28-02:23:46,0,3,2.54225
57,2022-01-28-02:23:49,3,5,2.31026
58,2022-01-28-02:23:52,5,6,3.22675
59,2022-01-28-02:23:55,6,5,3.15079
60,2022-01-28-02:23:57,5,2,1.58141
61,2022-01-28-02:23:58,2,5,1.58283
62,2022-01-28-02:24:00,5,0,1.99599
63,2022-01-28-02:24:02,0,2,1.80094
64,2022-01-28-02:24:04,2,1,2.10676
65,2022-01-28-02:24:05,1,0,1.11058
66,2022-01-28-02:24:07,0,2,1.81514
67,2022-01-28-02:24:10,2,6,3.16133
68,2022-01-28-02:24:13,6,5,3.16924
69,2022-01-28-02:24:15,5,0,2.00264
70,2022-01-28-02:24:17,0,5,1.98412
71,2022-01-28-02:24:19,5,2,1.65083
72,2022-01-28-02:24:22,2,7,2.69797
73,2022-01-28-02:24:23,7,1,1.74575
74,2022-01-28-02:24:25,1,4,1.39241
75,2022-01-28-02:24:27,4,3,2.19965
76,2022-01-28-02:24:30,3,2,2.61965
77,2022-01-28-02:24:33,2,6,3.16417
78,2022-01-28-02:24:36,6,5,3.15718
79,2022-01-28-02:24:39,5,6,3.14496
80,2022-01-28-02:24:43,6,0,3.54703
81,2022-01-28-02:24:44,0,4,1.62823
82,2022-01-28-02:24:48,4,6,3.54080
83,2022-01-28-02:24:52,6,7,4.17502
84,2022-01-28-02:24:55,7,2,2.61891
85,2022-01-28-02:24:57,2,1,2.05586
86,2022-01-28-02:24:59,1,3,2.34554
87,2022-01-28-02:25:01,3,5,2.29580
88,2022-01-28-02:25:03,5,2,1.61108
89,2022-01-28-02:25:05,2,4,1.88219
90,2022-01-28-02:25:07,4,3,2.24612
91,2022-01-28-02:25:09,3,4,2.20436
92,2022-01-28-02:25:11,4,5,1.82586
93,2022-01-28-02:25:13,5,0,1.99010
94,2022-01-28-02:25:14,0,1,1.28567
95,2022-01-28-02:25:16,1,4,1.46754
96,2022-01-28-02:25:18,4,2,1.91102
97,2022-01-28-02:25:20,2,1,2.11672
98,2022-01-28-02:25:23,1,6,3.60220
99,2022-01-28-02:25:28,6,7,4.15046
100,2022-01-28-02:25:30,7,3,2.21630
101,2022-01-28-02:25:32,3,0,2.40087
102,2022-01-28-02:25:34,0,4,1.58141
103,2022-01-28-02:25:36,4,7,2.00177
104,2022-01-28-02:25:38,7,3,2.23445
105,2022-01-28-02:25:40,3,1,2.26971
