timestamp,date,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1644926756766755072,2022-02-15-12:05:56,10.1.1.6,4,-0.100,-0.100,-0.100,0.000,-0.000,-0.000
1644926756847832832,2022-02-15-12:05:56,10.1.1.6,34,-0.090,-0.090,-0.090,0.000,0.000,0.000
1644926756887249920,2022-02-15-12:05:56,10.1.1.6,22,-0.080,-0.080,-0.080,0.000,0.000,0.000
1644926756946115072,2022-02-15-12:05:56,10.1.1.6,31,-0.070,-0.070,-0.070,0.000,0.000,0.000
1644926756985941760,2022-02-15-12:05:56,10.1.1.6,21,-0.060,-0.060,-0.060,0.000,0.000,0.000
1644926757045953024,2022-02-15-12:05:57,10.1.1.6,29,-0.050,-0.050,-0.050,0.000,0.000,0.000
1644926757106436864,2022-02-15-12:05:57,10.1.1.6,39,-0.040,-0.040,-0.040,0.000,0.000,0.000
1644926757146502912,2022-02-15-12:05:57,10.1.1.6,28,-0.030,-0.030,-0.030,0.000,0.000,0.000
1644926757206317056,2022-02-15-12:05:57,10.1.1.6,35,-0.020,-0.020,-0.020,0.000,0.000,0.000
1644926757246684160,2022-02-15-12:05:57,10.1.1.6,24,-0.010,-0.010,-0.010,0.000,0.000,0.000
1644926757306958080,2022-02-15-12:05:57,10.1.1.6,33,0.000,0.000,0.000,0.000,0.000,0.000
1644926757346230016,2022-02-15-12:05:57,10.1.1.6,23,0.010,0.010,0.010,0.000,0.000,0.000
1644926757405718016,2022-02-15-12:05:57,10.1.1.6,32,0.020,0.020,0.020,0.000,0.000,0.000
1644926757446270976,2022-02-15-12:05:57,10.1.1.6,22,0.030,0.030,0.030,0.000,0.000,0.000
1644926757506127104,2022-02-15-12:05:57,10.1.1.6,31,0.040,0.040,0.040,0.000,0.000,0.000
1644926757547015936,2022-02-15-12:05:57,10.1.1.6,22,0.050,0.050,0.050,0.000,0.000,0.000
1644926757606936064,2022-02-15-12:05:57,10.1.1.6,30,0.060,0.060,0.060,0.000,0.000,0.000
1644926757646135040,2022-02-15-12:05:57,10.1.1.6,19,0.070,0.070,0.070,0.000,0.000,0.000
1644926757707392000,2022-02-15-12:05:57,10.1.1.6,29,0.080,0.080,0.080,0.000,0.000,0.000
1644926757767651072,2022-02-15-12:05:57,10.1.1.6,38,0.090,0.090,0.090,0.000,0.000,0.000
1644926757806153984,2022-02-15-12:05:57,10.1.1.6,27,0.100,0.100,0.100,0.000,0.000,0.000
1644926757866582016,2022-02-15-12:05:57,10.1.1.6,36,0.090,0.090,0.090,0.000,0.000,0.000
1644926757907987200,2022-02-15-12:05:57,10.1.1.6,26,0.080,0.080,0.080,0.000,0.000,0.000
1644926757966748928,2022-02-15-12:05:57,10.1.1.6,35,0.070,0.070,0.070,0.000,0.000,0.000
1644926758006918912,2022-02-15-12:05:58,10.1.1.6,24,0.060,0.060,0.060,0.000,0.000,0.000
1644926758066339072,2022-02-15-12:05:58,10.1.1.6,34,0.050,0.050,0.050,0.000,0.000,0.000
1644926758106319872,2022-02-15-12:05:58,10.1.1.6,22,0.040,0.040,0.040,0.000,0.000,0.000
1644926758166676992,2022-02-15-12:05:58,10.1.1.6,32,0.030,0.030,0.030,0.000,0.000,0.000
1644926758207258112,2022-02-15-12:05:58,10.1.1.6,22,0.020,0.020,0.020,0.000,0.000,0.000
1644926758266801152,2022-02-15-12:05:58,10.1.1.6,31,0.010,0.010,0.010,0.000,0.000,0.000
1644926758307096064,2022-02-15-12:05:58,10.1.1.6,21,0.000,0.000,0.000,0.000,0.000,0.000
1644926758366453760,2022-02-15-12:05:58,10.1.1.6,30,-0.010,-0.010,-0.010,0.000,0.000,0.000
1644926758406392064,2022-02-15-12:05:58,10.1.1.6,19,-0.019,-0.019,-0.019,0.000,0.000,0.000
1644926758467104000,2022-02-15-12:05:58,10.1.1.6,28,-0.030,-0.030,-0.030,0.000,0.000,0.000
1644926758527128064,2022-02-15-12:05:58,10.1.1.6,38,-0.040,-0.040,-0.040,0.000,0.000,0.000
1644926758567761920,2022-02-15-12:05:58,10.1.1.6,27,-0.050,-0.050,-0.050,0.000,0.000,0.000
1644926758626928128,2022-02-15-12:05:58,10.1.1.6,36,-0.060,-0.060,-0.060,0.000,0.000,0.000
1644926758667063040,2022-02-15-12:05:58,10.1.1.6,25,-0.070,-0.070,-0.070,0.000,0.000,0.000
1644926758726710016,2022-02-15-12:05:58,10.1.1.6,35,-0.080,-0.080,-0.080,0.000,0.000,0.000
1644926758766580224,2022-02-15-12:05:58,10.1.1.6,24,-0.090,-0.090,-0.090,0.000,0.000,0.000
1644926758826916096,2022-02-15-12:05:58,10.1.1.6,34,-0.100,-0.100,-0.100,0.000,0.000,0.000
1644926758865329920,2022-02-15-12:05:58,10.1.1.6,23,-0.090,-0.090,-0.090,0.000,0.000,0.000
1644926758926354944,2022-02-15-12:05:58,10.1.1.6,33,-0.080,-0.080,-0.080,0.000,0.000,0.000
1644926758966454016,2022-02-15-12:05:58,10.1.1.6,21,-0.070,-0.070,-0.070,0.000,0.000,0.000
1644926759026226944,2022-02-15-12:05:59,10.1.1.6,30,-0.060,-0.060,-0.060,0.000,0.000,0.000
1644926759066518016,2022-02-15-12:05:59,10.1.1.6,19,-0.051,-0.051,-0.051,0.000,0.000,0.000
1644926759127137024,2022-02-15-12:05:59,10.1.1.6,28,-0.040,-0.040,-0.040,0.000,0.000,0.000
