"iteration,date,init_position,final_position,time"
0,2022-01-27-21:24:44,-1,2,3.10073
1,2022-01-27-21:24:47,2,7,2.74669
2,2022-01-27-21:24:49,7,3,2.32074
3,2022-01-27-21:24:53,3,1,3.66498
4,2022-01-27-21:24:57,1,6,3.73749
5,2022-01-27-21:25:01,6,5,4.20776
6,2022-01-27-21:25:03,5,0,2.06726
7,2022-01-27-21:25:05,0,3,2.49761
8,2022-01-27-21:25:08,3,2,2.90285
9,2022-01-27-21:25:10,2,4,1.84744
10,2022-01-27-21:25:12,4,0,1.61033
11,2022-01-27-21:25:13,0,4,1.54309
12,2022-01-27-21:25:15,4,7,1.88284
13,2022-01-27-21:25:18,7,3,2.80492
14,2022-01-27-21:25:21,3,2,2.71963
15,2022-01-27-21:25:23,2,5,2.76122
16,2022-01-27-21:25:25,5,2,1.60209
17,2022-01-27-21:25:28,2,7,2.69666
18,2022-01-27-21:25:33,7,6,5.42812
19,2022-01-27-21:25:38,6,4,4.61279
20,2022-01-27-21:25:40,4,0,2.27496
21,2022-01-27-21:25:51,0,3,11.01381
22,2022-01-27-21:26:20,3,6,10.49744
23,2022-01-27-21:26:23,6,2,3.38218
24,2022-01-27-21:26:26,2,7,2.68089
25,2022-01-27-21:26:28,7,4,2.10778
26,2022-01-27-21:26:30,4,0,1.60474
27,2022-01-27-21:26:31,0,4,1.62793
28,2022-01-27-21:26:33,4,7,2.13673
29,2022-01-27-21:26:36,7,2,2.83519
30,2022-01-27-21:26:39,2,6,3.22359
31,2022-01-27-21:26:43,6,5,3.16877
32,2022-01-27-21:26:44,5,2,1.71687
33,2022-01-27-21:26:48,2,6,3.35190
34,2022-01-27-21:26:51,6,1,3.57849
35,2022-01-27-21:26:54,1,3,2.31504
36,2022-01-27-21:26:57,3,6,3.76804
37,2022-01-27-21:27:01,6,0,3.74758
38,2022-01-27-21:27:05,0,6,3.92474
39,2022-01-27-21:27:08,6,2,3.13341
40,2022-01-27-21:27:10,2,5,1.58027
41,2022-01-27-21:27:12,5,7,2.73731
42,2022-01-27-21:27:15,7,3,2.25654
43,2022-01-27-21:27:17,3,5,2.27656
44,2022-01-27-21:27:19,5,4,1.85169
45,2022-01-27-21:27:20,4,1,1.37949
46,2022-01-27-21:27:23,1,3,2.32777
47,2022-01-27-21:27:25,3,7,2.19307
48,2022-01-27-21:27:26,7,1,1.70934
49,2022-01-27-21:27:28,1,4,1.31769
50,2022-01-27-21:27:30,4,2,1.91554
51,2022-01-27-21:27:32,2,1,2.03466
52,2022-01-27-21:27:34,1,3,2.44676
53,2022-01-27-21:27:37,3,1,2.33378
54,2022-01-27-21:27:38,1,7,1.79835
55,2022-01-27-21:27:40,7,0,2.00291
56,2022-01-27-21:27:43,0,3,2.59980
57,2022-01-27-21:27:45,3,5,2.29259
58,2022-01-27-21:27:49,5,6,3.24956
59,2022-01-27-21:27:52,6,5,3.13198
60,2022-01-27-21:27:53,5,2,1.60556
61,2022-01-27-21:27:55,2,5,1.67687
62,2022-01-27-21:27:57,5,0,1.97061
63,2022-01-27-21:27:59,0,2,1.81164
64,2022-01-27-21:28:01,2,1,2.05144
65,2022-01-27-21:28:02,1,0,1.36221
66,2022-01-27-21:28:04,0,2,1.78806
67,2022-01-27-21:28:07,2,6,3.15453
68,2022-01-27-21:28:10,6,5,3.12324
69,2022-01-27-21:28:12,5,0,1.98015
70,2022-01-27-21:28:14,0,5,2.02031
71,2022-01-27-21:28:16,5,2,1.57609
72,2022-01-27-21:28:19,2,7,2.75337
73,2022-01-27-21:28:20,7,1,1.73641
74,2022-01-27-21:28:22,1,4,1.39666
75,2022-01-27-21:28:24,4,3,2.24750
76,2022-01-27-21:28:27,3,2,2.76309
77,2022-01-27-21:28:30,2,6,3.19398
78,2022-01-27-21:28:33,6,5,3.19491
79,2022-01-27-21:28:36,5,6,3.22440
80,2022-01-27-21:28:40,6,0,3.49139
81,2022-01-27-21:28:41,0,4,1.70120
82,2022-01-27-21:28:45,4,6,3.54045
83,2022-01-27-21:28:49,6,7,4.07269
84,2022-01-27-21:28:52,7,2,2.69779
85,2022-01-27-21:28:54,2,1,2.06990
86,2022-01-27-21:28:56,1,3,2.37032
87,2022-01-27-21:28:59,3,5,2.33349
88,2022-01-27-21:29:00,5,2,1.67064
89,2022-01-27-21:29:02,2,4,1.90298
90,2022-01-27-21:29:04,4,3,2.32283
91,2022-01-27-21:29:07,3,4,2.14410
92,2022-01-27-21:29:08,4,5,1.79641
93,2022-01-27-21:29:10,5,0,1.97671
94,2022-01-27-21:29:12,0,1,1.22347
95,2022-01-27-21:29:13,1,4,1.36846
96,2022-01-27-21:29:15,4,2,1.88174
97,2022-01-27-21:29:17,2,1,2.11837
98,2022-01-27-21:29:21,1,6,3.77116
99,2022-01-27-21:29:25,6,7,4.13877
100,2022-01-27-21:29:27,7,3,2.37889
101,2022-01-27-21:29:30,3,0,2.69096
102,2022-01-27-21:29:32,0,4,1.54488
103,2022-01-27-21:29:34,4,7,1.98727
104,2022-01-27-21:29:36,7,3,2.17030
105,2022-01-27-21:29:38,3,1,2.35921
106,2022-01-27-21:29:40,1,3,2.43470
107,2022-01-27-21:29:44,3,6,3.77268
108,2022-01-27-21:29:48,6,1,3.65709
109,2022-01-27-21:29:50,1,5,2.03892
110,2022-01-27-21:29:52,5,1,2.02943
111,2022-01-27-21:29:54,1,2,2.24356
112,2022-01-27-21:29:57,2,3,2.66467
113,2022-01-27-21:30:00,3,2,2.78481
114,2022-01-27-21:30:01,2,5,1.61763
115,2022-01-27-21:30:03,5,1,2.02249
116,2022-01-27-21:30:05,1,4,1.50011
117,2022-01-27-21:30:07,4,3,2.51294
118,2022-01-27-21:30:10,3,4,2.23962
119,2022-01-27-21:30:11,4,0,1.62778
120,2022-01-27-21:30:13,0,5,2.26614
121,2022-01-27-21:30:15,5,2,1.77461
122,2022-01-27-21:30:18,2,7,2.65076
123,2022-01-27-21:30:20,7,4,2.07768
124,2022-01-27-21:30:22,4,1,1.55686
125,2022-01-27-21:30:24,1,2,2.16552
126,2022-01-27-21:30:26,2,3,2.76149
127,2022-01-27-21:30:29,3,2,2.80737
128,2022-01-27-21:30:31,2,1,2.17261
129,2022-01-27-21:30:34,1,3,2.46233
130,2022-01-27-21:30:37,3,2,2.70082
131,2022-01-27-21:30:39,2,3,2.79700
132,2022-01-27-21:30:43,3,6,3.76267
133,2022-01-27-21:30:47,6,7,4.15982
134,2022-01-27-21:30:49,7,1,1.78230
135,2022-01-27-21:30:51,1,7,1.80124
136,2022-01-27-21:30:55,7,6,4.13574
137,2022-01-27-21:30:58,6,2,3.27870
