iteration,date,executiontime
1,2022-02-15-08:04:13,2.809461
2,2022-02-15-08:04:14,1.323611
3,2022-02-15-08:04:17,2.739277
4,2022-02-15-08:04:20,3.044593
5,2022-02-15-08:04:22,2.223326
6,2022-02-15-08:04:24,1.630038
7,2022-02-15-08:04:27,2.728501
8,2022-02-15-08:04:30,2.993924
9,2022-02-15-08:04:31,1.627087
10,2022-02-15-08:04:33,1.821190
11,2022-02-15-08:04:35,2.019788
12,2022-02-15-08:04:37,1.947401
13,2022-02-15-08:04:39,1.984334
14,2022-02-15-08:04:40,1.325500
15,2022-02-15-08:04:42,1.926895
16,2022-02-15-08:04:44,1.679011
17,2022-02-15-08:04:45,1.082840
18,2022-02-15-08:04:47,1.551272
19,2022-02-15-08:04:48,1.369141
20,2022-02-15-08:04:52,3.703702
21,2022-02-15-08:04:55,3.195031
22,2022-02-15-08:04:59,4.320581
23,2022-02-15-08:05:02,3.318495
24,2022-02-15-08:05:05,2.649412
25,2022-02-15-08:05:07,1.521116
26,2022-02-15-08:05:09,2.243965
27,2022-02-15-08:05:11,2.248147
28,2022-02-15-08:05:13,1.628013
29,2022-02-15-08:05:15,1.995204
30,2022-02-15-08:05:17,1.960674
31,2022-02-15-08:05:19,2.344612
32,2022-02-15-08:05:21,2.295676
33,2022-02-15-08:05:25,3.328645
34,2022-02-15-08:05:27,2.671565
35,2022-02-15-08:05:30,2.780086
36,2022-02-15-08:05:35,4.480406
37,2022-02-15-08:05:36,1.834201
38,2022-02-15-08:05:40,3.970040
39,2022-02-15-08:05:42,1.987487
40,2022-02-15-08:05:44,1.745286
41,2022-02-15-08:05:46,1.950121
42,2022-02-15-08:05:49,2.646823
43,2022-02-15-08:05:51,2.085040
44,2022-02-15-08:05:53,2.644765
45,2022-02-15-08:05:56,2.444068
46,2022-02-15-08:05:59,3.491197
47,2022-02-15-08:06:02,3.065037
48,2022-02-15-08:06:05,2.093972
49,2022-02-15-08:06:08,3.118322
50,2022-02-15-08:06:12,3.941312
51,2022-02-15-08:06:16,4.216655
52,2022-02-15-08:06:19,3.151826
53,2022-02-15-08:06:23,3.694291
54,2022-02-15-08:06:25,1.924326
55,2022-02-15-08:06:28,3.151448
56,2022-02-15-08:06:32,4.072597
57,2022-02-15-08:06:34,1.862856
58,2022-02-15-08:06:35,1.626822
59,2022-02-15-08:06:37,1.988287
60,2022-02-15-08:06:40,2.566810
61,2022-02-15-08:06:42,2.593095
62,2022-02-15-08:06:46,3.224914
63,2022-02-15-08:06:49,3.160117
64,2022-02-15-08:06:52,3.408806
65,2022-02-15-08:06:54,1.724097
66,2022-02-15-08:06:56,2.120407
67,2022-02-15-08:06:59,2.286843
68,2022-02-15-08:07:01,2.559066
69,2022-02-15-08:07:05,3.396268
70,2022-02-15-08:07:06,1.743618
71,2022-02-15-08:07:08,1.484532
72,2022-02-15-08:07:10,2.091490
73,2022-02-15-08:07:12,2.294134
74,2022-02-15-08:07:15,2.491928
75,2022-02-15-08:07:17,1.932008
76,2022-02-15-08:07:20,2.740934
77,2022-02-15-08:07:23,3.751431
78,2022-02-15-08:07:27,4.130446
79,2022-02-15-08:07:29,1.985182
80,2022-02-15-08:07:31,1.539732
81,2022-02-15-08:07:33,1.813895
82,2022-02-15-08:07:35,1.796210
83,2022-02-15-08:07:36,1.330884
84,2022-02-15-08:07:40,3.647372
85,2022-02-15-08:07:42,2.621252
86,2022-02-15-08:07:46,3.659392
87,2022-02-15-08:07:48,2.258560
88,2022-02-15-08:07:50,1.973158
89,2022-02-15-08:07:52,1.955157
90,2022-02-15-08:07:54,1.773082
91,2022-02-15-08:07:56,1.785488
92,2022-02-15-08:07:59,3.659959
93,2022-02-15-08:08:02,3.141765
94,2022-02-15-08:08:04,1.716220
95,2022-02-15-08:08:06,1.779852
96,2022-02-15-08:08:08,2.228688
97,2022-02-15-08:08:10,2.223554
98,2022-02-15-08:08:12,1.984814
99,2022-02-15-08:08:14,1.713861
100,2022-02-15-08:08:16,2.250724
101,2022-02-15-08:08:18,2.227498
102,2022-02-15-08:08:22,3.136783
103,2022-02-15-08:08:25,3.285350
104,2022-02-15-08:08:27,1.885762
105,2022-02-15-08:08:29,1.928033
106,2022-02-15-08:08:31,2.030808
107,2022-02-15-08:08:33,1.885476
108,2022-02-15-08:08:34,1.724868
109,2022-02-15-08:08:37,2.591525
110,2022-02-15-08:08:40,2.664412
111,2022-02-15-08:08:42,2.219061
112,2022-02-15-08:08:46,3.864097
113,2022-02-15-08:08:49,3.462165
114,2022-02-15-08:08:51,1.917031
115,2022-02-15-08:08:53,1.950126
116,2022-02-15-08:08:55,1.967173
117,2022-02-15-08:08:57,2.032839
118,2022-02-15-08:08:59,1.728902
119,2022-02-15-08:09:00,1.482819
120,2022-02-15-08:09:03,2.592368
121,2022-02-15-08:09:06,3.236134
122,2022-02-15-08:09:08,1.679567
123,2022-02-15-08:09:10,2.129695
124,2022-02-15-08:09:12,2.603859
125,2022-02-15-08:09:15,2.019661
126,2022-02-15-08:09:18,3.729281
127,2022-02-15-08:09:21,3.225824
128,2022-02-15-08:09:25,3.523530
129,2022-02-15-08:09:27,1.786759
130,2022-02-15-08:09:29,2.618378
131,2022-02-15-08:09:33,3.197365
132,2022-02-15-08:09:34,1.305543
133,2022-02-15-08:09:35,1.091590
134,2022-02-15-08:09:37,1.519858
135,2022-02-15-08:09:38,1.315682
136,2022-02-15-08:09:40,1.989596
137,2022-02-15-08:09:42,2.007688
138,2022-02-15-08:09:43,1.620227
139,2022-02-15-08:09:46,2.198352
140,2022-02-15-08:09:48,2.090397
141,2022-02-15-08:09:50,1.826688
142,2022-02-15-08:09:51,1.521382
143,2022-02-15-08:09:53,1.723347
144,2022-02-15-08:09:55,2.238013
145,2022-02-15-08:09:57,1.927189
146,2022-02-15-08:10:00,2.883361
147,2022-02-15-08:10:04,3.763718
148,2022-02-15-08:10:07,3.425538
149,2022-02-15-08:10:10,3.129842
150,2022-02-15-08:10:14,4.078194
151,2022-02-15-08:10:17,2.332987
152,2022-02-15-08:10:18,1.779015
153,2022-02-15-08:10:21,2.232093
154,2022-02-15-08:10:24,3.193210
155,2022-02-15-08:10:27,3.291233
156,2022-02-15-08:10:29,1.719877
157,2022-02-15-08:10:31,1.720598
158,2022-02-15-08:10:34,3.557008
159,2022-02-15-08:10:38,3.959369
160,2022-02-15-08:10:39,1.077886
161,2022-02-15-08:10:41,1.518589
162,2022-02-15-08:10:44,3.492777
163,2022-02-15-08:10:48,3.590155
164,2022-02-15-08:10:49,1.721368
165,2022-02-15-08:10:51,1.944980
166,2022-02-15-08:10:55,3.895241
167,2022-02-15-08:10:59,3.527235
168,2022-02-15-08:11:02,3.526984
169,2022-02-15-08:11:06,4.037921
170,2022-02-15-08:11:09,2.332392
171,2022-02-15-08:11:11,2.119261
172,2022-02-15-08:11:13,2.389789
173,2022-02-15-08:11:16,2.382435
174,2022-02-15-08:11:18,1.927822
175,2022-02-15-08:11:20,2.595890
176,2022-02-15-08:11:23,2.544162
177,2022-02-15-08:11:25,2.634706
178,2022-02-15-08:11:29,3.199092
179,2022-02-15-08:11:32,3.065382
180,2022-02-15-08:11:34,1.984128
181,2022-02-15-08:11:36,2.052549
182,2022-02-15-08:11:39,3.275798
183,2022-02-15-08:11:42,3.328387
184,2022-02-15-08:11:44,2.086147
185,2022-02-15-08:11:47,3.158347
186,2022-02-15-08:11:51,3.567850
187,2022-02-15-08:11:53,1.881358
188,2022-02-15-08:11:55,1.953133
189,2022-02-15-08:11:59,3.997406
190,2022-02-15-08:12:02,3.532160
191,2022-02-15-08:12:04,1.622186
192,2022-02-15-08:12:06,2.293925
193,2022-02-15-08:12:09,2.563292
194,2022-02-15-08:12:11,2.021745
195,2022-02-15-08:12:13,1.985060
196,2022-02-15-08:12:16,2.828649
197,2022-02-15-08:12:18,2.589980
198,2022-02-15-08:12:22,3.289688
199,2022-02-15-08:12:24,2.023854
200,2022-02-15-08:12:26,2.660380
