iteration,date,executiontime
1,2022-02-15-08:04:13,2.492778
2,2022-02-15-08:04:16,2.221902
3,2022-02-15-08:04:17,1.617545
4,2022-02-15-08:04:21,3.668870
5,2022-02-15-08:04:25,3.948320
6,2022-02-15-08:04:27,1.716824
7,2022-02-15-08:04:29,2.218173
8,2022-02-15-08:04:30,1.620901
9,2022-02-15-08:04:32,2.018576
10,2022-02-15-08:04:34,1.933230
11,2022-02-15-08:04:36,1.317778
12,2022-02-15-08:04:37,1.678122
13,2022-02-15-08:04:39,2.030675
14,2022-02-15-08:04:41,1.716284
15,2022-02-15-08:04:43,1.729689
16,2022-02-15-08:04:45,1.713703
17,2022-02-15-08:04:47,2.675814
18,2022-02-15-08:04:49,2.085698
19,2022-02-15-08:04:53,3.742807
20,2022-02-15-08:04:57,3.524217
21,2022-02-15-08:04:59,2.021320
22,2022-02-15-08:05:01,2.300394
23,2022-02-15-08:05:03,1.793251
24,2022-02-15-08:05:05,1.974828
25,2022-02-15-08:05:07,2.309786
26,2022-02-15-08:05:09,2.253055
27,2022-02-15-08:05:12,2.418903
28,2022-02-15-08:05:14,2.005306
29,2022-02-15-08:05:18,4.005609
30,2022-02-15-08:05:21,3.304777
31,2022-02-15-08:05:23,2.285416
32,2022-02-15-08:05:26,2.217443
33,2022-02-15-08:05:28,1.962729
34,2022-02-15-08:05:29,1.039975
35,2022-02-15-08:05:30,1.798615
36,2022-02-15-08:05:34,3.952808
37,2022-02-15-08:05:38,3.971890
38,2022-02-15-08:05:40,1.609198
39,2022-02-15-08:05:42,2.226740
40,2022-02-15-08:05:45,2.699727
41,2022-02-15-08:05:47,2.588310
42,2022-02-15-08:05:50,2.597413
43,2022-02-15-08:05:53,2.655174
44,2022-02-15-08:05:56,3.366757
45,2022-02-15-08:05:59,3.261184
46,2022-02-15-08:06:03,3.612371
47,2022-02-15-08:06:06,3.476672
48,2022-02-15-08:06:10,3.452846
49,2022-02-15-08:06:14,3.959328
50,2022-02-15-08:06:16,1.882869
51,2022-02-15-08:06:18,1.898447
52,2022-02-15-08:06:19,1.287879
53,2022-02-15-08:06:20,1.322480
54,2022-02-15-08:06:22,1.499038
55,2022-02-15-08:06:23,1.762806
56,2022-02-15-08:06:25,1.684121
57,2022-02-15-08:06:29,3.459627
58,2022-02-15-08:06:32,3.529401
59,2022-02-15-08:06:34,1.986563
60,2022-02-15-08:06:36,1.728469
61,2022-02-15-08:06:38,2.396830
62,2022-02-15-08:06:41,2.622562
63,2022-02-15-08:06:43,2.591221
64,2022-02-15-08:06:47,3.291755
65,2022-02-15-08:06:50,3.435769
66,2022-02-15-08:06:52,1.671149
67,2022-02-15-08:06:55,3.517198
68,2022-02-15-08:06:59,3.538263
69,2022-02-15-08:07:01,2.086413
70,2022-02-15-08:07:03,2.228010
