"iteration,date,init_position,final_position,time"
0,2022-01-28-06:13:20,-1,3,5.41574
1,2022-01-28-06:13:27,3,5,7.05493
2,2022-01-28-06:13:43,5,3,9.66087
3,2022-01-28-06:13:45,3,7,2.22738
4,2022-01-28-06:13:48,7,0,2.28367
5,2022-01-28-06:13:50,0,7,2.06711
6,2022-01-28-06:13:53,7,5,3.12755
7,2022-01-28-06:13:56,5,6,3.38571
8,2022-01-28-06:14:00,6,1,3.83178
9,2022-01-28-06:14:03,1,6,2.90662
10,2022-01-28-06:14:31,6,5,28.59361
11,2022-01-28-06:14:36,5,1,4.10554
12,2022-01-28-06:14:40,1,6,3.62922
13,2022-01-28-06:14:44,6,3,3.75315
14,2022-01-28-06:14:46,3,5,2.44180
15,2022-01-28-06:14:50,5,0,3.79178
16,2022-01-28-06:14:52,0,5,1.98688
17,2022-01-28-06:14:54,5,0,2.21731
18,2022-01-28-06:14:56,0,4,1.57227
19,2022-01-28-06:14:57,4,1,1.42851
20,2022-01-28-06:15:01,1,6,3.63935
21,2022-01-28-06:15:06,6,3,4.98752
22,2022-01-28-06:15:08,3,1,2.62623
23,2022-01-28-06:15:14,1,5,5.77525
24,2022-01-28-06:15:25,5,4,7.31167
25,2022-01-28-06:15:36,4,2,10.45585
26,2022-01-28-06:16:08,2,3,24.17114
27,2022-01-28-06:16:28,3,1,16.74424
28,2022-01-28-06:16:30,1,0,2.05618
29,2022-01-28-06:16:33,0,3,2.52773
30,2022-01-28-06:16:36,3,1,3.46451
31,2022-01-28-06:16:38,1,0,1.14239
32,2022-01-28-06:16:39,0,2,1.75775
33,2022-01-28-06:16:43,2,5,3.37697
34,2022-01-28-06:16:46,5,6,3.24829
35,2022-01-28-06:16:50,6,0,3.61380
36,2022-01-28-06:16:52,0,6,2.88619
37,2022-01-28-06:16:56,6,2,3.20133
38,2022-01-28-06:16:59,2,6,3.85259
39,2022-01-28-06:17:02,6,7,2.69295
