date,init_position,final_position,time
1,2022-01-26-16:36:06,-1,7,7.379070
2,2022-01-26-16:36:11,7,5,4.297242
3,2022-01-26-16:36:14,5,6,3.430020
4,2022-01-26-16:36:18,6,7,3.936508
5,2022-01-26-16:36:22,7,2,3.638921
6,2022-01-26-16:36:24,2,5,1.633841
7,2022-01-26-16:36:26,5,7,2.780381
8,2022-01-26-16:36:29,7,6,2.668058
9,2022-01-26-16:36:33,6,4,3.698631
10,2022-01-26-16:36:35,4,1,1.981310
11,2022-01-26-16:36:37,1,3,2.635275
12,2022-01-26-16:36:41,3,7,3.835053
13,2022-01-26-16:36:45,7,0,3.451468
14,2022-01-26-16:36:47,0,2,2.085887
15,2022-01-26-16:36:50,2,7,2.857954
16,2022-01-26-16:36:54,7,3,4.087520
17,2022-01-26-16:36:57,3,1,3.448693
18,2022-01-26-16:37:00,1,2,2.600088
19,2022-01-26-16:37:03,2,7,3.529899
20,2022-01-26-16:37:07,7,2,3.962430
21,2022-01-26-16:37:13,2,3,6.033246
22,2022-01-26-16:37:18,3,5,5.105330
23,2022-01-26-16:37:22,5,6,3.841942
24,2022-01-26-16:37:28,6,3,5.310864
25,2022-01-26-16:37:31,3,0,3.733719
26,2022-01-26-16:37:33,0,4,1.952986
27,2022-01-26-16:37:36,4,0,2.430254
28,2022-01-26-16:37:37,0,1,1.611884
29,2022-01-26-16:37:40,1,5,3.045267
30,2022-01-26-16:37:43,5,2,2.373138
31,2022-01-26-16:37:45,2,5,2.165933
32,2022-01-26-16:37:48,5,1,2.686562
33,2022-01-26-16:37:49,1,0,1.702844
34,2022-01-26-16:37:52,0,5,3.205007
35,2022-01-26-16:37:56,5,6,3.885784
36,2022-01-26-16:38:01,6,1,4.555117
37,2022-01-26-16:38:03,1,0,1.898551
38,2022-01-26-16:38:07,0,5,3.726868
39,2022-01-26-16:38:10,5,2,3.047640
40,2022-01-26-16:38:13,2,1,2.997081
41,2022-01-26-16:38:16,1,5,2.947785
41,2022-01-26,16:38:22,5,4,6.512927
Goal has been aborted : Moveit failed to compute the plan.
