timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640068667445899008,"2021-12-21,06:37:47",10.1.1.5,6723,0.000,0.000,0.000,0.000,0.000,0.000
1640068669764442880,"2021-12-21,06:37:49",10.1.1.5,318,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640068669836857088,"2021-12-21,06:37:49",10.1.1.5,0.39118099212646484,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640068670144115968,"2021-12-21,06:37:50",10.1.1.5,305,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640068670153379072,"2021-12-21,06:37:50",10.1.1.5,0.3148789405822754,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640068670444978944,"2021-12-21,06:37:50",10.1.1.5,290,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640068670485726976,"2021-12-21,06:37:50",10.1.1.5,0.33100390434265137,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640068670803826176,"2021-12-21,06:37:50",10.1.1.5,316,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640068670819659008,"2021-12-21,06:37:50",10.1.1.5,0.3320169448852539,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640068671143043072,"2021-12-21,06:37:51",10.1.1.5,321,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640068671233534976,"2021-12-21,06:37:51",10.1.1.5,0.4125239849090576,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640068671542665984,"2021-12-21,06:37:51",10.1.1.5,307,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640068671547763968,"2021-12-21,06:37:51",10.1.1.5,0.31302905082702637,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640068671832683008,"2021-12-21,06:37:51",10.1.1.5,283,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640068671860197120,"2021-12-21,06:37:51",10.1.1.5,0.31091785430908203,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640068672164995840,"2021-12-21,06:37:52",10.1.1.5,303,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640068672185895936,"2021-12-21,06:37:52",10.1.1.5,0.3243591785430908,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640068672501576960,"2021-12-21,06:37:52",10.1.1.5,313,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640068672519968000,"2021-12-21,06:37:52",10.1.1.5,0.33238816261291504,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640068672821754880,"2021-12-21,06:37:52",10.1.1.5,299,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640068672842173952,"2021-12-21,06:37:52",10.1.1.5,0.32056498527526855,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640068673141321984,"2021-12-21,06:37:53",10.1.1.5,296,-0.110,-0.110,-0.110,0.000,0.000,0.000
