timestamp,date,init_position,final_position,latency
1643845355107131904,2022-02-02-23:42:35,-1,5,3418
1643845359939049984,2022-02-02-23:42:39,-1,3,4831
1643845367408439040,2022-02-02-23:42:47,-1,2,7468
1643845374677469952,2022-02-02-23:42:54,-1,3,7268
1643845374879965952,2022-02-02-23:42:54,-1,3,202
1643845376689049088,2022-02-02-23:42:56,-1,5,1808
1643845381525408000,2022-02-02-23:43:01,-1,1,4836
1643845386952539904,2022-02-02-23:43:06,-1,7,5426
1643845392182219008,2022-02-02-23:43:12,-1,3,5229
1643845395821462016,2022-02-02-23:43:15,-1,1,3638
1643845400043661056,2022-02-02-23:43:20,-1,2,4221
1643845407305370112,2022-02-02-23:43:27,-1,3,7261
1643845411344824064,2022-02-02-23:43:31,-1,4,4039
1643845414574733056,2022-02-02-23:43:34,-1,7,3229
1643845419015745024,2022-02-02-23:43:39,-1,0,4440
1643845425483624960,2022-02-02-23:43:45,-1,2,6467
1643845425685248000,2022-02-02-23:43:45,-1,2,201
1643845429709585920,2022-02-02-23:43:49,-1,1,4023
1643845435143520000,2022-02-02-23:43:55,-1,7,5433
1643845440576726016,2022-02-02-23:44:00,-1,1,5432
1643845443194458112,2022-02-02-23:44:03,-1,0,2617
1643845449846690048,2022-02-02-23:44:09,-1,5,6651
1643845456705404928,2022-02-02-23:44:16,-1,7,6858
1643845461339299072,2022-02-02-23:44:21,-1,8,4633
1643845464788045824,2022-02-02-23:44:24,-1,5,3448
1643845469635405056,2022-02-02-23:44:29,-1,3,4846
1643845474882141184,2022-02-02-23:44:34,-1,8,5246
1643845479524967936,2022-02-02-23:44:39,-1,7,4642
1643845482751948032,2022-02-02-23:44:42,-1,4,3226
1643845485169278976,2022-02-02-23:44:45,-1,5,2416
1643845490227726080,2022-02-02-23:44:50,-1,9,5058
1643845490428990976,2022-02-02-23:44:50,-1,9,200
1643845490630158848,2022-02-02-23:44:50,-1,9,200
1643845494265927936,2022-02-02-23:44:54,-1,1,3635
1643845497693881088,2022-02-02-23:44:57,-1,3,3427
1643845501731002112,2022-02-02-23:45:01,-1,4,4036
1643845504156118016,2022-02-02-23:45:04,-1,1,2424
1643845509606586880,2022-02-02-23:45:09,-1,7,5450
1643845514054552064,2022-02-02-23:45:14,-1,0,4447
1643845520110297856,2022-02-02-23:45:20,-1,8,6055
1643845523538671104,2022-02-02-23:45:23,-1,5,3428
1643845527964000000,2022-02-02-23:45:27,-1,6,4424
1643845533808057088,2022-02-02-23:45:33,-1,4,5843
1643845535632546048,2022-02-02-23:45:35,-1,9,1824
1643845537447438080,2022-02-02-23:45:37,-1,5,1814
1643845544304208896,2022-02-02-23:45:44,-1,8,6856
1643845546927826944,2022-02-02-23:45:46,-1,9,2623
1643845549947042816,2022-02-02-23:45:49,-1,6,3018
1643845554985824000,2022-02-02-23:45:54,-1,9,5038
1643845556799225088,2022-02-02-23:45:56,-1,4,1813
1643845560831168768,2022-02-02-23:46:00,-1,3,4031
1643845566062514944,2022-02-02-23:46:06,-1,8,5230
1643845569488897024,2022-02-02-23:46:09,-1,5,3426
1643845574318445056,2022-02-02-23:46:14,-1,3,4829
1643845577537575936,2022-02-02-23:46:17,-1,6,3218
1643845580166872064,2022-02-02-23:46:20,-1,4,2628
1643845582584899072,2022-02-02-23:46:22,-1,1,2417
1643845591058223104,2022-02-02-23:46:31,-1,8,8472
1643845595089314048,2022-02-02-23:46:35,-1,4,4030
1643845596904673024,2022-02-02-23:46:36,-1,9,1815
1643845598514348032,2022-02-02-23:46:38,-1,5,1609
1643845603562341888,2022-02-02-23:46:43,-1,9,5047
1643845607789999872,2022-02-02-23:46:47,-1,2,4227
1643845607992101888,2022-02-02-23:46:47,-1,2,201
1643845613442234112,2022-02-02-23:46:53,-1,5,5449
1643845616867734784,2022-02-02-23:46:56,-1,7,3425
1643845621515486976,2022-02-02-23:47:01,-1,8,4647
1643845624946513920,2022-02-02-23:47:04,-1,6,3430
1643845626365227008,2022-02-02-23:47:06,-1,1,1418
1643845629783705088,2022-02-02-23:47:09,-1,3,3418
1643845632612803072,2022-02-02-23:47:12,-1,0,2828
1643845635427048960,2022-02-02-23:47:15,-1,3,2813
1643845638654895104,2022-02-02-23:47:18,-1,9,3227
1643845641877101056,2022-02-02-23:47:21,-1,3,3221
1643845644900218880,2022-02-02-23:47:24,-1,6,3022
1643845645101406976,2022-02-02-23:47:25,-1,6,200
1643845646922671104,2022-02-02-23:47:26,-1,1,1820
1643845648339049216,2022-02-02-23:47:28,
