"iteration,date,executiontime"
100,2022-02-09-01:34:56,0.97039
101,2022-02-09-01:34:57,1.11780
102,2022-02-09-01:34:58,0.69327
103,2022-02-09-01:34:58,0.44727
104,2022-02-09-01:34:59,0.44676
105,2022-02-09-01:34:59,0.64620
106,2022-02-09-01:35:00,0.91925
107,2022-02-09-01:35:01,0.70938
108,2022-02-09-01:35:02,0.70187
109,2022-02-09-01:35:02,0.73924
110,2022-02-09-01:35:03,0.44748
111,2022-02-09-01:35:04,0.79448
112,2022-02-09-01:35:04,0.58940
113,2022-02-09-01:35:05,0.94753
114,2022-02-09-01:35:06,1.04207
115,2022-02-09-01:35:07,1.15150
116,2022-02-09-01:35:08,0.93449
117,2022-02-09-01:35:09,0.94445
118,2022-02-09-01:35:10,0.59295
119,2022-02-09-01:35:10,0.59100
120,2022-02-09-01:35:11,0.53612
121,2022-02-09-01:35:12,0.59316
122,2022-02-09-01:35:12,0.66609
123,2022-02-09-01:35:13,0.62127
124,2022-02-09-01:35:14,0.95970
125,2022-02-09-01:35:15,0.73492
126,2022-02-09-01:35:16,0.93431
127,2022-02-09-01:35:16,0.87470
128,2022-02-09-01:35:17,0.68028
129,2022-02-09-01:35:18,0.79158
130,2022-02-09-01:35:19,0.70739
131,2022-02-09-01:35:20,0.97209
132,2022-02-09-01:35:20,0.92482
133,2022-02-09-01:35:21,0.75754
134,2022-02-09-01:35:22,0.58233
135,2022-02-09-01:35:22,0.67320
136,2022-02-09-01:35:23,0.50857
137,2022-02-09-01:35:24,0.54282
138,2022-02-09-01:35:24,0.70361
139,2022-02-09-01:35:25,0.51837
140,2022-02-09-01:35:26,0.87274
141,2022-02-09-01:35:27,1.09202
142,2022-02-09-01:35:27,0.51934
143,2022-02-09-01:35:28,0.54021
144,2022-02-09-01:35:29,0.87280
145,2022-02-09-01:35:29,0.56560
146,2022-02-09-01:35:30,0.90761
147,2022-02-09-01:35:31,0.82908
148,2022-02-09-01:35:31,0.43883
149,2022-02-09-01:35:32,0.82390
150,2022-02-09-01:35:33,0.64969
151,2022-02-09-01:35:34,1.23061
152,2022-02-09-01:35:35,1.07839
153,2022-02-09-01:35:36,0.78189
154,2022-02-09-01:35:37,1.05540
155,2022-02-09-01:35:38,0.66179
156,2022-02-09-01:35:39,0.93282
157,2022-02-09-01:35:40,0.98939
158,2022-02-09-01:35:40,0.65649
159,2022-02-09-01:35:41,0.54006
160,2022-02-09-01:35:41,0.43965
161,2022-02-09-01:35:42,0.57109
162,2022-02-09-01:35:43,0.96122
163,2022-02-09-01:35:43,0.64181
164,2022-02-09-01:35:44,0.97319
165,2022-02-09-01:35:45,0.89985
166,2022-02-09-01:35:46,0.54094
167,2022-02-09-01:35:47,0.98556
168,2022-02-09-01:35:48,0.74919
169,2022-02-09-01:35:48,0.87557
170,2022-02-09-01:35:49,0.72921
171,2022-02-09-01:35:50,0.94849
172,2022-02-09-01:35:51,1.00405
173,2022-02-09-01:35:52,0.59411
174,2022-02-09-01:35:53,0.87082
175,2022-02-09-01:35:54,1.02034
176,2022-02-09-01:35:54,0.63952
177,2022-02-09-01:35:55,0.53234
178,2022-02-09-01:35:56,0.69821
179,2022-02-09-01:35:56,0.49791
180,2022-02-09-01:35:57,0.75786
181,2022-02-09-01:35:58,0.88960
182,2022-02-09-01:35:58,0.60223
183,2022-02-09-01:35:59,0.58605
184,2022-02-09-01:35:59,0.53085
185,2022-02-09-01:36:00,0.75564
186,2022-02-09-01:36:01,1.15039
187,2022-02-09-01:36:02,0.53351
188,2022-02-09-01:36:03,0.66490
189,2022-02-09-01:36:03,0.81555
190,2022-02-09-01:36:04,0.72008
191,2022-02-09-01:36:05,0.75186
192,2022-02-09-01:36:05,0.41827
193,2022-02-09-01:36:06,0.95142
194,2022-02-09-01:36:07,1.03559
195,2022-02-09-01:36:08,0.57579
196,2022-02-09-01:36:09,0.78099
197,2022-02-09-01:36:09,0.79717
198,2022-02-09-01:36:10,0.63420
199,2022-02-09-01:36:11,0.85572
200,2022-02-09-01:36:12,0.74479
201,2022-02-09-01:36:12,0.69871
202,2022-02-09-01:36:13,0.69000
203,2022-02-09-01:36:14,0.69780
204,2022-02-09-01:36:15,0.84973
205,2022-02-09-01:36:16,0.99372
206,2022-02-09-01:36:16,0.69145
207,2022-02-09-01:36:17,0.99931
208,2022-02-09-01:36:18,0.78647
209,2022-02-09-01:36:19,0.87035
210,2022-02-09-01:36:20,0.92187
211,2022-02-09-01:36:21,0.75262
212,2022-02-09-01:36:22,0.99756
213,2022-02-09-01:36:22,0.88416
214,2022-02-09-01:36:23,0.63457
215,2022-02-09-01:36:24,0.94265
216,2022-02-09-01:36:25,0.90323
217,2022-02-09-01:36:26,0.87273
218,2022-02-09-01:36:27,0.87153
219,2022-02-09-01:36:27,0.74316
220,2022-02-09-01:36:29,1.10206
221,2022-02-09-01:36:29,0.91122
222,2022-02-09-01:36:30,0.61596
223,2022-02-09-01:36:31,0.57604
224,2022-02-09-01:36:31,0.62806
225,2022-02-09-01:36:32,0.40181
226,2022-02-09-01:36:33,0.87688
227,2022-02-09-01:36:33,0.44225
228,2022-02-09-01:36:34,0.78703
229,2022-02-09-01:36:35,0.84156
230,2022-02-09-01:36:35,0.62491
231,2022-02-09-01:36:36,1.05900
232,2022-02-09-01:36:37,1.01886
233,2022-02-09-01:36:38,0.48841
234,2022-02-09-01:36:39,0.99486
235,2022-02-09-01:36:40,0.95936
236,2022-02-09-01:36:40,0.71490
237,2022-02-09-01:36:41,0.68210
238,2022-02-09-01:36:42,0.71497
239,2022-02-09-01:36:43,0.87181
240,2022-02-09-01:36:43,0.58415
241,2022-02-09-01:36:44,0.51737
242,2022-02-09-01:36:45,0.69457
243,2022-02-09-01:36:45,0.66666
244,2022-02-09-01:36:46,0.93718
245,2022-02-09-01:36:47,0.65899
246,2022-02-09-01:36:48,0.73021
247,2022-02-09-01:36:48,0.78124
248,2022-02-09-01:36:49,0.68920
249,2022-02-09-01:36:50,1.01798
250,2022-02-09-01:36:51,0.65109
251,2022-02-09-01:36:52,0.93768
252,2022-02-09-01:36:53,1.09594
253,2022-02-09-01:36:53,0.63420
254,2022-02-09-01:36:54,0.72008
255,2022-02-09-01:36:55,1.04724
256,2022-02-09-01:36:56,0.67821
257,2022-02-09-01:36:57,0.97376
258,2022-02-09-01:36:58,0.87457
259,2022-02-09-01:36:58,0.62180
260,2022-02-09-01:36:59,1.15444
261,2022-02-09-01:37:00,1.01922
262,2022-02-09-01:37:01,0.65286
263,2022-02-09-01:37:02,0.64972
264,2022-02-09-01:37:03,0.80562
265,2022-02-09-01:37:03,0.76070
266,2022-02-09-01:37:04,1.08528
267,2022-02-09-01:37:05,0.67930
268,2022-02-09-01:37:06,0.76197
269,2022-02-09-01:37:07,0.64482
270,2022-02-09-01:37:07,0.71719
271,2022-02-09-01:37:08,0.47856
272,2022-02-09-01:37:09,0.78830
273,2022-02-09-01:37:09,0.80721
274,2022-02-09-01:37:10,1.13577
275,2022-02-09-01:37:11,0.79065
276,2022-02-09-01:37:12,0.68451
277,2022-02-09-01:37:13,0.62734
278,2022-02-09-01:37:13,0.68673
279,2022-02-09-01:37:14,0.99577
280,2022-02-09-01:37:15,0.50183
281,2022-02-09-01:37:15,0.51022
282,2022-02-09-01:37:16,0.88132
283,2022-02-09-01:37:17,0.72020
284,2022-02-09-01:37:18,1.11426
285,2022-02-09-01:37:19,0.96600
286,2022-02-09-01:37:20,0.62679
287,2022-02-09-01:37:21,1.00590
288,2022-02-09-01:37:22,0.99959
289,2022-02-09-01:37:22,0.62009
290,2022-02-09-01:37:23,0.81495
291,2022-02-09-01:37:23,0.48052
292,2022-02-09-01:37:24,0.58037
293,2022-02-09-01:37:25,0.81336
294,2022-02-09-01:37:26,0.64091
295,2022-02-09-01:37:26,0.90191
296,2022-02-09-01:37:27,0.55472
297,2022-02-09-01:37:28,0.67488
298,2022-02-09-01:37:28,0.81831
299,2022-02-09-01:37:29,0.74970
300,2022-02-09-01:37:31,1.28103
301,2022-02-09-01:37:32,1.20857
302,2022-02-09-01:37:33,0.83551
303,2022-02-09-01:37:33,0.57632
304,2022-02-09-01:37:34,0.81052
305,2022-02-09-01:37:35,0.68648
306,2022-02-09-01:37:35,0.73764
307,2022-02-09-01:37:36,0.54997
308,2022-02-09-01:37:36,0.43131
309,2022-02-09-01:37:37,0.56523
310,2022-02-09-01:37:38,0.70776
311,2022-02-09-01:37:39,0.94703
312,2022-02-09-01:37:39,0.83773
313,2022-02-09-01:37:41,1.11682
314,2022-02-09-01:37:42,1.16510
315,2022-02-09-01:37:43,1.17093
316,2022-02-09-01:37:44,0.65883
317,2022-02-09-01:37:44,0.62437
318,2022-02-09-01:37:45,0.71586
319,2022-02-09-01:37:46,0.75602
320,2022-02-09-01:37:46,0.66718
321,2022-02-09-01:37:47,0.71774
322,2022-02-09-01:37:48,0.66213
323,2022-02-09-01:37:48,0.51261
324,2022-02-09-01:37:49,0.93876
325,2022-02-09-01:37:50,0.88209
326,2022-02-09-01:37:51,0.50250
327,2022-02-09-01:37:52,0.96709
328,2022-02-09-01:37:52,0.81664
329,2022-02-09-01:37:53,1.16962
330,2022-02-09-01:37:54,0.82296
331,2022-02-09-01:37:55,1.01696
332,2022-02-09-01:37:56,0.93238
333,2022-02-09-01:37:57,0.75928
334,2022-02-09-01:37:58,0.55429
335,2022-02-09-01:37:59,1.07303
336,2022-02-09-01:38:00,0.92628
337,2022-02-09-01:38:00,0.83907
338,2022-02-09-01:38:01,0.73505
339,2022-02-09-01:38:02,0.67110
340,2022-02-09-01:38:03,0.97415
341,2022-02-09-01:38:04,0.98535
342,2022-02-09-01:38:05,0.72350
343,2022-02-09-01:38:05,0.72387
344,2022-02-09-01:38:06,0.88610
345,2022-02-09-01:38:07,0.96310
346,2022-02-09-01:38:08,1.02699
347,2022-02-09-01:38:09,0.91867
348,2022-02-09-01:38:10,0.55994
349,2022-02-09-01:38:11,0.98690
350,2022-02-09-01:38:11,0.81809
351,2022-02-09-01:38:12,0.73440
352,2022-02-09-01:38:13,0.76924
353,2022-02-09-01:38:14,0.87476
354,2022-02-09-01:38:15,0.77109
355,2022-02-09-01:38:15,0.59314
356,2022-02-09-01:38:16,0.64967
357,2022-02-09-01:38:17,0.73176
358,2022-02-09-01:38:17,0.79707
359,2022-02-09-01:38:18,0.75576
360,2022-02-09-01:38:19,0.80245
361,2022-02-09-01:38:20,0.58151
362,2022-02-09-01:38:20,0.55290
363,2022-02-09-01:38:21,1.19876
364,2022-02-09-01:38:22,1.14808
365,2022-02-09-01:38:23,0.94394
366,2022-02-09-01:38:24,0.85530
367,2022-02-09-01:38:25,0.86150
368,2022-02-09-01:38:26,0.89145
369,2022-02-09-01:38:27,0.63584
370,2022-02-09-01:38:27,0.84698
371,2022-02-09-01:38:28,0.91329
372,2022-02-09-01:38:29,0.95535
373,2022-02-09-01:38:30,0.72864
374,2022-02-09-01:38:31,0.86782
375,2022-02-09-01:38:32,1.11641
376,2022-02-09-01:38:33,0.57547
377,2022-02-09-01:38:33,0.60212
378,2022-02-09-01:38:34,0.63802
379,2022-02-09-01:38:34,0.56118
380,2022-02-09-01:38:36,1.14480
381,2022-02-09-01:38:37,1.21430
382,2022-02-09-01:38:37,0.68328
383,2022-02-09-01:38:38,0.90216
384,2022-02-09-01:38:39,0.72751
385,2022-02-09-01:38:40,0.59770
386,2022-02-09-01:38:41,1.02019
387,2022-02-09-01:38:42,0.89456
388,2022-02-09-01:38:42,0.86952
389,2022-02-09-01:38:44,1.03994
390,2022-02-09-01:38:44,0.71593
391,2022-02-09-01:38:45,1.00730
392,2022-02-09-01:38:46,0.86726
393,2022-02-09-01:38:47,1.01992
394,2022-02-09-01:38:48,0.85125
395,2022-02-09-01:38:49,0.62571
396,2022-02-09-01:38:50,1.22173
397,2022-02-09-01:38:51,1.33826
398,2022-02-09-01:38:52,0.62727
399,2022-02-09-01:38:53,0.85076
400,2022-02-09-01:38:53,0.66025
401,2022-02-09-01:38:54,0.93644
402,2022-02-09-01:38:55,0.77209
403,2022-02-09-01:38:56,0.73347
404,2022-02-09-01:38:57,0.76155
405,2022-02-09-01:38:57,0.76380
406,2022-02-09-01:38:58,0.77283
407,2022-02-09-01:38:59,0.86177
408,2022-02-09-01:39:00,0.77422
409,2022-02-09-01:39:01,0.86363
410,2022-02-09-01:39:02,1.11060
411,2022-02-09-01:39:03,0.81161
412,2022-02-09-01:39:03,0.80224
413,2022-02-09-01:39:04,0.77712
414,2022-02-09-01:39:05,0.57546
415,2022-02-09-01:39:06,0.95062
416,2022-02-09-01:39:06,0.82892
417,2022-02-09-01:39:07,0.80020
418,2022-02-09-01:39:08,0.74531
419,2022-02-09-01:39:09,0.76621
420,2022-02-09-01:39:10,1.16305
421,2022-02-09-01:39:11,1.21314
422,2022-02-09-01:39:12,0.67489
423,2022-02-09-01:39:13,0.87153
424,2022-02-09-01:39:14,0.86160
425,2022-02-09-01:39:14,0.66541
426,2022-02-09-01:39:15,1.08401
427,2022-02-09-01:39:16,0.87756
428,2022-02-09-01:39:17,0.87666
429,2022-02-09-01:39:18,1.09622
430,2022-02-09-01:39:19,0.96464
431,2022-02-09-01:39:20,0.85420
432,2022-02-09-01:39:21,1.16460
433,2022-02-09-01:39:22,0.89015
434,2022-02-09-01:39:23,0.91886
435,2022-02-09-01:39:24,0.60123
436,2022-02-09-01:39:25,0.92711
437,2022-02-09-01:39:26,1.13903
438,2022-02-09-01:39:26,0.85081
439,2022-02-09-01:39:27,0.84886
440,2022-02-09-01:39:28,0.81164
441,2022-02-09-01:39:29,0.51518
442,2022-02-09-01:39:30,0.93317
443,2022-02-09-01:39:31,1.07849
444,2022-02-09-01:39:32,1.02148
445,2022-02-09-01:39:32,0.71563
446,2022-02-09-01:39:34,1.12206
447,2022-02-09-01:39:35,1.20620
448,2022-02-09-01:39:36,1.05558
449,2022-02-09-01:39:37,0.91106
450,2022-02-09-01:39:38,0.88105
451,2022-02-09-01:39:38,0.82885
452,2022-02-09-01:39:40,1.07012
453,2022-02-09-01:39:40,0.70619
454,2022-02-09-01:39:41,1.17882
455,2022-02-09-01:39:43,1.13554
456,2022-02-09-01:39:43,0.64532
457,2022-02-09-01:39:44,0.94885
458,2022-02-09-01:39:45,0.69280
459,2022-02-09-01:39:46,0.79888
460,2022-02-09-01:39:47,1.11733
461,2022-02-09-01:39:48,1.07823
462,2022-02-09-01:39:49,0.95482
463,2022-02-09-01:39:50,0.98970
464,2022-02-09-01:39:51,0.77950
465,2022-02-09-01:39:51,0.60023
466,2022-02-09-01:39:52,1.08855
467,2022-02-09-01:39:53,0.85575
468,2022-02-09-01:39:54,0.83450
469,2022-02-09-01:39:55,1.16161
470,2022-02-09-01:39:56,1.04013
471,2022-02-09-01:39:57,0.90990
472,2022-02-09-01:39:58,1.00331
473,2022-02-09-01:39:59,1.00046
474,2022-02-09-01:40:00,1.10485
475,2022-02-09-01:40:01,0.94028
476,2022-02-09-01:40:02,0.72749
477,2022-02-09-01:40:02,0.65905
478,2022-02-09-01:40:03,0.81406
479,2022-02-09-01:40:04,0.92706
480,2022-02-09-01:40:05,0.78267
481,2022-02-09-01:40:06,0.77216
482,2022-02-09-01:40:07,1.10204
483,2022-02-09-01:40:08,0.83021
484,2022-02-09-01:40:09,0.91992
485,2022-02-09-01:40:09,0.75557
486,2022-02-09-01:40:10,1.09803
487,2022-02-09-01:40:12,1.30601
488,2022-02-09-01:40:13,0.92954
489,2022-02-09-01:40:14,0.83852
490,2022-02-09-01:40:14,0.62307
491,2022-02-09-01:40:15,0.96414
492,2022-02-09-01:40:16,0.92608
493,2022-02-09-01:40:17,0.61611
494,2022-02-09-01:40:18,0.98404
495,2022-02-09-01:40:19,1.07549
496,2022-02-09-01:40:19,0.71960
497,2022-02-09-01:40:20,0.72667
498,2022-02-09-01:40:21,0.71706
499,2022-02-09-01:40:22,0.78949
500,2022-02-09-01:40:23,1.17338
501,2022-02-09-01:40:24,1.13004
502,2022-02-09-01:40:25,0.74345
503,2022-02-09-01:40:26,0.74048
504,2022-02-09-01:40:26,0.72342
505,2022-02-09-01:40:27,0.68783
506,2022-02-09-01:40:29,1.57569
507,2022-02-09-01:40:29,0.67902
508,2022-02-09-01:40:30,0.78467
509,2022-02-09-01:40:31,0.87290
510,2022-02-09-01:40:32,0.94702
511,2022-02-09-01:40:33,0.79162
512,2022-02-09-01:40:33,0.75202
513,2022-02-09-01:40:35,1.31263
514,2022-02-09-01:40:36,1.33674
515,2022-02-09-01:40:37,1.14349
516,2022-02-09-01:40:38,0.99683
517,2022-02-09-01:40:39,1.11609
518,2022-02-09-01:40:40,0.88097
519,2022-02-09-01:40:41,1.10203
520,2022-02-09-01:40:42,0.73741
521,2022-02-09-01:40:43,0.73918
522,2022-02-09-01:40:44,0.92021
523,2022-02-09-01:40:45,0.91372
524,2022-02-09-01:40:46,1.18991
525,2022-02-09-01:40:47,0.93494
526,2022-02-09-01:40:47,0.74556
527,2022-02-09-01:40:49,1.15794
528,2022-02-09-01:40:50,1.08524
529,2022-02-09-01:40:51,0.88469
530,2022-02-09-01:40:52,1.00600
531,2022-02-09-01:40:53,1.27496
532,2022-02-09-01:40:54,1.22103
533,2022-02-09-01:40:55,0.83198
534,2022-02-09-01:40:56,0.72786
535,2022-02-09-01:40:57,0.88014
536,2022-02-09-01:40:57,0.56837
537,2022-02-09-01:40:58,0.81290
538,2022-02-09-01:40:59,0.88171
539,2022-02-09-01:40:59,0.59116
540,2022-02-09-01:41:00,1.12963
541,2022-02-09-01:41:01,0.93139
542,2022-02-09-01:41:02,0.68920
543,2022-02-09-01:41:03,0.83077
544,2022-02-09-01:41:04,0.67567
545,2022-02-09-01:41:04,0.72012
546,2022-02-09-01:41:06,1.19294
547,2022-02-09-01:41:06,0.87210
548,2022-02-09-01:41:07,0.97714
549,2022-02-09-01:41:09,1.51730
550,2022-02-09-01:41:10,1.10339
551,2022-02-09-01:41:11,0.83327
552,2022-02-09-01:41:12,0.68656
553,2022-02-09-01:41:13,1.29092
554,2022-02-09-01:41:14,0.73992
555,2022-02-09-01:41:14,0.85409
556,2022-02-09-01:41:16,1.07598
557,2022-02-09-01:41:17,1.20690
558,2022-02-09-01:41:18,0.85134
559,2022-02-09-01:41:19,1.27069
560,2022-02-09-01:41:20,0.91667
561,2022-02-09-01:41:20,0.74091
562,2022-02-09-01:41:21,0.94638
563,2022-02-09-01:41:23,1.08463
564,2022-02-09-01:41:24,1.34877
565,2022-02-09-01:41:25,0.91033
566,2022-02-09-01:41:26,0.80060
567,2022-02-09-01:41:27,1.09925
568,2022-02-09-01:41:28,1.00054
569,2022-02-09-01:41:29,1.12890
570,2022-02-09-01:41:30,1.20774
571,2022-02-09-01:41:31,1.02142
572,2022-02-09-01:41:32,1.13460
573,2022-02-09-01:41:33,0.96410
574,2022-02-09-01:41:34,1.09490
575,2022-02-09-01:41:35,1.24143
576,2022-02-09-01:41:36,0.80126
577,2022-02-09-01:41:37,0.82978
578,2022-02-09-01:41:38,1.03350
579,2022-02-09-01:41:39,0.62834
580,2022-02-09-01:41:40,0.96763
581,2022-02-09-01:41:41,0.98925
582,2022-02-09-01:41:42,1.01620
583,2022-02-09-01:41:43,1.04490
584,2022-02-09-01:41:44,0.82272
585,2022-02-09-01:41:44,0.86584
586,2022-02-09-01:41:46,1.04665
587,2022-02-09-01:41:46,0.78175
588,2022-02-09-01:41:47,1.16273
589,2022-02-09-01:41:49,1.14374
590,2022-02-09-01:41:50,1.20307
