"iteration,date,init_position,final_position,time"
0,2022-01-28-06:06:52,-1,2,9.89494
1,2022-01-28-06:07:01,2,3,8.74062
2,2022-01-28-06:07:28,3,5,23.36093
3,2022-01-28-06:07:33,5,2,4.36474
4,2022-01-28-06:07:35,2,5,1.98712
5,2022-01-28-06:07:44,5,0,9.47837
6,2022-01-28-06:07:49,0,2,3.78135
7,2022-01-28-06:07:51,2,1,2.01776
8,2022-01-28-06:07:53,1,5,2.11070
9,2022-01-28-06:07:55,5,2,1.95278
10,2022-01-28-06:07:59,2,6,3.55979
11,2022-01-28-06:08:02,6,7,3.43915
12,2022-01-28-06:08:05,7,2,3.09063
13,2022-01-28-06:08:14,2,7,8.76659
14,2022-01-28-06:09:58,7,6,97.87769
15,2022-01-28-06:10:04,6,5,6.12321
16,2022-01-28-06:10:07,5,0,2.81703
17,2022-01-28-06:10:10,0,3,2.77974
18,2022-01-28-06:10:12,3,5,2.52547
19,2022-01-28-06:10:14,5,2,1.72197
20,2022-01-28-06:10:16,2,1,2.01100
21,2022-01-28-06:10:18,1,2,2.03603
22,2022-01-28-06:10:21,2,6,3.12114
23,2022-01-28-06:10:25,6,2,3.51357
24,2022-01-28-06:10:28,2,3,3.17518
25,2022-01-28-06:10:30,3,5,2.30555
26,2022-01-28-06:10:33,5,7,2.67481
27,2022-01-28-06:10:36,7,2,2.66446
28,2022-01-28-06:10:38,2,0,1.95676
29,2022-01-28-06:10:40,0,7,2.00684
30,2022-01-28-06:10:42,7,6,2.82247
31,2022-01-28-06:10:45,6,4,2.65984
32,2022-01-28-06:10:46,4,1,1.35282
33,2022-01-28-06:10:48,1,2,2.02844
34,2022-01-28-06:10:52,2,3,3.15979
35,2022-01-28-06:10:54,3,0,2.77065
36,2022-01-28-06:10:57,0,5,2.46059
37,2022-01-28-06:11:00,5,0,3.58560
38,2022-01-28-06:11:04,0,6,3.14833
39,2022-01-28-06:11:09,6,3,4.99967
40,2022-01-28-06:11:15,3,7,5.65144
41,2022-01-28-06:11:22,7,3,6.58661
42,2022-01-28-06:11:28,3,6,6.55583
43,2022-01-28-06:11:32,6,3,3.28960
44,2022-01-28-06:11:34,3,4,2.17106
45,2022-01-28-06:11:36,4,3,2.26414
46,2022-01-28-06:11:43,3,0,6.80221
47,2022-01-28-06:11:52,0,1,5.48399
48,2022-01-28-06:12:40,1,3,44.00809
49,2022-01-28-06:12:42,3,2,2.85431
50,2022-01-28-06:12:44,2,4,1.99172
51,2022-01-28-06:12:47,4,5,2.40257
52,2022-01-28-06:12:49,5,3,2.57531
53,2022-01-28-06:12:54,3,2,4.52260
54,2022-01-28-06:12:56,2,4,1.90816
55,2022-01-28-06:13:01,4,7,4.64495
56,2022-01-28-06:13:03,7,6,2.82693
57,2022-01-28-06:13:06,6,5,2.87285
58,2022-01-28-06:13:10,5,6,3.66538
59,2022-01-28-06:13:14,6,1,3.85751
60,2022-01-28-06:13:15,1,0,1.17285
61,2022-01-28-06:13:17,0,5,2.07520
62,2022-01-28-06:13:20,5,7,2.65353
63,2022-01-28-06:13:27,7,0,7.23946
64,2022-01-28-06:13:43,0,5,8.54459
65,2022-01-28-06:13:47,5,7,4.07662
66,2022-01-28-06:13:50,7,6,2.90681
67,2022-01-28-06:13:54,6,1,3.95563
68,2022-01-28-06:13:56,1,5,2.16476
69,2022-01-28-06:14:00,5,2,3.75927
70,2022-01-28-06:14:04,2,1,4.38371
71,2022-01-28-06:14:23,1,0,18.66880
