"iteration,date,init_position,final_position,time"
0,2022-01-28-02:18:01,-1,2,3.99972
1,2022-01-28-02:18:03,2,4,1.80028
2,2022-01-28-02:18:05,4,5,1.81034
3,2022-01-28-02:18:08,5,7,2.62013
4,2022-01-28-02:18:10,7,2,2.63156
5,2022-01-28-02:18:12,2,4,1.81023
6,2022-01-28-02:18:14,4,2,1.82566
7,2022-01-28-02:18:16,2,4,1.81723
8,2022-01-28-02:18:19,4,6,3.47955
9,2022-01-28-02:18:23,6,7,4.07857
10,2022-01-28-02:18:25,7,0,1.97196
11,2022-01-28-02:18:26,0,1,1.06226
12,2022-01-28-02:18:28,1,7,1.78043
13,2022-01-28-02:18:30,7,4,1.93745
14,2022-01-28-02:18:31,4,1,1.35574
15,2022-01-28-02:18:36,1,4,4.53600
16,2022-01-28-02:18:38,4,7,2.14835
17,2022-01-28-02:18:40,7,1,1.69745
18,2022-01-28-02:18:42,1,2,1.98403
19,2022-01-28-02:18:44,2,1,2.04642
20,2022-01-28-02:18:46,1,7,2.39092
21,2022-01-28-02:18:53,7,1,6.49805
22,2022-01-28-02:19:10,1,2,11.28210
23,2022-01-28-02:19:12,2,0,2.01497
24,2022-01-28-02:19:13,0,4,1.54015
25,2022-01-28-02:19:16,4,2,3.00797
26,2022-01-28-02:19:19,2,4,2.14699
27,2022-01-28-02:19:21,4,2,2.21799
28,2022-01-28-02:19:22,2,5,1.69422
29,2022-01-28-02:19:25,5,1,2.64367
30,2022-01-28-02:19:28,1,3,3.02615
31,2022-01-28-02:19:36,3,2,7.79307
32,2022-01-28-02:20:22,2,5,37.37712
33,2022-01-28-02:20:28,5,3,5.19896
34,2022-01-28-02:20:30,3,2,2.67985
35,2022-01-28-02:20:33,2,7,2.59709
36,2022-01-28-02:20:37,7,6,4.01599
37,2022-01-28-02:20:41,6,2,4.14165
38,2022-01-28-02:20:43,2,5,1.63380
39,2022-01-28-02:20:45,5,4,1.82193
40,2022-01-28-02:20:46,4,0,1.55559
41,2022-01-28-02:20:47,0,1,1.16479
42,2022-01-28-02:20:49,1,5,1.95209
43,2022-01-28-02:20:51,5,0,1.94167
44,2022-01-28-02:20:53,0,2,1.76847
45,2022-01-28-02:20:56,2,3,2.66919
46,2022-01-28-02:20:58,3,0,2.42575
47,2022-01-28-02:21:00,0,7,2.02061
48,2022-01-28-02:21:04,7,6,4.08597
49,2022-01-28-02:21:08,6,7,4.09424
50,2022-01-28-02:21:12,7,6,4.04314
51,2022-01-28-02:21:16,6,3,3.72073
52,2022-01-28-02:21:18,3,1,2.26979
53,2022-01-28-02:21:21,1,3,2.30935
54,2022-01-28-02:21:23,3,5,2.21973
55,2022-01-28-02:21:26,5,6,3.13765
56,2022-01-28-02:21:29,6,0,3.51254
57,2022-01-28-02:21:31,0,1,1.11438
58,2022-01-28-02:21:33,1,3,2.27701
59,2022-01-28-02:21:36,3,2,2.68471
60,2022-01-28-02:21:39,2,6,3.17868
61,2022-01-28-02:21:42,6,4,3.54189
62,2022-01-28-02:21:44,4,5,1.81394
63,2022-01-28-02:21:47,5,7,2.69260
64,2022-01-28-02:21:49,7,3,2.21778
65,2022-01-28-02:21:51,3,4,2.25777
66,2022-01-28-02:21:53,4,7,1.89934
67,2022-01-28-02:21:55,7,4,1.94795
68,2022-01-28-02:21:59,4,6,3.50739
69,2022-01-28-02:22:02,6,3,3.75898
70,2022-01-28-02:22:05,3,2,2.71438
71,2022-01-28-02:22:07,2,4,1.82398
72,2022-01-28-02:22:09,4,2,1.83604
73,2022-01-28-02:22:11,2,3,2.66940
74,2022-01-28-02:22:14,3,0,2.48880
75,2022-01-28-02:22:16,0,7,2.01784
76,2022-01-28-02:22:18,7,0,2.00944
77,2022-01-28-02:22:19,0,1,1.25937
78,2022-01-28-02:22:21,1,2,2.00341
79,2022-01-28-02:22:23,2,4,1.87458
80,2022-01-28-02:22:24,4,1,1.41550
81,2022-01-28-02:22:26,1,0,1.20676
82,2022-01-28-02:22:28,0,5,2.00143
83,2022-01-28-02:22:30,5,1,2.07614
84,2022-01-28-02:22:33,1,6,3.64207
85,2022-01-28-02:22:37,6,1,3.59267
86,2022-01-28-02:22:39,1,7,1.74424
87,2022-01-28-02:22:41,7,0,2.01593
88,2022-01-28-02:22:43,0,3,2.42915
89,2022-01-28-02:22:47,3,6,3.69973
90,2022-01-28-02:22:50,6,5,3.16574
91,2022-01-28-02:22:53,5,7,2.64690
92,2022-01-28-02:22:54,7,1,1.79222
93,2022-01-28-02:22:58,1,6,3.61375
94,2022-01-28-02:23:02,6,7,4.12235
95,2022-01-28-02:23:04,7,0,2.08139
96,2022-01-28-02:23:06,0,4,1.59651
97,2022-01-28-02:23:10,4,6,3.69622
98,2022-01-28-02:23:14,6,7,4.09261
99,2022-01-28-02:23:16,7,2,2.72698
100,2022-01-28-02:23:18,2,5,1.60532
101,2022-01-28-02:23:20,5,2,1.57719
102,2022-01-28-02:23:22,2,7,2.66473
103,2022-01-28-02:23:24,7,1,1.76314
104,2022-01-28-02:23:26,1,2,2.10736
105,2022-01-28-02:23:29,2,6,3.15782
106,2022-01-28-02:23:33,6,5,3.21438
107,2022-01-28-02:23:34,5,4,1.89384
108,2022-01-28-02:23:38,4,6,3.52707
109,2022-01-28-02:23:42,6,7,4.08294
110,2022-01-28-02:23:44,7,3,2.22909
111,2022-01-28-02:23:46,3,4,2.16768
112,2022-01-28-02:23:48,4,0,1.63316
113,2022-01-28-02:23:50,0,5,2.02866
114,2022-01-28-02:23:52,5,0,1.95430
115,2022-01-28-02:23:54,0,2,1.74103
116,2022-01-28-02:23:56,2,3,2.64001
117,2022-01-28-02:23:59,3,1,2.27007
118,2022-01-28-02:24:01,1,5,2.17391
119,2022-01-28-02:24:04,5,7,2.71763
120,2022-01-28-02:24:06,7,4,2.01842
121,2022-01-28-02:24:07,4,2,1.83618
122,2022-01-28-02:24:10,2,7,2.67549
123,2022-01-28-02:24:13,7,2,2.85524
124,2022-01-28-02:24:15,2,5,1.61627
125,2022-01-28-02:24:17,5,7,2.65684
126,2022-01-28-02:24:19,7,4,2.06542
127,2022-01-28-02:24:21,4,5,2.08304
128,2022-01-28-02:24:24,5,3,2.32346
129,2022-01-28-02:24:26,3,1,2.31413
130,2022-01-28-02:24:30,1,6,3.66473
131,2022-01-28-02:24:33,6,0,3.59873
132,2022-01-28-02:24:35,0,4,1.70535
133,2022-01-28-02:24:37,4,2,1.87986
134,2022-01-28-02:24:40,2,6,3.23523
135,2022-01-28-02:24:44,6,4,3.53148
136,2022-01-28-02:24:46,4,5,1.86522
137,2022-01-28-02:24:48,5,1,2.09639
138,2022-01-28-02:24:49,1,0,1.20046
139,2022-01-28-02:24:51,0,5,1.93409
140,2022-01-28-02:24:53,5,3,2.36280
141,2022-01-28-02:24:55,3,1,2.31689
142,2022-01-28-02:24:57,1,2,2.04538
143,2022-01-28-02:24:59,2,0,1.85509
144,2022-01-28-02:25:02,0,3,2.47950
145,2022-01-28-02:25:04,3,1,2.36025
146,2022-01-28-02:25:08,1,6,3.80831
147,2022-01-28-02:25:11,6,2,3.20393
148,2022-01-28-02:25:13,2,5,1.76128
149,2022-01-28-02:25:15,5,0,1.94761
150,2022-01-28-02:25:17,0,5,1.97773
151,2022-01-28-02:25:19,5,3,2.29297
152,2022-01-28-02:25:21,3,5,2.27454
153,2022-01-28-02:25:24,5,1,2.09886
154,2022-01-28-02:25:27,1,6,3.87318
155,2022-01-28-02:25:31,6,2,3.23784
156,2022-01-28-02:25:32,2,5,1.68501
157,2022-01-28-02:25:34,5,0,1.96260
158,2022-01-28-02:25:36,0,5,2.03511
159,2022-01-28-02:25:39,5,3,2.27036
160,2022-01-28-02:25:42,3,6,3.79223
161,2022-01-28-02:25:46,6,0,3.53901
162,2022-01-28-02:25:50,0,6,3.54983
163,2022-01-28-02:25:53,6,2,3.20498
164,2022-01-28-02:25:55,2,7,2.76965
165,2022-01-28-02:25:57,7,1,1.77882
166,2022-01-28-02:25:59,1,4,1.45090
167,2022-01-28-02:26:01,4,7,2.00195
168,2022-01-28-02:26:03,7,5,2.77178
169,2022-01-28-02:26:06,5,7,2.77553
170,2022-01-28-02:26:09,7,2,2.72802
171,2022-01-28-02:26:11,2,4,1.88508
172,2022-01-28-02:26:13,4,0,1.71307
173,2022-01-28-02:26:15,0,3,2.44447
174,2022-01-28-02:26:17,3,7,2.20400
175,2022-01-28-02:26:19,7,1,1.79347
176,2022-01-28-02:26:23,1,6,3.68946
177,2022-01-28-02:26:26,6,4,3.52430
178,2022-01-28-02:26:28,4,1,1.50740
179,2022-01-28-02:26:30,1,5,2.02487
180,2022-01-28-02:26:32,5,1,2.04900
181,2022-01-28-02:26:34,1,2,2.09544
182,2022-01-28-02:26:37,2,7,2.69803
183,2022-01-28-02:26:39,7,4,1.98998
184,2022-01-28-02:26:41,4,7,2.02739
185,2022-01-28-02:26:42,7,1,1.82502
186,2022-01-28-02:26:45,1,2,2.15168
187,2022-01-28-02:26:47,2,0,1.88098
188,2022-01-28-02:26:49,0,7,2.13488
189,2022-01-28-02:26:51,7,4,1.99504
190,2022-01-28-02:26:52,4,1,1.43402
191,2022-01-28-02:26:54,1,4,1.50901
192,2022-01-28-02:26:56,4,5,1.96633
193,2022-01-28-02:26:57,5,2,1.74004
194,2022-01-28-02:27:00,2,3,2.70395
195,2022-01-28-02:27:04,3,6,3.77701
196,2022-01-28-02:27:07,6,2,3.23650
197,2022-01-28-02:27:09,2,0,1.93616
198,2022-01-28-02:27:11,0,3,2.51182
199,2022-01-28-02:27:14,3,0,2.52009
200,2022-01-28-02:27:16,0,7,2.00969
201,2022-01-28-02:27:18,7,4,1.98990
202,2022-01-28-02:27:20,4,1,1.57560
203,2022-01-28-02:27:21,1,7,1.81934
204,2022-01-28-02:27:24,7,5,2.76789
205,2022-01-28-02:27:26,5,2,1.71653
206,2022-01-28-02:27:28,2,0,1.77452
207,2022-01-28-02:27:29,0,2,1.82793
208,2022-01-28-02:27:33,2,6,3.24556
209,2022-01-28-02:27:36,6,2,3.25321
210,2022-01-28-02:27:39,2,3,2.84310
211,2022-01-28-02:27:41,3,2,2.62538
212,2022-01-28-02:27:44,2,7,2.63583
213,2022-01-28-02:27:47,7,2,2.93846
214,2022-01-28-02:27:49,2,1,2.08251
215,2022-01-28-02:27:51,1,5,2.00413
216,2022-01-28-02:27:53,5,3,2.37256
217,2022-01-28-02:27:56,3,0,2.60718
218,2022-01-28-02:27:57,0,1,1.24085
219,2022-01-28-02:28:01,1,6,3.71888
220,2022-01-28-02:28:05,6,4,3.66542
221,2022-01-28-02:28:07,4,2,1.92181
222,2022-01-28-02:28:09,2,1,2.11305
223,2022-01-28-02:28:11,1,5,1.99643
224,2022-01-28-02:28:13,5,1,2.09418
225,2022-01-28-02:28:14,1,0,1.12058
226,2022-01-28-02:28:17,0,3,2.55594
227,2022-01-28-02:28:19,3,2,2.71534
228,2022-01-28-02:28:22,2,1,2.26025
229,2022-01-28-02:28:23,1,0,1.14177
230,2022-01-28-02:28:25,0,2,2.09721
231,2022-01-28-02:28:26,2,5,1.65363
232,2022-01-28-02:28:29,5,3,2.32486
233,2022-01-28-02:28:33,3,6,3.76979
234,2022-01-28-02:28:36,6,5,3.24853
235,2022-01-28-02:28:38,5,4,1.86864
236,2022-01-28-02:28:40,4,2,2.02189
237,2022-01-28-02:28:42,2,3,2.71798
238,2022-01-28-02:28:45,3,4,2.44577
239,2022-01-28-02:28:46,4,0,1.62128
240,2022-01-28-02:28:48,0,1,1.23791
241,2022-01-28-02:28:50,1,7,1.93822
242,2022-01-28-02:28:54,7,6,4.33705
243,2022-01-28-02:28:57,6,5,3.21167
244,2022-01-28-02:28:59,5,1,2.08179
245,2022-01-28-02:29:01,1,7,1.99911
246,2022-01-28-02:29:04,7,5,2.72889
247,2022-01-28-02:29:06,5,3,2.34285
248,2022-01-28-02:29:09,3,2,2.75271
249,2022-01-28-02:29:11,2,0,1.98654
250,2022-01-28-02:29:13,0,7,2.22027
251,2022-01-28-02:29:15,7,0,2.12105
252,2022-01-28-02:29:18,0,3,2.50152
253,2022-01-28-02:29:20,3,5,2.38867
254,2022-01-28-02:29:22,5,2,1.65278
255,2022-01-28-02:29:25,2,7,2.77373
256,2022-01-28-02:29:27,7,2,2.75257
257,2022-01-28-02:29:30,2,1,2.02908
258,2022-01-28-02:29:31,1,4,1.45290
259,2022-01-28-02:29:33,4,2,1.96521
260,2022-01-28-02:29:35,2,1,2.21846
261,2022-01-28-02:29:37,1,2,2.11691
262,2022-01-28-02:29:39,2,0,1.88391
263,2022-01-28-02:29:40,0,1,1.22145
264,2022-01-28-02:29:42,1,4,1.48763
265,2022-01-28-02:29:46,4,6,3.68988
266,2022-01-28-02:29:49,6,2,3.22763
267,2022-01-28-02:29:52,2,3,2.74233
268,2022-01-28-02:29:54,3,1,2.64560
269,2022-01-28-02:29:58,1,6,3.75327
270,2022-01-28-02:30:01,6,5,3.18372
271,2022-01-28-02:30:03,5,1,2.11896
272,2022-01-28-02:30:07,1,6,3.78741
273,2022-01-28-02:30:11,6,2,3.47688
274,2022-01-28-02:30:14,2,6,3.32433
275,2022-01-28-02:30:18,6,7,4.15690
276,2022-01-28-02:30:22,7,6,4.38687
277,2022-01-28-02:30:26,6,3,3.85165
278,2022-01-28-02:30:28,3,4,2.20906
279,2022-01-28-02:30:31,4,3,2.20816
280,2022-01-28-02:30:33,3,7,2.29961
281,2022-01-28-02:30:37,7,6,4.12249
282,2022-01-28-02:30:40,6,5,3.29268
283,2022-01-28-02:30:44,5,6,3.26764
284,2022-01-28-02:30:47,6,5,3.36646
285,2022-01-28-02:30:49,5,3,2.28730
286,2022-01-28-02:30:52,3,0,2.71910
287,2022-01-28-02:30:55,0,3,2.54903
288,2022-01-28-02:30:57,3,0,2.64484
289,2022-01-28-02:31:00,0,3,2.73998
290,2022-01-28-02:31:03,3,0,2.58811
291,2022-01-28-02:31:04,0,4,1.80812
292,2022-01-28-02:31:07,4,3,2.47891
293,2022-01-28-02:31:09,3,1,2.51282
294,2022-01-28-02:31:11,1,7,1.88226
295,2022-01-28-02:31:16,7,6,4.42889
296,2022-01-28-02:31:20,6,3,3.94007
297,2022-01-28-02:31:22,3,4,2.32056
298,2022-01-28-02:31:24,4,2,1.98153
299,2022-01-28-02:31:27,2,7,2.76920
300,2022-01-28-02:31:29,7,3,2.30116
301,2022-01-28-02:31:32,3,2,2.74002
302,2022-01-28-02:31:35,2,7,2.83624
303,2022-01-28-02:31:37,7,3,2.51152
304,2022-01-28-02:31:40,3,2,2.80729
305,2022-01-28-02:31:42,2,4,2.00432
