"iteration,date,init_position,final_position,time"
0,2022-01-28-02:14:42,-1,3,5.21093
1,2022-01-28-02:14:45,3,7,2.13361
2,2022-01-28-02:14:47,7,0,2.00014
3,2022-01-28-02:14:48,0,2,1.74148
4,2022-01-28-02:14:52,2,7,3.34088
5,2022-01-28-02:14:55,7,5,2.60183
6,2022-01-28-02:14:57,5,1,1.95881
7,2022-01-28-02:15:01,1,2,4.21962
8,2022-01-28-02:15:05,2,7,4.13779
9,2022-01-28-02:15:07,7,3,2.13614
10,2022-01-28-02:15:10,3,0,2.43194
11,2022-01-28-02:15:12,0,7,1.94276
12,2022-01-28-02:15:13,7,1,1.67742
13,2022-01-28-02:15:15,1,5,1.93710
14,2022-01-28-02:15:17,5,4,1.80696
15,2022-01-28-02:15:20,4,3,2.55292
16,2022-01-28-02:15:23,3,7,3.06754
17,2022-01-28-02:15:25,7,1,1.71676
18,2022-01-28-02:15:26,1,4,1.34125
19,2022-01-28-02:15:28,4,0,1.78535
20,2022-01-28-02:15:30,0,7,2.07542
21,2022-01-28-02:15:32,7,1,1.88839
22,2022-01-28-02:15:33,1,4,1.70683
23,2022-01-28-02:15:37,4,6,3.45751
24,2022-01-28-02:15:41,6,7,4.04598
25,2022-01-28-02:15:44,7,0,3.12370
26,2022-01-28-02:15:50,0,7,5.67153
27,2022-01-28-02:15:55,7,6,5.06427
28,2022-01-28-02:16:06,6,2,10.48590
29,2022-01-28-02:16:15,2,6,3.85668
30,2022-01-28-02:16:19,6,1,3.86658
31,2022-01-28-02:16:21,1,2,2.23139
32,2022-01-28-02:16:24,2,6,3.19443
33,2022-01-28-02:16:28,6,3,3.67580
34,2022-01-28-02:16:37,3,7,8.98817
35,2022-01-28-02:17:20,7,1,13.06740
36,2022-01-28-02:17:22,1,3,2.29305
37,2022-01-28-02:17:25,3,0,2.41215
38,2022-01-28-02:17:26,0,4,1.60144
39,2022-01-28-02:17:28,4,0,1.59705
40,2022-01-28-02:17:29,0,4,1.56342
41,2022-01-28-02:17:31,4,0,1.60367
42,2022-01-28-02:17:35,0,6,3.49593
43,2022-01-28-02:17:38,6,3,3.64598
44,2022-01-28-02:17:41,3,0,2.43542
45,2022-01-28-02:17:43,0,7,1.95479
46,2022-01-28-02:17:45,7,2,2.75751
47,2022-01-28-02:17:48,2,7,2.66852
48,2022-01-28-02:17:51,7,2,2.63576
49,2022-01-28-02:17:52,2,4,1.81332
50,2022-01-28-02:17:56,4,6,3.59342
51,2022-01-28-02:18:00,6,0,3.49747
52,2022-01-28-02:18:01,0,1,1.14255
53,2022-01-28-02:18:03,1,3,2.28271
54,2022-01-28-02:18:07,3,6,3.74077
55,2022-01-28-02:18:10,6,5,3.14889
56,2022-01-28-02:18:12,5,0,1.95686
57,2022-01-28-02:18:14,0,5,1.92517
58,2022-01-28-02:18:16,5,1,1.96646
59,2022-01-28-02:18:17,1,0,1.03260
60,2022-01-28-02:18:19,0,3,2.46932
61,2022-01-28-02:18:21,3,7,2.20178
62,2022-01-28-02:18:24,7,3,2.16611
63,2022-01-28-02:18:27,3,6,3.75428
64,2022-01-28-02:18:31,6,1,3.68002
65,2022-01-28-02:18:38,1,7,6.92846
66,2022-01-28-02:18:41,7,5,2.72153
67,2022-01-28-02:18:43,5,1,1.99708
68,2022-01-28-02:18:45,1,2,2.36149
69,2022-01-28-02:18:53,2,6,7.74859
70,2022-01-28-02:19:10,6,0,11.28398
71,2022-01-28-02:19:11,0,1,1.23192
72,2022-01-28-02:19:15,1,6,3.63906
73,2022-01-28-02:19:19,6,1,3.94318
74,2022-01-28-02:19:21,1,3,2.35825
75,2022-01-28-02:19:24,3,2,2.72603
76,2022-01-28-02:19:27,2,1,3.47563
77,2022-01-28-02:19:36,1,6,8.74641
78,2022-01-28-02:20:22,6,7,38.43408
79,2022-01-28-02:20:26,7,0,3.05421
80,2022-01-28-02:20:27,0,1,1.12186
81,2022-01-28-02:20:30,1,6,3.61795
82,2022-01-28-02:20:33,6,2,3.16383
83,2022-01-28-02:20:37,2,6,3.22250
84,2022-01-28-02:20:40,6,2,3.81817
85,2022-01-28-02:20:43,2,3,2.57562
86,2022-01-28-02:20:45,3,5,2.24823
87,2022-01-28-02:20:48,5,3,2.25782
88,2022-01-28-02:20:50,3,4,2.15421
89,2022-01-28-02:20:51,4,0,1.65159
90,2022-01-28-02:20:55,0,6,3.52152
91,2022-01-28-02:20:58,6,4,3.52855
92,2022-01-28-02:21:00,4,2,1.89492
93,2022-01-28-02:21:03,2,3,2.68894
94,2022-01-28-02:21:05,3,5,2.27921
95,2022-01-28-02:21:08,5,7,2.66390
96,2022-01-28-02:21:10,7,0,1.95533
97,2022-01-28-02:21:12,0,7,2.03235
98,2022-01-28-02:21:14,7,4,1.93456
99,2022-01-28-02:21:15,4,0,1.59874
100,2022-01-28-02:21:17,0,2,1.82271
101,2022-01-28-02:21:19,2,5,1.57136
102,2022-01-28-02:21:21,5,0,2.07112
103,2022-01-28-02:21:23,0,4,1.55955
104,2022-01-28-02:21:24,4,0,1.71411
105,2022-01-28-02:21:26,0,7,2.16005
106,2022-01-28-02:21:28,7,1,1.72362
107,2022-01-28-02:21:30,1,4,1.48023
108,2022-01-28-02:21:31,4,0,1.56557
109,2022-01-28-02:21:33,0,5,1.98460
110,2022-01-28-02:21:36,5,6,3.20532
111,2022-01-28-02:21:39,6,2,3.14428
112,2022-01-28-02:21:41,2,4,1.90094
113,2022-01-28-02:21:44,4,3,2.19581
114,2022-01-28-02:21:46,3,5,2.26788
115,2022-01-28-02:21:48,5,1,2.07253
116,2022-01-28-02:21:49,1,0,1.15413
117,2022-01-28-02:21:51,0,7,2.04675
118,2022-01-28-02:21:54,7,2,2.62587
119,2022-01-28-02:21:55,2,5,1.61695
120,2022-01-28-02:21:57,5,1,1.98408
121,2022-01-28-02:21:59,1,4,1.39193
122,2022-01-28-02:22:01,4,3,2.28352
123,2022-01-28-02:22:03,3,4,2.17528
124,2022-01-28-02:22:05,4,7,1.93352
125,2022-01-28-02:22:09,7,6,4.13165
126,2022-01-28-02:22:13,6,7,4.09018
127,2022-01-28-02:22:18,7,6,4.13076
128,2022-01-28-02:22:21,6,3,3.80684
129,2022-01-28-02:22:24,3,1,2.52260
130,2022-01-28-02:22:27,1,6,3.60916
131,2022-01-28-02:22:31,6,5,3.22928
132,2022-01-28-02:22:33,5,1,1.99347
133,2022-01-28-02:22:35,1,3,2.29342
134,2022-01-28-02:22:37,3,0,2.45467
135,2022-01-28-02:22:41,0,6,3.49595
136,2022-01-28-02:22:45,6,7,4.14436
137,2022-01-28-02:22:47,7,0,2.02510
138,2022-01-28-02:22:49,0,5,2.18168
139,2022-01-28-02:22:52,5,7,2.65132
140,2022-01-28-02:22:55,7,5,2.74028
141,2022-01-28-02:22:57,5,0,1.95524
142,2022-01-28-02:22:58,0,4,1.67866
143,2022-01-28-02:23:00,4,2,1.85815
144,2022-01-28-02:23:02,2,4,1.85436
145,2022-01-28-02:23:04,4,2,1.89143
146,2022-01-28-02:23:06,2,1,2.09924
147,2022-01-28-02:23:07,1,4,1.45717
148,2022-01-28-02:23:09,4,0,1.69053
149,2022-01-28-02:23:10,0,1,1.05635
150,2022-01-28-02:23:12,1,4,1.39898
151,2022-01-28-02:23:14,4,5,1.98220
152,2022-01-28-02:23:16,5,0,2.00784
153,2022-01-28-02:23:18,0,3,2.47270
154,2022-01-28-02:23:20,3,0,2.42691
155,2022-01-28-02:23:22,0,7,1.99650
156,2022-01-28-02:23:25,7,2,2.76320
157,2022-01-28-02:23:27,2,0,1.91887
158,2022-01-28-02:23:30,0,3,2.51940
159,2022-01-28-02:23:32,3,4,2.23198
160,2022-01-28-02:23:34,4,3,2.23159
161,2022-01-28-02:23:36,3,4,2.22671
162,2022-01-28-02:23:38,4,0,1.65722
163,2022-01-28-02:23:39,0,1,1.15200
164,2022-01-28-02:23:41,1,4,1.37451
165,2022-01-28-02:23:42,4,0,1.57937
166,2022-01-28-02:23:45,0,3,2.46587
167,2022-01-28-02:23:47,3,1,2.27904
168,2022-01-28-02:23:51,1,6,3.66774
169,2022-01-28-02:23:54,6,4,3.60627
170,2022-01-28-02:23:56,4,2,1.82820
171,2022-01-28-02:23:59,2,3,2.59686
172,2022-01-28-02:24:01,3,4,2.20775
173,2022-01-28-02:24:03,4,3,2.37345
174,2022-01-28-02:24:07,3,6,3.77598
175,2022-01-28-02:24:11,6,3,3.75579
176,2022-01-28-02:24:13,3,1,2.35265
177,2022-01-28-02:24:14,1,0,1.08248
178,2022-01-28-02:24:16,0,5,1.93872
179,2022-01-28-02:24:18,5,2,1.64971
180,2022-01-28-02:24:21,2,6,3.20050
181,2022-01-28-02:24:25,6,1,3.61127
182,2022-01-28-02:24:27,1,3,2.30043
183,2022-01-28-02:24:29,3,5,2.32774
184,2022-01-28-02:24:31,5,1,2.08305
185,2022-01-28-02:24:34,1,3,2.43700
186,2022-01-28-02:24:36,3,2,2.69813
187,2022-01-28-02:24:38,2,5,1.58527
188,2022-01-28-02:24:40,5,1,1.96295
189,2022-01-28-02:24:42,1,3,2.30474
190,2022-01-28-02:24:45,3,5,2.32488
191,2022-01-28-02:24:47,5,7,2.64694
192,2022-01-28-02:24:49,7,3,2.21602
193,2022-01-28-02:24:52,3,4,2.22145
194,2022-01-28-02:24:53,4,1,1.38761
195,2022-01-28-02:24:55,1,2,2.11046
196,2022-01-28-02:24:58,2,6,3.21785
197,2022-01-28-02:25:02,6,7,4.08996
198,2022-01-28-02:25:05,7,3,2.19884
199,2022-01-28-02:25:07,3,0,2.58070
200,2022-01-28-02:25:09,0,5,2.02733
201,2022-01-28-02:25:11,5,0,2.12563
202,2022-01-28-02:25:13,0,2,1.81492
203,2022-01-28-02:25:15,2,0,1.87377
204,2022-01-28-02:25:17,0,5,2.03541
205,2022-01-28-02:25:20,5,6,3.27402
206,2022-01-28-02:25:24,6,1,3.65935
207,2022-01-28-02:25:26,1,5,2.14730
208,2022-01-28-02:25:28,5,2,1.60145
209,2022-01-28-02:25:31,2,3,2.75278
210,2022-01-28-02:25:33,3,4,2.41520
211,2022-01-28-02:25:35,4,2,2.03756
212,2022-01-28-02:25:38,2,3,2.63176
213,2022-01-28-02:25:40,3,7,2.24896
214,2022-01-28-02:25:42,7,1,1.69505
215,2022-01-28-02:25:44,1,3,2.30309
216,2022-01-28-02:25:46,3,1,2.43055
217,2022-01-28-02:25:48,1,2,2.10749
218,2022-01-28-02:25:51,2,1,2.09635
219,2022-01-28-02:25:54,1,6,3.62540
220,2022-01-28-02:25:58,6,3,3.75132
221,2022-01-28-02:26:00,3,0,2.41294
222,2022-01-28-02:26:04,0,6,3.58581
223,2022-01-28-02:26:08,6,3,3.77387
224,2022-01-28-02:26:10,3,1,2.33018
225,2022-01-28-02:26:12,1,4,1.53658
226,2022-01-28-02:26:13,4,1,1.40531
227,2022-01-28-02:26:14,1,4,1.43558
228,2022-01-28-02:26:16,4,5,1.95862
229,2022-01-28-02:26:19,5,3,2.38442
230,2022-01-28-02:26:21,3,2,2.67543
231,2022-01-28-02:26:24,2,3,2.77568
232,2022-01-28-02:26:27,3,1,2.38215
233,2022-01-28-02:26:29,1,5,2.09484
234,2022-01-28-02:26:30,5,2,1.76073
235,2022-01-28-02:26:33,2,1,2.17451
236,2022-01-28-02:26:36,1,6,3.74303
237,2022-01-28-02:26:40,6,1,3.66316
238,2022-01-28-02:26:42,1,5,2.04145
239,2022-01-28-02:26:44,5,1,2.12707
240,2022-01-28-02:26:46,1,2,2.23750
241,2022-01-28-02:26:49,2,3,2.89109
242,2022-01-28-02:26:52,3,0,2.61079
243,2022-01-28-02:26:56,0,6,3.60089
244,2022-01-28-02:26:59,6,2,3.28217
245,2022-01-28-02:27:01,2,1,2.10502
246,2022-01-28-02:27:03,1,7,1.97677
247,2022-01-28-02:27:07,7,6,4.18305
248,2022-01-28-02:27:11,6,0,3.58035
249,2022-01-28-02:27:13,0,7,2.15457
250,2022-01-28-02:27:15,7,1,1.96302
251,2022-01-28-02:27:16,1,0,1.16549
252,2022-01-28-02:27:19,0,3,2.60637
253,2022-01-28-02:27:21,3,5,2.27534
254,2022-01-28-02:27:23,5,0,2.03619
255,2022-01-28-02:27:24,0,1,1.24812
256,2022-01-28-02:27:27,1,3,2.48624
257,2022-01-28-02:27:29,3,1,2.43891
258,2022-01-28-02:27:31,1,5,2.17319
259,2022-01-28-02:27:35,5,6,3.31969
260,2022-01-28-02:27:38,6,0,3.68447
261,2022-01-28-02:27:40,0,4,1.74646
262,2022-01-28-02:27:44,4,6,3.77302
263,2022-01-28-02:27:48,6,3,3.73363
264,2022-01-28-02:27:50,3,4,2.30998
265,2022-01-28-02:28:22,4,6,32.29965
266,2022-01-28-02:28:26,6,5,3.35820
267,2022-01-28-02:28:28,5,1,2.09957
268,2022-01-28-02:28:29,1,7,1.81487
269,2022-01-28-02:28:32,7,2,2.81791
270,2022-01-28-02:28:34,2,4,1.81102
271,2022-01-28-02:28:36,4,5,1.98356
272,2022-01-28-02:28:38,5,2,1.61383
273,2022-01-28-02:28:40,2,4,2.03927
274,2022-01-28-02:28:43,4,6,3.78097
275,2022-01-28-02:28:47,6,4,3.60063
276,2022-01-28-02:28:49,4,3,2.36521
277,2022-01-28-02:28:52,3,1,2.41346
278,2022-01-28-02:28:54,1,5,2.02717
279,2022-01-28-02:28:56,5,1,2.13480
280,2022-01-28-02:29:00,1,6,3.72131
281,2022-01-28-02:29:03,6,4,3.69390
282,2022-01-28-02:29:06,4,7,2.05680
283,2022-01-28-02:29:08,7,1,2.05317
284,2022-01-28-02:29:09,1,7,1.83771
285,2022-01-28-02:29:12,7,5,2.72280
286,2022-01-28-02:29:14,5,0,2.08766
287,2022-01-28-02:29:16,0,2,1.87063
288,2022-01-28-02:29:18,2,1,2.16864
289,2022-01-28-02:29:20,1,4,1.45869
290,2022-01-28-02:29:22,4,3,2.45478
291,2022-01-28-02:29:26,3,6,3.73670
292,2022-01-28-02:29:30,6,4,3.71786
293,2022-01-28-02:29:32,4,3,2.37812
294,2022-01-28-02:29:34,3,1,2.40645
295,2022-01-28-02:29:36,1,5,2.04693
296,2022-01-28-02:29:38,5,4,2.00414
297,2022-01-28-02:29:40,4,0,1.76474
298,2022-01-28-02:29:41,0,1,1.20290
299,2022-01-28-02:29:43,1,7,1.77362
300,2022-01-28-02:29:45,7,4,2.10018
301,2022-01-28-02:29:47,4,2,1.95453
302,2022-01-28-02:29:50,2,3,2.79579
303,2022-01-28-02:29:53,3,2,2.83812
304,2022-01-28-02:29:55,2,1,2.19800
305,2022-01-28-02:29:57,1,7,2.02250
306,2022-01-28-02:29:59,7,4,2.14055
307,2022-01-28-02:30:01,4,7,2.09980
308,2022-01-28-02:30:04,7,5,2.71543
309,2022-01-28-02:30:06,5,0,2.16428
310,2022-01-28-02:30:09,0,3,2.61504
311,2022-01-28-02:30:11,3,5,2.43964
312,2022-01-28-02:30:15,5,6,3.36451
313,2022-01-28-02:30:19,6,3,3.93695
314,2022-01-28-02:30:21,3,7,2.33407
315,2022-01-28-02:30:23,7,4,2.08460
316,2022-01-28-02:30:25,4,3,2.32444
317,2022-01-28-02:30:28,3,0,2.49633
318,2022-01-28-02:30:30,0,7,2.13594
319,2022-01-28-02:30:32,7,3,2.32127
320,2022-01-28-02:30:35,3,5,2.42670
321,2022-01-28-02:30:38,5,6,3.24450
322,2022-01-28-02:30:42,6,1,3.78729
323,2022-01-28-02:30:43,1,0,1.12135
