"iteration,date,init_position,final_position,time"
0,2022-01-28-02:07:59,-1,2,57.76097
1,2022-01-28-02:08:02,2,3,2.79229
2,2022-01-28-02:08:05,3,5,2.76555
3,2022-01-28-02:08:07,5,2,1.71805
4,2022-01-28-02:08:08,2,5,1.55041
5,2022-01-28-02:08:10,5,0,2.18455
6,2022-01-28-02:08:12,0,2,1.79948
7,2022-01-28-02:08:14,2,1,2.04392
8,2022-01-28-02:08:16,1,5,1.98631
9,2022-01-28-02:08:18,5,2,1.60600
10,2022-01-28-02:08:21,2,6,3.16386
11,2022-01-28-02:08:25,6,7,4.08480
12,2022-01-28-02:08:28,7,2,2.80045
13,2022-01-28-02:08:31,2,7,2.86863
14,2022-01-28-02:08:37,7,6,6.45727
15,2022-01-28-02:08:43,6,5,5.39065
16,2022-01-28-02:08:49,5,0,5.88007
17,2022-01-28-02:08:58,0,3,8.65006
18,2022-01-28-02:09:12,3,5,11.56319
19,2022-01-28-02:09:22,5,2,6.14713
20,2022-01-28-02:09:24,2,1,2.36439
21,2022-01-28-02:09:29,1,2,4.86771
22,2022-01-28-02:09:36,2,6,6.84475
23,2022-01-28-02:10:49,6,2,66.95080
24,2022-01-28-02:10:53,2,3,4.00600
25,2022-01-28-02:11:02,3,5,8.70517
26,2022-01-28-02:12:45,5,7,97.56151
27,2022-01-28-02:12:49,7,2,3.78961
28,2022-01-28-02:12:51,2,0,1.85461
29,2022-01-28-02:12:53,0,7,1.97460
30,2022-01-28-02:12:57,7,6,4.07298
31,2022-01-28-02:13:00,6,4,3.55863
32,2022-01-28-02:13:02,4,1,1.35066
33,2022-01-28-02:13:04,1,2,2.11358
34,2022-01-28-02:13:07,2,3,2.72229
35,2022-01-28-02:13:09,3,0,2.35260
36,2022-01-28-02:13:11,0,5,2.03300
37,2022-01-28-02:13:13,5,0,2.18170
38,2022-01-28-02:13:17,0,6,3.60083
39,2022-01-28-02:13:21,6,3,4.00225
40,2022-01-28-02:13:46,3,7,25.72815
41,2022-01-28-02:14:00,7,3,13.09052
42,2022-01-28-02:14:04,3,6,3.64480
43,2022-01-28-02:14:08,6,3,4.06215
44,2022-01-28-02:14:10,3,4,2.16411
