"iteration,date,init_position,final_position,time"
0,2022-01-28-06:17:58,-1,7,4.11547
1,2022-01-28-06:18:00,7,6,2.71612
2,2022-01-28-06:18:04,6,5,3.23996
3,2022-01-28-06:18:06,5,1,2.42178
4,2022-01-28-06:18:08,1,2,2.12869
5,2022-01-28-06:18:10,2,5,1.63951
6,2022-01-28-06:18:13,5,6,3.19435
7,2022-01-28-06:18:17,6,0,4.49094
8,2022-01-28-06:18:19,0,1,1.16235
9,2022-01-28-06:18:20,1,7,1.75559
10,2022-01-28-06:18:23,7,0,2.52259
11,2022-01-28-06:18:26,0,5,3.33226
12,2022-01-28-06:18:30,5,2,3.90325
13,2022-01-28-06:18:34,2,5,4.30394
14,2022-01-28-06:18:39,5,6,4.89469
15,2022-01-28-06:18:44,6,4,4.66496
16,2022-01-28-06:18:46,4,3,2.35579
17,2022-01-28-06:18:51,3,2,4.96602
18,2022-01-28-06:18:54,2,4,2.30731
19,2022-01-28-06:18:57,4,5,3.74647
20,2022-01-28-06:19:01,5,3,3.22419
21,2022-01-28-06:19:06,3,4,4.95299
22,2022-01-28-06:19:08,4,2,1.93921
23,2022-01-28-06:19:10,2,1,2.09375
24,2022-01-28-06:19:13,1,4,3.73929
25,2022-01-28-06:19:19,4,0,5.28132
26,2022-01-28-06:19:30,0,4,5.73181
27,2022-01-28-06:19:36,4,6,5.67642
28,2022-01-28-06:19:40,6,2,4.42075
29,2022-01-28-06:19:45,2,3,4.65961
30,2022-01-28-06:19:51,3,7,6.27677
31,2022-01-28-06:19:56,7,2,4.70414
32,2022-01-28-06:20:01,2,7,5.58908
33,2022-01-28-06:20:03,7,1,1.94073
34,2022-01-28-06:20:08,1,6,4.10680
35,2022-01-28-06:20:15,6,0,7.88144
36,2022-01-28-06:20:32,0,5,10.74842
37,2022-01-28-06:20:42,5,6,9.71358
38,2022-01-28-06:20:50,6,4,5.20756
39,2022-01-28-06:21:02,4,5,11.32117
40,2022-01-28-06:21:06,5,7,3.96626
41,2022-01-28-06:21:12,7,1,5.69655
42,2022-01-28-06:21:16,1,4,3.91477
43,2022-01-28-06:21:27,4,0,10.70842
44,2022-01-28-06:21:41,0,3,9.65458
45,2022-01-28-06:21:50,3,1,8.33029
46,2022-01-28-06:22:13,1,4,20.17892
47,2022-01-28-06:22:31,4,0,10.01021
48,2022-01-28-06:23:03,0,1,29.48515
49,2022-01-28-06:23:05,1,0,2.55579
50,2022-01-28-06:23:08,0,6,2.92212
51,2022-01-28-06:23:11,6,1,3.08191
52,2022-01-28-06:23:13,1,0,1.21002
53,2022-01-28-06:23:14,0,4,1.62779
54,2022-01-28-06:23:16,4,5,2.18085
55,2022-01-28-06:23:20,5,4,3.65804
56,2022-01-28-06:23:22,4,5,1.98841
57,2022-01-28-06:23:26,5,2,4.02976
58,2022-01-28-06:23:30,2,6,4.21485
59,2022-01-28-06:23:34,6,5,3.39752
60,2022-01-28-06:23:37,5,6,3.40603
61,2022-01-28-06:23:42,6,7,4.47366
62,2022-01-28-06:23:44,7,6,2.84893
63,2022-01-28-06:23:49,6,4,4.17639
64,2022-01-28-06:23:53,4,5,3.89364
65,2022-01-28-06:23:55,5,4,2.19014
66,2022-01-28-06:23:57,4,0,1.84935
67,2022-01-28-06:23:59,0,7,2.14347
68,2022-01-28-06:24:01,7,1,2.03153
69,2022-01-28-06:24:04,1,3,2.80032
70,2022-01-28-06:24:06,3,0,2.74886
71,2022-01-28-06:24:08,0,4,1.74689
72,2022-01-28-06:24:12,4,6,3.59442
73,2022-01-28-06:24:15,6,4,3.66109
74,2022-01-28-06:24:20,4,2,4.30789
75,2022-01-28-06:24:22,2,4,1.88754
76,2022-01-28-06:24:26,4,7,4.60429
77,2022-01-28-06:24:29,7,5,3.01640
78,2022-01-28-06:24:33,5,6,3.36291
79,2022-01-28-06:24:36,6,0,3.81939
80,2022-01-28-06:24:39,0,5,2.33269
81,2022-01-28-06:24:41,5,1,2.40095
82,2022-01-28-06:24:43,1,2,2.13114
83,2022-01-28-06:24:45,2,1,2.19774
84,2022-01-28-06:24:47,1,0,1.16412
85,2022-01-28-06:24:48,0,1,1.24449
86,2022-01-28-06:24:52,1,6,3.75547
87,2022-01-28-06:24:56,6,0,3.99131
88,2022-01-28-06:24:57,0,1,1.31924
89,2022-01-28-06:24:58,1,0,1.18601
90,2022-01-28-06:25:00,0,4,1.70135
91,2022-01-28-06:25:01,4,1,1.43209
92,2022-01-28-06:25:03,1,4,1.42240
93,2022-01-28-06:25:04,4,1,1.62175
94,2022-01-28-06:25:07,1,3,2.92708
95,2022-01-28-06:25:10,3,0,2.54374
96,2022-01-28-06:25:12,0,7,2.43751
97,2022-01-28-06:25:15,7,4,2.39702
98,2022-01-28-06:25:17,4,3,2.66736
99,2022-01-28-06:25:22,3,4,4.54397
100,2022-01-28-06:25:27,4,7,4.71599
101,2022-01-28-06:25:30,7,3,3.93118
102,2022-01-28-06:25:34,3,1,3.79544
103,2022-01-28-06:25:37,1,3,2.82229
104,2022-01-28-06:25:39,3,6,2.20977
105,2022-01-28-06:25:43,6,4,4.09881
106,2022-01-28-06:25:47,4,2,3.49859
107,2022-01-28-06:25:50,2,7,2.74117
108,2022-01-28-06:25:52,7,1,1.96814
109,2022-01-28-06:25:54,1,2,2.09151
110,2022-01-28-06:25:57,2,6,3.45503
111,2022-01-28-06:26:00,6,7,2.74761
112,2022-01-28-06:26:03,7,3,3.38832
113,2022-01-28-06:26:06,3,0,2.73650
114,2022-01-28-06:26:08,0,4,1.66591
115,2022-01-28-06:26:10,4,3,2.24118
116,2022-01-28-06:26:13,3,0,3.04560
117,2022-01-28-06:26:15,0,2,1.86930
118,2022-01-28-06:26:18,2,7,3.17555
119,2022-01-28-06:26:20,7,0,2.18517
120,2022-01-28-06:26:21,0,1,1.19374
121,2022-01-28-06:26:26,1,6,4.13485
122,2022-01-28-06:26:30,6,2,3.98636
123,2022-01-28-06:26:31,2,5,1.80694
124,2022-01-28-06:26:34,5,0,2.68749
125,2022-01-28-06:26:38,0,3,4.11095
126,2022-01-28-06:26:42,3,0,3.55630
127,2022-01-28-06:26:46,0,6,3.81300
128,2022-01-28-06:26:48,6,3,2.19858
129,2022-01-28-06:26:52,3,2,4.61202
130,2022-01-28-06:26:56,2,6,3.32190
131,2022-01-28-06:27:00,6,0,4.20732
132,2022-01-28-06:27:02,0,2,1.92046
133,2022-01-28-06:27:05,2,3,3.66359
134,2022-01-28-06:27:09,3,7,3.69614
135,2022-01-28-06:27:12,7,5,3.28023
136,2022-01-28-06:27:15,5,7,2.78039
137,2022-01-28-06:27:18,7,4,3.24947
138,2022-01-28-06:27:20,4,1,1.68929
139,2022-01-28-06:27:22,1,4,1.52817
140,2022-01-28-06:27:23,4,1,1.49019
141,2022-01-28-06:27:25,1,4,1.40407
142,2022-01-28-06:27:26,4,1,1.54602
143,2022-01-28-06:27:28,1,7,1.84028
144,2022-01-28-06:27:31,7,2,3.44033
145,2022-01-28-06:27:34,2,7,2.80952
146,2022-01-28-06:27:36,7,1,1.79664
147,2022-01-28-06:27:39,1,6,3.12161
148,2022-01-28-06:27:42,6,5,3.19330
149,2022-01-28-06:27:45,5,4,2.49096
150,2022-01-28-06:27:46,4,1,1.64742
151,2022-01-28-06:27:48,1,0,1.35187
152,2022-01-28-06:27:50,0,7,2.17108
153,2022-01-28-06:27:52,7,1,1.80729
154,2022-01-28-06:27:54,1,5,2.26355
155,2022-01-28-06:27:57,5,0,2.76925
