date,init_position,final_position,time
307,2022-01-26-15:38:12,1,0,2.438866
308,2022-01-26-15:38:14,0,1,2.063269
309,2022-01-26-15:38:19,1,3,4.660386
310,2022-01-26-15:38:25,3,4,6.208352
311,2022-01-26-15:38:30,4,2,5.062696
312,2022-01-26-15:38:33,2,4,2.662736
313,2022-01-26-15:38:38,4,2,4.974354
314,2022-01-26-15:38:41,2,7,3.762150
315,2022-01-26-15:38:46,7,6,4.138842
316,2022-01-26-15:38:50,6,0,4.697270
317,2022-01-26-15:38:55,0,6,4.521338
318,2022-01-26-15:39:00,6,0,5.065215
319,2022-01-26-15:39:02,0,1,2.052579
320,2022-01-26-15:39:04,1,4,2.137407
321,2022-01-26-15:39:06,4,1,2.053462
322,2022-01-26-15:39:09,1,5,2.967314
323,2022-01-26-15:39:13,5,7,3.770203
324,2022-01-26-15:39:17,7,3,4.238880
325,2022-01-26-15:39:21,3,5,3.691397
326,2022-01-26-15:39:24,5,1,2.909068
327,2022-01-26-15:39:27,1,5,2.950401
328,2022-01-26-15:39:30,5,1,3.599485
328,2022-01-26,15:39:46,1,2,15.663951
Action Server timeout : niryo_one/commander/robot_action
