"iteration,date,executiontime"
0,2022-02-09-01:33:42,2.98289
1,2022-02-09-01:33:42,0.50059
2,2022-02-09-01:33:43,0.55944
3,2022-02-09-01:33:44,0.73116
4,2022-02-09-01:33:44,0.77764
5,2022-02-09-01:33:45,0.61486
6,2022-02-09-01:33:46,0.73391
7,2022-02-09-01:33:46,0.59168
8,2022-02-09-01:33:47,0.61821
9,2022-02-09-01:33:48,0.65293
10,2022-02-09-01:33:48,0.81716
11,2022-02-09-01:33:49,0.38404
12,2022-02-09-01:33:49,0.51370
13,2022-02-09-01:33:50,0.41228
14,2022-02-09-01:33:50,0.63763
15,2022-02-09-01:33:51,0.95240
16,2022-02-09-01:33:52,0.80313
17,2022-02-09-01:33:53,0.51365
18,2022-02-09-01:33:53,0.42069
19,2022-02-09-01:33:54,0.69906
20,2022-02-09-01:33:55,1.01987
21,2022-02-09-01:33:56,0.82985
22,2022-02-09-01:33:56,0.61166
23,2022-02-09-01:33:57,0.71994
24,2022-02-09-01:33:58,0.72076
25,2022-02-09-01:33:58,0.51122
26,2022-02-09-01:33:59,0.91500
27,2022-02-09-01:34:00,0.83315
28,2022-02-09-01:34:00,0.46809
29,2022-02-09-01:34:01,0.69578
30,2022-02-09-01:34:02,0.72299
31,2022-02-09-01:34:02,0.55606
32,2022-02-09-01:34:03,0.64052
33,2022-02-09-01:34:04,0.88706
34,2022-02-09-01:34:05,1.09590
35,2022-02-09-01:34:06,0.92675
36,2022-02-09-01:34:06,0.62817
37,2022-02-09-01:34:07,0.86087
38,2022-02-09-01:34:08,0.53421
39,2022-02-09-01:34:08,0.55383
40,2022-02-09-01:34:09,0.63344
41,2022-02-09-01:34:10,0.78083
42,2022-02-09-01:34:10,0.64317
43,2022-02-09-01:34:11,0.45990
44,2022-02-09-01:34:12,0.79714
45,2022-02-09-01:34:12,0.42512
46,2022-02-09-01:34:13,0.75327
47,2022-02-09-01:34:14,0.99041
48,2022-02-09-01:34:15,0.95549
49,2022-02-09-01:34:16,0.71049
50,2022-02-09-01:34:16,0.73853
51,2022-02-09-01:34:17,0.73988
52,2022-02-09-01:34:18,0.84167
53,2022-02-09-01:34:19,0.78994
54,2022-02-09-01:34:19,0.69735
55,2022-02-09-01:34:20,1.12720
56,2022-02-09-01:34:21,0.82910
57,2022-02-09-01:34:22,0.40081
58,2022-02-09-01:34:22,0.74884
59,2022-02-09-01:34:23,0.60713
60,2022-02-09-01:34:24,0.78263
61,2022-02-09-01:34:25,0.95757
62,2022-02-09-01:34:25,0.55848
63,2022-02-09-01:34:26,0.46319
64,2022-02-09-01:34:26,0.44406
65,2022-02-09-01:34:27,0.46938
66,2022-02-09-01:34:28,0.94614
67,2022-02-09-01:34:28,0.73543
68,2022-02-09-01:34:29,0.75750
69,2022-02-09-01:34:31,2.13288
70,2022-02-09-01:34:33,1.16052
71,2022-02-09-01:34:35,2.05227
72,2022-02-09-01:34:36,0.98218
73,2022-02-09-01:34:36,0.77029
74,2022-02-09-01:34:37,0.92214
75,2022-02-09-01:34:38,0.93058
76,2022-02-09-01:34:39,0.74104
77,2022-02-09-01:34:40,1.22144
78,2022-02-09-01:34:41,0.68037
79,2022-02-09-01:34:42,0.82916
80,2022-02-09-01:34:42,0.70310
81,2022-02-09-01:34:43,0.44117
82,2022-02-09-01:34:43,0.47397
83,2022-02-09-01:34:44,0.84669
84,2022-02-09-01:34:45,1.00494
85,2022-02-09-01:34:46,0.62417
86,2022-02-09-01:34:47,0.94915
87,2022-02-09-01:34:48,0.92498
88,2022-02-09-01:34:48,0.63323
89,2022-02-09-01:34:49,0.73004
90,2022-02-09-01:34:49,0.43319
91,2022-02-09-01:34:50,0.73369
92,2022-02-09-01:34:51,0.77241
93,2022-02-09-01:34:52,0.84639
94,2022-02-09-01:34:52,0.66397
95,2022-02-09-01:34:54,1.01259
96,2022-02-09-01:34:54,0.72058
