timestamp,node,latency,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1640068680673619968,"2021-12-21,06:38:00",10.1.1.4,5897,0.000,0.000,0.000,0.000,0.000,0.000
1640068682953968896,"2021-12-21,06:38:02",10.1.1.4,286,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640068682986539008,"2021-12-21,06:38:02",10.1.1.4,0.32033395767211914,-0.010,-0.010,-0.010,0.000,0.000,0.000
1640068683279665920,"2021-12-21,06:38:03",10.1.1.4,291,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640068683309124096,"2021-12-21,06:38:03",10.1.1.4,0.3211500644683838,-0.020,-0.020,-0.020,0.000,0.000,0.000
1640068683612136960,"2021-12-21,06:38:03",10.1.1.4,301,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640068683634284032,"2021-12-21,06:38:03",10.1.1.4,0.3238711357116699,-0.030,-0.030,-0.030,0.000,0.000,0.000
1640068683937573888,"2021-12-21,06:38:03",10.1.1.4,301,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640068683944446976,"2021-12-21,06:38:03",10.1.1.4,0.3087019920349121,-0.040,-0.040,-0.040,0.000,0.000,0.000
1640068684269152000,"2021-12-21,06:38:04",10.1.1.4,321,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640068684272126976,"2021-12-21,06:38:04",10.1.1.4,0.3264751434326172,-0.050,-0.050,-0.050,0.000,0.000,0.000
1640068684567681024,"2021-12-21,06:38:04",10.1.1.4,293,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640068684600336128,"2021-12-21,06:38:04",10.1.1.4,0.32695984840393066,-0.060,-0.060,-0.060,0.000,0.000,0.000
1640068684906341120,"2021-12-21,06:38:04",10.1.1.4,304,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640068684924444928,"2021-12-21,06:38:04",10.1.1.4,0.32286810874938965,-0.070,-0.070,-0.070,0.000,0.000,0.000
1640068685235651072,"2021-12-21,06:38:05",10.1.1.4,309,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640068685238155008,"2021-12-21,06:38:05",10.1.1.4,0.31253504753112793,-0.080,-0.080,-0.080,0.000,0.000,0.000
1640068685525561088,"2021-12-21,06:38:05",10.1.1.4,286,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640068685563384064,"2021-12-21,06:38:05",10.1.1.4,0.3239290714263916,-0.090,-0.090,-0.090,0.000,0.000,0.000
1640068685855088896,"2021-12-21,06:38:05",10.1.1.4,288,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640068685881239040,"2021-12-21,06:38:05",10.1.1.4,0.3146181106567383,-0.100,-0.100,-0.100,0.000,0.000,0.000
1640068686185473024,"2021-12-21,06:38:06",10.1.1.4,302,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640068686194065152,"2021-12-21,06:38:06",10.1.1.4,0.3115568161010742,-0.110,-0.110,-0.110,0.000,0.000,0.000
1640068686518383104,"2021-12-21,06:38:06",10.1.1.4,322,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640068686519623168,"2021-12-21,06:38:06",10.1.1.4,0.3242020606994629,-0.120,-0.120,-0.120,0.000,0.000,0.000
1640068686839653888,"2021-12-21,06:38:06",10.1.1.4,318,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640068686852657152,"2021-12-21,06:38:06",10.1.1.4,0.3318650722503662,-0.130,-0.130,-0.130,0.000,0.000,0.000
1640068687140308992,"2021-12-21,06:38:07",10.1.1.4,286,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640068687169204992,"2021-12-21,06:38:07",10.1.1.4,0.3152749538421631,-0.140,-0.140,-0.140,0.000,0.000,0.000
1640068687452423168,"2021-12-21,06:38:07",10.1.1.4,281,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640068687481659904,"2021-12-21,06:38:07",10.1.1.4,0.31064605712890625,-0.150,-0.150,-0.150,0.000,0.000,0.000
1640068689279591168,"2021-12-21,06:38:09",10.1.1.4,1795,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640068689313751040,"2021-12-21,06:38:09",10.1.1.4,1.8299751281738281,-0.160,-0.160,-0.160,0.000,0.000,0.000
1640068689660904960,"2021-12-21,06:38:09",10.1.1.4,345,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640068689711921920,"2021-12-21,06:38:09",10.1.1.4,0.39695310592651367,-0.170,-0.170,-0.170,0.000,0.000,0.000
1640068690052144128,"2021-12-21,06:38:10",10.1.1.4,338,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640068690069447168,"2021-12-21,06:38:10",10.1.1.4,0.3562321662902832,-0.180,-0.180,-0.180,0.000,0.000,0.000
1640068690383731968,"2021-12-21,06:38:10",10.1.1.4,312,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640068690393315072,"2021-12-21,06:38:10",10.1.1.4,0.32228708267211914,-0.190,-0.190,-0.190,0.000,0.000,0.000
1640068690694100992,"2021-12-21,06:38:10",10.1.1.4,298,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640068690719392000,"2021-12-21,06:38:10",10.1.1.4,0.3236260414123535,-0.200,-0.200,-0.200,0.000,0.000,0.000
1640068691025844224,"2021-12-21,06:38:11",10.1.1.4,304,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640068691051069952,"2021-12-21,06:38:11",10.1.1.4,0.3304588794708252,-0.210,-0.210,-0.210,0.000,0.000,0.000
1640068691365645056,"2021-12-21,06:38:11",10.1.1.4,312,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640068691369138944,"2021-12-21,06:38:11",10.1.1.4,0.31651806831359863,-0.220,-0.220,-0.220,0.000,0.000,0.000
1640068691677347072,"2021-12-21,06:38:11",10.1.1.4,306,-0.230,-0.230,-0.230,0.000,0.000,0.000
