"iteration,date,init_position,final_position,time"
0,2022-01-28-06:17:57,-1,3,4.14112
1,2022-01-28-06:17:59,3,1,2.49360
2,2022-01-28-06:18:01,1,7,1.76201
3,2022-01-28-06:18:04,7,5,3.05420
4,2022-01-28-06:18:06,5,4,2.11382
5,2022-01-28-06:18:08,4,5,1.87757
6,2022-01-28-06:18:11,5,6,2.76275
7,2022-01-28-06:18:13,6,5,2.71549
8,2022-01-28-06:18:15,5,1,2.00762
9,2022-01-28-06:18:17,1,7,1.77314
10,2022-01-28-06:18:19,7,0,2.16941
11,2022-01-28-06:18:21,0,1,1.20688
12,2022-01-28-06:18:28,1,3,7.62838
13,2022-01-28-06:18:31,3,5,2.83477
14,2022-01-28-06:18:33,5,1,2.37993
15,2022-01-28-06:18:36,1,3,2.58236
16,2022-01-28-06:18:39,3,6,3.17120
17,2022-01-28-06:18:42,6,0,3.05282
18,2022-01-28-06:18:44,0,7,1.95712
19,2022-01-28-06:18:46,7,1,1.91769
20,2022-01-28-06:18:48,1,7,1.82804
21,2022-01-28-06:18:50,7,1,1.81239
22,2022-01-28-06:18:52,1,7,2.55908
23,2022-01-28-06:18:56,7,5,3.61690
24,2022-01-28-06:18:59,5,7,2.78859
25,2022-01-28-06:19:02,7,6,2.80674
26,2022-01-28-06:19:06,6,0,4.01264
27,2022-01-28-06:19:08,0,3,2.66241
28,2022-01-28-06:19:10,3,4,2.18583
29,2022-01-28-06:19:13,4,3,2.95227
30,2022-01-28-06:19:19,3,1,5.10620
31,2022-01-28-06:19:30,1,3,10.97444
32,2022-01-28-06:19:35,3,2,4.53490
33,2022-01-28-06:19:38,2,6,3.38432
34,2022-01-28-06:19:41,6,0,2.83719
35,2022-01-28-06:19:42,0,1,1.18176
36,2022-01-28-06:19:45,1,4,2.78030
37,2022-01-28-06:19:47,4,0,2.32661
38,2022-01-28-06:19:51,0,2,3.60323
39,2022-01-28-06:19:53,2,5,2.27784
40,2022-01-28-06:19:56,5,7,3.01384
41,2022-01-28-06:19:59,7,2,3.23561
42,2022-01-28-06:20:02,2,0,2.97544
43,2022-01-28-06:20:05,0,3,3.02346
44,2022-01-28-06:20:10,3,2,4.90525
45,2022-01-28-06:20:15,2,4,5.04027
46,2022-01-28-06:20:32,4,3,10.75174
47,2022-01-28-06:20:42,3,2,9.71659
48,2022-01-28-06:20:50,2,5,5.20301
49,2022-01-28-06:21:02,5,4,11.32669
50,2022-01-28-06:21:08,4,2,6.24630
51,2022-01-28-06:21:16,2,3,7.59046
52,2022-01-28-06:21:27,3,5,10.71364
53,2022-01-28-06:21:40,5,7,8.84286
54,2022-01-28-06:21:50,7,6,6.84430
55,2022-01-28-06:22:08,6,7,14.38868
56,2022-01-28-06:22:24,7,6,12.23574
57,2022-01-28-06:23:03,6,0,34.84745
58,2022-01-28-06:23:06,0,2,3.16987
59,2022-01-28-06:23:08,2,1,2.02388
60,2022-01-28-06:23:11,1,3,2.52389
61,2022-01-28-06:23:13,3,6,2.17836
62,2022-01-28-06:23:16,6,5,3.11172
63,2022-01-28-06:23:18,5,0,2.26173
64,2022-01-28-06:23:20,0,2,2.13844
65,2022-01-28-06:23:27,2,0,6.98827
66,2022-01-28-06:23:29,0,4,1.88048
67,2022-01-28-06:23:31,4,1,1.43850
68,2022-01-28-06:23:33,1,7,2.09024
69,2022-01-28-06:23:38,7,5,4.75318
70,2022-01-28-06:23:41,5,3,3.16163
71,2022-01-28-06:23:43,3,1,2.65368
72,2022-01-28-06:23:46,1,3,2.85854
73,2022-01-28-06:23:50,3,7,3.39877
74,2022-01-28-06:23:53,7,5,2.92124
75,2022-01-28-06:23:55,5,1,2.19205
76,2022-01-28-06:23:57,1,7,1.79398
77,2022-01-28-06:24:00,7,2,2.99890
78,2022-01-28-06:24:02,2,4,1.89351
79,2022-01-28-06:24:06,4,2,4.58082
80,2022-01-28-06:24:09,2,7,3.24990
81,2022-01-28-06:24:12,7,2,2.76227
82,2022-01-28-06:24:15,2,7,2.69924
83,2022-01-28-06:24:19,7,1,4.56089
84,2022-01-28-06:24:21,1,5,2.11776
85,2022-01-28-06:24:24,5,0,2.57846
86,2022-01-28-06:24:26,0,2,1.86286
87,2022-01-28-06:24:28,2,1,2.09635
88,2022-01-28-06:24:30,1,3,2.31589
89,2022-01-28-06:24:33,3,4,2.25845
90,2022-01-28-06:24:34,4,1,1.47630
91,2022-01-28-06:24:36,1,4,1.52530
92,2022-01-28-06:24:38,4,3,2.14699
93,2022-01-28-06:24:40,3,5,2.30032
94,2022-01-28-06:24:42,5,1,2.16735
95,2022-01-28-06:24:46,1,6,3.86469
