iteration,measurement_period,machine/VNF,RAMTotal,RAMFree,RAMAvailable,RAM_usage
1,0.1,LocalHost,16288168,171788,6168968,10119200
2,0.1,LocalHost,16288168,167148,6171828,10118500
3,0.1,LocalHost,16288168,168836,6173392,10114324
4,0.1,LocalHost,16288168,180656,6169528,10118664
5,0.1,LocalHost,16288168,168060,6159048,10129764
6,0.1,LocalHost,16288168,158896,6148524,10139384
7,0.1,LocalHost,16288168,157064,6145836,10141920
8,0.1,LocalHost,16288168,159516,6140176,10149644
9,0.1,LocalHost,16288168,159548,6134692,10154100
10,0.1,LocalHost,16288168,160060,6131832,10156336
11,0.1,LocalHost,16288168,159400,6131464,10156704
12,0.1,LocalHost,16288168,159748,6131812,10156648
13,0.1,LocalHost,16288168,159436,6131500,10156668
14,0.1,LocalHost,16288168,159224,6131384,10156980
15,0.1,LocalHost,16288168,158176,6130076,10157572
16,0.1,LocalHost,16288168,161096,6133084,10155416
17,0.1,LocalHost,16288168,160744,6133292,10154616
18,0.1,LocalHost,16288168,159520,6118104,10170444
19,0.1,LocalHost,16288168,159100,6117424,10170612
20,0.1,LocalHost,16288168,158536,6117316,10170948
21,0.1,LocalHost,16288168,159028,6117388,10170400
22,0.1,LocalHost,16288168,159084,6117768,10170660
23,0.1,LocalHost,16288168,159720,6118080,10169892
24,0.1,LocalHost,16288168,160224,6118780,10169104
25,0.1,LocalHost,16288168,160556,6118520,10169256
26,0.1,LocalHost,16288168,161348,6119572,10168596
27,0.1,LocalHost,16288168,160724,6119144,10169112
28,0.1,LocalHost,16288168,160476,6118700,10169272
29,0.1,LocalHost,16288168,160940,6119164,10169328
30,0.1,LocalHost,16288168,160632,6118604,10169564
31,0.1,LocalHost,16288168,160968,6118640,10169528
32,0.1,LocalHost,16288168,160344,6118768,10169400
33,0.1,LocalHost,16288168,160808,6118752,10169220
34,0.1,LocalHost,16288168,161092,6119320,10168848
35,0.1,LocalHost,16288168,161496,6119724,10168444
36,0.1,LocalHost,16288168,161212,6119464,10168704
37,0.1,LocalHost,16288168,160860,6119088,10169160
38,0.1,LocalHost,16288168,160876,6119104,10169064
39,0.1,LocalHost,16288168,161528,6119756,10167956
40,0.1,LocalHost,16288168,162960,6120740,10167428
41,0.1,LocalHost,16288168,163052,6121044,10167124
42,0.1,LocalHost,16288168,162908,6121052,10167456
43,0.1,LocalHost,16288168,162512,6120744,10167756
44,0.1,LocalHost,16288168,161944,6120176,10167992
45,0.1,LocalHost,16288168,161912,6120144,10168024
46,0.1,LocalHost,16288168,161692,6119924,10168244
47,0.1,LocalHost,16288168,161692,6120120,10167788
48,0.1,LocalHost,16288168,162196,6120428,10167740
49,0.1,LocalHost,16288168,162180,6120412,10167756
50,0.1,LocalHost,16288168,162328,6120564,10167604
51,0.1,LocalHost,16288168,162328,6120564,10167604
52,0.1,LocalHost,16288168,158968,6117116,10171052
53,0.1,LocalHost,16288168,160948,6119592,10169032
54,0.1,LocalHost,16288168,160748,6118748,10169080
55,0.1,LocalHost,16288168,161024,6118740,10169524
56,0.1,LocalHost,16288168,160512,6119156,10169012
57,0.1,LocalHost,16288168,161276,6119528,10168640
58,0.1,LocalHost,16288168,161656,6119088,10168828
59,0.1,LocalHost,16288168,161096,6119348,10168820
60,0.1,LocalHost,16288168,161148,6119400,10169052
61,0.1,LocalHost,16288168,161484,6119736,10168432
62,0.1,LocalHost,16288168,161232,6119484,10168488
63,0.1,LocalHost,16288168,161696,6119948,10167960
64,0.1,LocalHost,16288168,161452,6119704,10168464
65,0.1,LocalHost,16288168,161396,6119648,10168520
66,0.1,LocalHost,16288168,161164,6118984,10169184
67,0.1,LocalHost,16288168,160732,6119180,10168988
68,0.1,LocalHost,16288168,160976,6119228,10168940
69,0.1,LocalHost,16288168,161156,6119708,10168460
